gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
0.00	1.92	0.18	1.35	0.02	0.00	0.00	2.12	0.43	1.33	1.61	1.05	1.14	0.00	2.37	0.39	2.08	1.22	0.79	1.55	0.00	2.64	0.55	1.21	
0.00	2.06	0.18	1.37	0.02	0.00	0.00	2.28	0.41	1.38	1.49	0.98	1.09	0.00	2.49	0.38	2.03	1.14	0.76	1.56	0.00	2.77	0.50	1.19	
0.00	2.23	0.18	1.35	0.02	0.00	0.00	2.54	0.38	1.37	1.36	0.93	0.99	0.00	2.67	0.38	1.86	1.02	0.76	1.49	0.00	2.90	0.49	1.14	
0.00	2.41	0.17	1.30	0.02	0.00	0.00	2.81	0.36	1.25	1.22	0.87	0.80	0.00	2.90	0.38	1.63	0.94	0.75	1.35	0.00	3.04	0.49	1.07	
0.00	2.54	0.16	1.29	0.02	0.00	0.00	3.09	0.32	1.17	1.07	0.78	0.71	0.00	3.12	0.40	1.34	0.94	0.77	1.25	0.00	3.12	0.50	1.02	
0.00	2.67	0.15	1.30	0.02	0.00	0.00	3.39	0.31	1.12	0.90	0.71	0.77	0.00	3.37	0.41	1.22	0.99	0.81	1.23	0.00	3.23	0.53	1.03	
0.00	2.74	0.13	1.31	0.02	0.00	0.00	3.68	0.31	1.12	0.87	0.69	0.91	0.00	3.59	0.40	1.22	1.12	0.92	1.30	0.00	3.25	0.57	1.01	
0.00	2.77	0.11	1.32	0.02	0.00	0.00	3.96	0.35	1.15	1.09	0.75	1.01	0.00	3.79	0.37	1.30	1.17	1.06	1.35	0.00	3.20	0.62	1.03	
0.00	2.74	0.11	1.34	0.02	0.00	0.00	4.20	0.43	1.19	1.49	0.87	1.08	0.00	3.97	0.34	1.42	1.25	1.23	1.37	0.00	3.12	0.66	1.04	
0.00	2.69	0.16	1.44	0.02	0.00	0.00	4.38	0.55	1.17	1.91	1.01	1.08	0.00	4.15	0.36	1.50	1.43	1.39	1.42	0.00	3.00	0.66	1.10	
0.00	2.61	0.24	1.45	0.02	0.00	0.00	4.55	0.70	1.18	2.41	1.24	1.08	0.00	4.33	0.39	1.41	1.97	1.66	1.42	0.00	2.93	0.72	1.12	
0.00	2.57	0.32	1.52	0.02	0.01	0.00	4.69	0.85	1.17	2.89	1.48	1.08	0.00	4.53	0.45	1.43	2.58	1.88	1.43	0.00	2.80	0.75	1.18	
0.00	2.59	0.36	1.61	0.02	0.01	0.00	4.86	0.96	1.26	3.38	1.75	1.11	0.00	4.74	0.49	1.43	3.29	2.16	1.45	0.00	2.68	0.76	1.26	
0.00	2.63	0.35	1.65	0.02	0.01	0.00	5.00	1.03	1.35	3.86	2.05	1.13	0.00	4.91	0.59	1.51	3.97	2.44	1.49	0.00	2.60	0.78	1.28	
0.00	2.67	0.35	1.72	0.02	0.01	0.01	5.10	1.13	1.49	4.35	2.38	1.16	0.00	4.99	0.73	1.63	4.40	2.63	1.56	0.00	2.55	0.77	1.33	
0.00	2.69	0.35	1.77	0.02	0.01	0.01	5.21	1.24	1.64	4.89	2.72	1.11	0.00	5.05	0.86	1.78	4.78	2.81	1.71	0.00	2.55	0.75	1.34	
0.00	2.68	0.39	1.81	0.02	0.01	0.01	5.32	1.35	1.79	5.47	3.04	1.01	0.00	5.17	1.01	1.92	5.25	3.09	1.89	0.00	2.58	0.72	1.34	
