gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	133.28	5.28	27.00	15.68	
0.00	139.00	5.60	28.19	0.26	
0.00	144.82	5.80	29.41	0.04	
0.00	180.24	7.13	36.57	0.74	
0.00	208.81	8.30	42.32	5.72	
0.00	205.66	8.19	41.64	7.65	
0.00	172.97	6.90	35.02	8.90	
0.00	137.19	5.49	27.89	9.41	
0.00	82.60	3.30	16.73	8.96	
0.00	21.63	0.88	4.42	8.60	
0.00	1.14	0.09	0.14	6.91	
0.00	0.00	0.00	0.00	2.53	
0.00	0.00	0.00	0.00	2.48	
0.00	0.00	0.00	0.00	14.59	
0.00	11.15	0.47	2.29	3.69	
0.00	80.64	3.27	16.37	12.37	
0.00	121.75	4.86	24.69	23.63	
0.00	242.05	9.64	49.03	19.22	
0.00	361.21	14.39	73.11	44.07	
0.00	508.57	20.25	102.90	34.23	
0.00	642.93	25.57	130.07	24.79	
0.00	668.24	26.59	135.16	1.14	
0.00	596.74	23.76	120.78	0.00	
0.00	502.48	20.00	101.68	0.00	
0.00	384.44	15.30	77.75	0.00	
0.00	329.29	13.12	66.67	0.00	
0.00	331.15	13.20	67.07	0.00	
0.00	339.00	13.49	68.54	0.00	
0.00	319.66	12.73	64.65	0.00	
0.00	311.50	12.39	62.91	0.00	
0.00	337.89	13.47	68.43	0.00	
0.00	369.83	14.72	74.82	0.00	
0.00	393.14	15.65	79.56	0.00	
0.00	404.92	16.11	81.92	0.00	
0.00	408.40	16.26	82.64	0.00	
0.00	398.23	15.86	80.64	0.00	
0.00	391.18	15.58	79.22	0.00	
0.00	384.63	15.32	77.83	0.00	
0.00	388.53	15.46	78.56	0.00	
0.00	408.76	16.25	82.54	0.00	
0.00	425.98	16.94	86.06	0.00	
0.00	434.32	17.30	88.02	0.00	
0.00	446.50	17.78	90.37	0.00	
0.00	455.23	18.13	92.18	0.00	
0.00	460.12	18.32	93.16	0.00	
0.00	463.23	18.44	93.74	0.00	
0.00	472.06	18.79	95.50	0.00	
0.00	485.03	19.31	98.13	0.00	
0.00	493.32	19.64	99.81	0.00	
0.00	508.41	20.24	102.88	0.00	
0.00	512.31	20.40	103.68	0.00	
0.00	506.17	20.15	102.43	0.00	
0.00	505.79	20.14	102.35	0.00	
0.00	507.53	20.20	102.69	0.00	
0.00	517.54	20.60	104.71	0.00	
0.00	540.38	21.52	109.34	0.00	
0.00	563.67	22.44	114.04	0.00	
0.00	576.37	22.94	116.55	0.00	
0.00	567.73	22.60	114.86	0.00	
0.00	547.17	21.77	110.67	0.00	
0.00	508.11	20.21	102.80	0.01	
0.00	439.72	17.50	89.03	10.54	
0.00	359.36	14.30	72.72	43.59	
0.00	292.39	11.64	59.19	58.10	
0.00	241.26	9.60	48.82	65.39	
0.00	198.50	7.89	40.32	72.92	
0.00	160.13	6.38	32.44	79.08	
0.00	127.54	5.08	25.83	84.25	
0.00	107.75	4.30	21.86	85.04	
0.00	106.61	4.25	21.61	89.13	
0.00	110.81	4.43	22.48	90.44	
0.00	109.23	4.36	22.14	85.30	
0.00	94.74	3.78	19.19	89.76	
0.00	61.25	2.47	12.45	79.33	
0.00	23.79	0.98	4.87	71.86	
0.00	0.24	0.01	0.05	57.53	
0.00	0.00	0.00	0.00	47.35	
0.00	0.18	0.04	0.10	4.36	
0.00	12.06	0.50	2.45	10.38	
0.00	9.07	0.35	1.77	7.72	
0.00	1.27	0.14	0.29	7.65	
0.00	0.00	0.00	0.00	5.04	
0.00	0.00	0.00	0.00	3.93	
0.00	1.39	0.11	0.22	8.25	
0.00	7.90	0.33	1.59	10.03	
0.00	22.56	0.89	4.60	9.89	
0.00	54.78	2.22	11.18	9.52	
0.00	90.18	3.61	18.26	9.10	
0.00	104.24	4.15	21.10	9.44	
0.00	112.82	4.50	22.87	9.72	
0.00	125.95	5.00	25.55	9.44	
0.00	137.76	5.48	27.99	11.93	
0.00	153.89	6.12	31.36	11.65	
0.00	153.81	6.13	31.24	0.08	
0.00	151.71	6.02	30.81	7.75	
0.00	155.85	6.21	31.55	26.15	
0.00	159.48	6.33	32.29	28.67	
0.00	161.70	6.40	32.75	30.20	
0.00	165.43	6.55	33.50	28.21	
0.00	169.74	6.72	34.49	27.78	
