gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	153.07	6.14	31.02	5.68	
2.00	153.91	6.12	31.18	0.13	
3.00	160.80	6.42	32.52	0.04	
4.00	167.40	6.74	33.83	0.51	
5.00	174.89	7.01	35.39	4.17	
6.00	167.39	6.68	33.90	7.01	
7.00	124.09	4.97	25.14	8.13	
8.00	72.97	2.93	14.80	8.44	
9.00	35.10	1.43	7.15	10.02	
10.00	8.99	0.38	1.74	13.57	
11.00	0.41	0.04	0.05	16.11	
12.00	0.00	0.00	0.00	19.62	
13.00	0.00	0.00	0.00	21.59	
14.00	0.00	0.00	0.00	26.64	
15.00	3.94	0.17	0.81	20.76	
16.00	28.51	1.16	5.79	24.26	
17.00	43.05	1.72	8.73	34.21	
18.00	113.03	4.51	22.81	19.35	
19.00	181.70	7.24	36.80	35.46	
20.00	320.76	12.78	64.94	26.83	
21.00	527.31	21.03	106.77	11.01	
22.00	765.12	30.48	154.90	0.41	
23.00	988.03	39.36	200.08	0.00	
24.00	1161.97	46.26	235.13	0.00	
25.00	1296.01	51.59	262.19	0.00	
26.00	1391.13	55.39	281.52	0.00	
27.00	1481.50	58.98	299.72	0.00	
28.00	1557.85	62.02	315.16	0.00	
29.00	1609.32	64.10	325.70	0.00	
30.00	1639.62	65.28	331.87	0.00	
31.00	1651.39	65.74	334.08	0.00	
32.00	1646.51	65.56	333.17	0.00	
33.00	1638.58	65.24	331.56	0.00	
34.00	1640.08	65.29	331.86	0.00	
35.00	1649.35	65.67	333.76	0.00	
36.00	1663.01	66.19	336.43	0.00	
37.00	1670.41	66.50	337.93	0.00	
38.00	1672.84	66.60	338.47	0.00	
39.00	1683.06	67.03	340.70	0.00	
40.00	1690.22	67.32	342.20	0.00	
41.00	1688.71	67.26	341.95	0.00	
42.00	1693.52	67.40	342.51	0.00	
43.00	1709.56	68.05	345.88	0.00	
44.00	1736.95	69.15	351.41	0.00	
45.00	1776.00	70.71	359.31	0.00	
46.00	1829.21	72.83	370.15	0.00	
47.00	1876.09	74.70	379.65	0.00	
48.00	1911.83	76.12	386.89	0.00	
49.00	1943.31	77.36	393.23	0.00	
50.00	1961.23	78.08	396.85	0.00	
51.00	1958.48	77.97	396.27	0.00	
52.00	1935.53	77.06	391.64	0.00	
53.00	1893.16	75.38	383.05	0.00	
54.00	1829.17	72.83	370.14	0.00	
55.00	1752.54	69.78	354.63	0.00	
56.00	1664.32	66.26	336.76	0.00	
57.00	1555.72	61.96	314.80	0.00	
58.00	1428.97	56.91	289.30	0.00	
59.00	1280.73	51.01	259.31	0.00	
60.00	1110.18	44.19	224.53	0.00	
61.00	929.64	37.03	188.17	0.00	
62.00	756.28	30.12	153.01	3.73	
63.00	607.95	24.21	123.07	15.41	
64.00	479.08	19.09	97.00	20.54	
65.00	365.97	14.58	74.11	23.13	
66.00	260.97	10.44	52.83	26.00	
67.00	177.02	7.07	35.90	29.87	
68.00	108.80	4.36	22.05	32.59	
69.00	62.71	2.53	12.74	42.25	
70.00	42.97	1.72	8.72	54.67	
71.00	39.18	1.57	7.95	67.85	
72.00	38.62	1.54	7.83	67.77	
73.00	35.49	1.43	7.15	62.61	
74.00	22.10	0.92	4.50	51.26	
75.00	10.61	0.44	2.15	39.71	
76.00	0.09	0.01	0.02	42.07	
77.00	0.00	0.00	0.00	48.11	
78.00	0.06	0.02	0.04	24.75	
79.00	5.69	0.25	1.10	16.70	
80.00	3.21	0.13	0.63	17.92	
81.00	0.45	0.05	0.10	19.39	
82.00	0.00	0.00	0.00	20.73	
83.00	0.00	0.00	0.00	19.55	
84.00	0.50	0.04	0.08	17.07	
85.00	3.79	0.17	0.73	16.37	
86.00	11.40	0.45	2.32	16.02	
87.00	28.79	1.17	5.88	15.10	
88.00	48.43	1.94	9.81	14.31	
89.00	54.58	2.19	11.05	12.15	
90.00	62.90	2.51	12.74	9.17	
91.00	80.97	3.29	16.33	5.34	
92.00	112.54	4.52	22.77	6.47	
93.00	152.06	6.10	30.72	6.26	
94.00	189.26	7.57	38.29	0.05	
95.00	201.03	8.05	40.70	2.90	
96.00	211.66	8.46	42.88	11.94	
97.00	218.98	8.78	44.41	10.45	
98.00	221.31	8.87	44.83	10.75	
99.00	226.81	9.09	45.99	10.05	
100.00	226.12	9.04	45.74	9.88	
