gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	4.61	-17.03	-9.87	22.16	-47.27	-7.90	-171.22	8.20	39.44	92.43	19.33	-5.32	78.70	-19.62	1.33	67.80	91.27	-73.92	-0.05	-5.00	-2.74	0.03	0.05	
2.00	-17.60	-10.86	2.67	141.61	27.98	-41.36	-169.29	6.80	39.08	80.36	14.22	-3.88	83.07	-20.06	5.61	62.86	83.18	-71.44	-2.30	-5.10	-2.53	0.03	0.03	
3.00	-23.52	-27.12	-2.53	-117.43	-106.86	17.78	-170.46	4.59	38.13	71.47	17.52	-4.12	62.12	-29.46	0.01	59.30	86.67	-67.68	-5.42	-5.30	-2.59	0.03	0.01	
4.00	-20.33	-19.61	10.12	244.82	255.06	31.65	-153.51	-4.07	37.03	65.76	9.43	-1.07	103.72	-18.27	0.86	55.42	81.60	-61.82	-9.23	-4.77	-2.34	0.03	0.02	
5.00	-19.23	-13.97	-2.36	-27.37	5.02	12.55	-149.81	-7.53	35.55	57.55	8.02	-2.35	75.44	-16.50	-5.15	51.38	82.27	-53.35	-14.14	-4.49	-1.75	0.03	0.01	
6.00	-12.83	-15.64	5.92	194.60	150.17	-48.02	-127.70	-12.93	31.19	52.89	4.89	-1.48	85.74	-12.28	2.91	44.85	71.49	-41.15	-18.85	-3.87	-1.59	0.04	0.04	
7.00	-47.89	-2.88	4.61	23.64	-6.68	21.23	-106.53	-14.87	25.92	44.42	-1.01	1.20	25.27	-3.63	2.63	32.93	73.02	-25.78	-26.80	-2.27	-1.74	0.04	0.04	
8.00	-39.60	-10.47	1.14	11.88	69.11	34.02	-76.33	-20.46	19.20	35.32	-14.77	7.78	24.86	-6.39	4.74	15.60	74.27	-7.68	-38.42	-1.63	-2.83	0.09	0.01	
9.00	-22.43	2.24	-16.39	-59.28	-54.13	-28.71	-49.11	-15.39	11.56	14.26	-32.47	14.19	22.98	2.26	-3.31	2.82	59.01	-4.49	-50.92	-1.08	-4.29	0.04	0.04	
10.00	-5.67	-2.74	-12.27	-10.13	-26.18	5.56	-21.78	-10.95	6.61	14.28	-29.68	11.46	14.21	10.84	-3.72	1.42	46.23	-1.65	-61.06	0.39	-4.34	0.02	0.03	
11.00	-38.78	10.94	-1.66	3.80	82.71	-8.05	-7.56	-2.16	3.71	-6.60	-37.73	9.02	2.01	14.34	4.41	-4.06	20.66	2.12	-67.21	0.86	-2.96	0.05	0.06	
12.00	-7.06	-5.59	-8.03	-9.82	-22.27	13.09	-3.55	-6.67	2.01	1.04	-32.65	5.81	8.94	12.11	0.07	-6.18	16.03	1.54	-72.03	-0.48	-1.51	0.05	0.03	
13.00	-2.58	4.34	-13.83	12.58	-39.41	-8.37	9.81	-10.06	0.62	-5.51	-46.71	7.11	5.52	15.37	-1.02	-2.43	0.51	0.47	-75.15	-0.96	0.67	0.02	0.03	
14.00	-17.18	8.20	-4.16	7.25	7.99	-7.07	12.25	-6.16	1.13	-13.91	-50.85	4.78	3.87	13.98	3.46	-0.98	-13.66	1.11	-77.24	-0.20	2.95	0.04	0.03	
15.00	-30.53	3.35	-4.85	41.49	-82.36	26.96	13.13	-6.61	1.05	-15.98	-50.47	3.79	-14.00	15.85	-0.41	1.88	-23.90	1.24	-78.36	-0.23	5.60	0.04	0.03	
16.00	-13.54	6.42	-7.62	37.92	-65.82	-7.13	20.64	-6.64	0.19	-19.67	-52.77	6.06	-1.01	18.37	2.98	4.61	-29.18	1.31	-77.31	-0.13	7.62	0.04	0.03	
17.00	-18.21	5.36	-10.67	-2.28	-34.69	-19.70	18.73	-5.34	-0.01	-29.15	-55.19	9.63	7.98	15.59	1.88	4.70	-31.74	1.21	-76.05	-0.15	10.52	0.03	0.03	
18.00	-11.81	3.15	-13.51	21.36	-54.38	-3.48	18.54	-5.01	-0.29	-22.64	-52.83	11.10	5.43	16.35	-0.15	4.02	-33.54	1.51	-72.98	-0.19	12.69	0.04	0.03	
19.00	-28.56	-1.01	-16.10	20.57	-40.89	-6.48	12.19	-6.36	-1.34	-25.83	-49.82	11.14	-1.90	13.32	-2.46	1.61	-34.06	-1.80	-67.12	-1.66	13.06	0.04	0.03	
20.00	-23.34	-5.84	-12.75	9.48	1.40	13.97	8.24	-13.65	-0.64	-24.52	-45.04	13.02	7.74	14.89	0.83	-1.34	-31.34	-7.81	-61.53	-3.49	13.98	0.04	0.03	
21.00	-14.78	-4.16	-15.92	27.51	-37.75	-0.39	0.98	-16.79	-1.78	-20.20	-40.00	13.22	13.84	13.75	-0.76	-7.42	-26.94	-14.91	-53.78	-5.28	13.66	0.03	0.03	
