gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	452.41	18.01	91.54	0.00	
0.00	457.68	18.23	92.65	0.00	
0.00	468.17	18.61	94.70	0.01	
0.00	470.81	18.73	95.28	0.01	
0.00	463.12	18.42	93.66	8.85	
0.00	391.23	15.56	79.05	61.93	
0.00	294.43	11.72	59.58	79.53	
0.00	305.41	12.14	61.79	57.11	
0.00	237.98	9.49	48.21	75.52	
0.00	113.53	4.56	23.18	53.07	
0.00	5.67	0.25	1.07	55.65	
0.00	12.60	0.48	2.53	63.25	
0.00	6.84	0.29	1.13	8.93	
0.00	12.39	0.44	2.44	9.41	
0.00	0.02	0.02	0.03	5.49	
0.00	0.01	0.01	0.00	1.90	
0.00	0.00	0.00	0.00	2.95	
0.00	12.36	0.45	2.44	7.64	
0.00	109.80	4.40	22.27	9.79	
0.00	226.33	9.01	45.81	10.76	
0.00	295.27	11.76	59.77	10.64	
0.00	302.12	12.01	61.20	8.51	
0.00	326.09	12.98	65.97	41.38	
0.00	347.01	13.80	70.21	45.41	
0.00	395.02	15.72	79.94	51.57	
0.00	450.87	17.95	91.27	54.59	
0.00	461.99	18.39	93.46	50.24	
0.00	474.14	18.88	95.91	47.31	
0.00	469.95	18.71	95.09	48.84	
0.00	453.62	18.06	91.75	42.35	
0.00	443.03	17.63	89.64	40.23	
0.00	427.15	16.98	86.25	38.70	
0.00	413.78	16.47	83.68	31.55	
0.00	416.22	16.56	84.19	16.06	
0.00	424.55	16.92	85.96	0.03	
0.00	433.28	17.24	87.66	0.01	
0.00	398.92	15.88	80.74	0.00	
0.00	291.70	11.63	59.14	0.00	
0.00	119.54	4.77	24.31	0.00	
0.00	231.23	9.21	46.80	0.00	
0.00	357.58	14.25	72.45	0.00	
0.00	472.05	18.79	95.49	0.00	
0.00	529.10	21.06	107.03	0.00	
0.00	307.98	12.26	62.32	0.00	
0.00	119.37	4.75	24.15	0.00	
0.00	82.40	3.28	16.67	0.00	
0.00	68.74	2.73	13.93	0.00	
0.00	91.51	3.63	18.56	0.00	
0.00	95.93	3.81	19.42	0.00	
0.00	102.77	4.09	20.80	0.00	
0.00	83.33	3.31	16.88	0.00	
0.00	87.89	3.49	17.81	0.00	
0.00	82.76	3.28	16.77	0.00	
0.00	85.33	3.38	17.28	0.00	
0.00	91.14	3.63	18.46	0.00	
0.00	98.76	3.92	20.05	0.00	
0.00	102.19	4.08	20.72	0.00	
0.00	123.70	4.91	25.05	0.00	
0.00	165.85	6.60	33.57	0.00	
0.00	215.57	8.57	43.55	0.00	
0.00	239.66	9.54	48.50	0.00	
0.00	221.46	8.82	44.81	0.00	
0.00	200.33	7.99	40.68	0.00	
0.00	201.95	8.07	40.90	0.00	
0.00	261.03	10.39	52.83	0.00	
0.00	318.21	12.70	64.58	0.00	
0.00	363.52	14.47	73.55	0.00	
0.00	401.63	15.99	81.23	0.00	
0.00	445.21	17.71	90.03	0.00	
0.00	467.06	18.58	94.40	0.00	
0.00	490.50	19.54	99.40	0.00	
0.00	507.11	20.18	102.57	0.00	
0.00	491.85	19.57	99.43	0.00	
0.00	469.12	18.66	94.77	0.00	
0.00	402.96	15.99	81.16	0.00	
0.00	340.35	13.53	68.86	0.01	
0.00	291.65	11.60	59.01	0.01	
0.00	271.97	10.80	55.00	0.01	
0.00	289.98	11.51	58.74	0.08	
0.00	300.09	11.92	60.70	0.97	
0.00	270.89	10.78	54.89	4.21	
0.00	170.81	6.81	34.69	7.78	
0.00	70.23	2.81	14.24	9.17	
0.00	7.01	0.29	1.37	9.65	
0.00	0.98	0.13	0.21	9.71	
0.00	0.00	0.00	0.00	6.34	
0.00	0.00	0.00	0.00	3.95	
0.00	0.32	0.02	0.03	3.68	
0.00	0.00	0.00	0.00	30.36	
0.00	7.63	0.32	1.57	80.01	
0.00	164.78	6.55	33.40	63.79	
0.00	325.20	12.96	65.87	103.81	
0.00	479.93	19.10	97.06	94.05	
0.00	504.98	20.12	102.36	58.01	
0.00	476.59	18.97	96.44	0.02	
0.00	421.50	16.77	85.23	0.00	
0.00	364.09	14.49	73.68	0.00	
0.00	321.34	12.79	65.00	0.00	
0.00	313.26	12.48	63.46	0.00	
0.00	296.40	11.80	59.99	0.00	
