gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-39.88	-13.27	5.40	-8.68	14.06	-10.41	-17.91	-24.22	8.75	-12.31	-20.12	4.17	7.11	-13.48	-2.22	-6.96	4.34	-17.71	-12.41	-0.53	2.09	0.03	0.03	
2.00	-27.42	-10.79	-1.64	12.04	-39.74	-5.31	-13.24	-24.53	6.59	-10.33	-21.66	6.07	4.51	-1.87	-2.46	-5.76	6.08	-17.90	-15.02	-1.68	3.43	0.03	0.03	
3.00	-27.45	-16.58	-0.33	-8.50	-42.49	22.67	-7.68	-23.62	6.07	-13.06	-23.35	9.00	1.36	1.91	-2.42	-4.46	11.42	-17.44	-19.41	-2.01	5.25	0.02	0.03	
4.00	-34.12	-11.35	-7.15	44.61	10.20	26.75	-8.09	-21.91	5.41	-20.37	-26.19	14.48	9.14	12.14	-0.63	-5.63	18.70	-16.60	-25.95	-2.61	8.29	0.03	0.03	
5.00	-24.10	0.01	-16.71	34.36	-37.81	-4.08	3.22	-17.73	2.96	-24.66	-33.07	21.09	10.16	23.65	-0.06	-1.32	31.22	-14.51	-35.57	-3.13	12.43	0.03	0.03	
6.00	-37.46	18.87	-27.32	47.44	-24.64	-20.10	5.76	-12.46	1.26	-33.01	-38.05	28.04	9.21	45.83	1.16	-1.60	46.55	-10.97	-49.11	-2.87	17.23	0.04	0.03	
7.00	-4.80	10.78	-25.49	12.68	-35.24	20.53	16.32	-14.09	1.69	-35.93	-35.01	36.22	34.17	58.37	5.97	2.38	65.59	-7.42	-65.60	-2.44	22.83	0.05	0.03	
8.00	-9.78	10.45	-31.33	-49.92	-21.17	21.43	11.30	-12.10	1.54	-44.41	-35.37	43.35	49.21	64.99	7.58	-0.12	82.19	-4.57	-82.83	-2.51	27.89	0.05	0.03	
9.00	-9.32	12.06	-37.08	-24.45	3.49	3.83	12.89	-8.53	0.83	-47.42	-34.44	47.31	56.54	69.24	7.74	-0.51	88.02	-1.38	-97.15	-1.35	31.36	0.05	0.03	
10.00	16.05	3.05	-39.50	-12.76	-121.28	25.55	16.64	-8.75	0.48	-41.08	-30.15	46.75	55.91	66.95	6.73	0.83	81.09	-0.28	-106.04	-1.32	32.18	0.04	0.03	
11.00	2.43	8.08	-26.50	-55.15	-72.55	50.87	14.19	-5.18	0.05	-44.13	-29.65	42.00	50.19	58.81	10.18	1.13	61.54	1.18	-107.04	-0.01	29.37	0.04	0.03	
12.00	-9.78	-0.32	-22.41	26.28	-74.47	22.81	18.31	-2.81	-0.63	-40.67	-25.01	33.46	27.20	41.70	6.80	3.29	37.71	1.11	-101.41	0.03	24.67	0.03	0.03	
13.00	-13.86	8.25	-14.86	18.02	45.19	14.14	15.41	-5.35	0.29	-37.74	-24.67	23.73	30.20	38.03	9.64	2.35	16.30	0.90	-89.30	-0.02	18.37	0.02	0.04	
