gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-57.53	-3.66	-1.19	13.90	42.68	7.61	-16.78	-27.04	-4.41	-11.68	-12.66	-1.02	0.71	9.32	3.49	-15.12	-13.77	-24.84	-27.50	-10.41	2.57	0.03	0.03	
2.00	-28.18	-10.62	-6.06	12.15	-97.63	-24.98	-14.36	-24.02	-4.12	-9.12	-9.57	-0.73	4.97	2.54	-0.67	-15.21	-13.49	-25.23	-27.65	-10.15	2.92	0.03	0.03	
3.00	-42.01	-13.19	-1.07	10.93	3.83	5.64	-15.25	-26.15	-3.55	-10.49	-9.30	-1.00	4.65	2.48	-0.67	-15.26	-12.64	-25.25	-27.82	-9.73	3.11	0.03	0.03	
4.00	-39.55	-14.32	-6.79	-19.28	-41.42	-15.31	-17.37	-24.72	-3.31	-10.84	-9.77	-0.37	4.18	-0.27	-2.85	-15.40	-12.27	-25.23	-27.85	-9.38	3.43	0.03	0.03	
5.00	-40.81	-17.34	-4.44	28.45	-24.75	-2.21	-17.43	-25.50	-3.21	-8.20	-8.95	0.01	-0.51	-2.47	-2.41	-15.95	-11.41	-24.78	-27.37	-9.39	3.69	0.03	0.03	
6.00	-35.36	-19.08	-5.20	18.33	-36.41	1.46	-16.68	-24.04	-3.22	-6.89	-7.42	-0.15	-0.41	-3.49	-3.01	-15.62	-9.83	-24.26	-26.64	-9.36	3.58	0.03	0.03	
7.00	-71.20	-2.57	-6.48	-12.17	-39.50	-0.77	-19.86	-22.39	-3.24	-11.56	-7.52	0.17	-24.15	9.53	0.52	-15.05	-10.47	-23.46	-25.66	-9.33	3.23	0.03	0.03	
8.00	-49.36	-15.64	-6.89	-27.02	-36.32	-14.66	-20.78	-23.03	-3.14	-11.98	-7.64	0.29	-6.94	-3.31	-1.57	-14.58	-9.92	-22.63	-24.64	-9.29	2.91	0.03	0.03	
9.00	-49.33	-11.17	-5.81	29.73	-18.53	9.60	-20.27	-24.33	-2.87	-9.68	-7.56	-0.03	-9.54	1.91	-2.34	-14.13	-8.93	-21.76	-23.75	-9.28	2.62	0.03	0.03	
10.00	-65.23	-1.70	-0.54	33.81	17.87	25.37	-21.53	-24.45	-2.31	-12.74	-7.44	0.43	-19.58	8.13	4.14	-13.37	-8.94	-20.74	-22.84	-9.28	2.29	0.04	0.03	
11.00	-42.39	-4.86	0.43	32.55	-46.30	-3.09	-22.34	-22.67	-2.41	-11.31	-8.39	0.83	-5.98	2.35	6.24	-12.56	-8.71	-19.84	-21.59	-9.38	1.76	0.03	0.03	
12.00	-47.98	-11.18	-3.41	36.02	9.00	0.59	-21.20	-24.55	-2.13	-12.42	-9.20	0.20	-7.85	-1.20	0.80	-11.06	-7.22	-18.79	-20.03	-9.41	1.13	0.03	0.03	
13.00	-41.66	-2.33	-15.03	57.89	-11.60	-25.09	-23.14	-23.22	-1.41	-9.67	-10.17	1.03	-6.46	4.24	-5.70	-10.17	-6.12	-17.69	-18.59	-9.24	0.62	0.03	0.03	
