gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-24.57	-4.75	5.41	9.65	34.39	-8.57	42.00	-60.24	-13.51	-49.67	5.64	1.56	11.44	-23.47	-7.14	-39.80	-47.55	-108.48	-3.19	-26.95	0.19	0.02	-0.05	
2.00	-32.63	25.71	12.27	4.02	80.26	-83.66	45.31	-53.24	-13.30	-52.59	-2.92	2.33	9.33	-16.70	1.48	-36.74	-41.99	-109.20	-4.49	-27.85	0.68	0.03	-0.11	
3.00	-22.39	33.25	12.54	-7.30	6.15	-123.85	53.27	-49.80	-13.47	-63.35	-5.73	2.83	17.23	-9.67	3.97	-30.71	-40.09	-109.03	-3.01	-28.67	0.83	0.03	-0.03	
4.00	33.91	0.71	2.83	27.17	-190.20	-35.01	54.09	-44.38	-13.06	-46.45	7.84	2.05	34.38	-7.41	6.23	-26.97	-26.81	-107.68	1.66	-29.11	2.60	0.03	0.11	
5.00	28.23	-0.48	-3.29	-34.04	-128.93	-61.08	51.09	-38.60	-13.04	-52.37	5.02	5.14	46.23	-6.53	6.11	-22.85	-22.45	-104.81	2.30	-29.51	5.41	0.02	0.02	
6.00	-9.58	-19.20	-3.68	-84.91	-80.75	-29.73	49.01	-33.92	-13.25	-80.19	11.38	7.37	47.70	-13.09	0.46	-19.22	-31.23	-99.91	3.26	-29.36	9.49	0.02	0.02	
7.00	-36.81	-38.54	-0.95	-131.67	-55.35	71.19	46.79	-32.12	-13.12	-93.30	16.51	9.06	41.00	-16.35	-5.68	-14.65	-34.01	-92.74	4.55	-28.41	13.24	0.02	0.09	
8.00	-42.53	-29.10	-10.59	-102.61	11.72	53.57	47.88	-24.54	-13.37	-88.59	16.85	11.44	30.50	-8.05	-6.53	-9.29	-28.93	-82.76	4.13	-26.22	16.85	0.03	0.20	
9.00	-58.26	-27.99	-21.36	-51.00	70.95	35.34	47.31	-15.93	-13.74	-92.09	23.15	11.73	20.63	0.76	-8.04	-4.64	-27.14	-69.91	-1.65	-22.74	20.17	0.04	0.18	
10.00	-46.18	-26.18	-22.67	62.01	-14.88	33.71	44.16	-6.25	-13.28	-88.83	10.91	11.81	18.15	3.87	-8.90	-1.26	-16.95	-54.98	-8.57	-18.01	20.00	0.07	0.09	
11.00	-30.15	-13.57	-17.40	74.10	-179.07	20.76	34.57	0.51	-12.04	-99.51	-10.29	13.92	34.30	14.08	-9.85	-0.73	-5.31	-39.34	-14.03	-12.78	18.25	0.11	0.03	
12.00	-26.03	-11.03	-12.70	-16.11	-244.57	21.95	27.74	3.97	-9.75	-114.28	-13.04	14.30	52.20	28.26	-10.62	0.46	0.46	-24.72	-17.55	-8.19	16.70	0.14	0.04	
13.00	-9.76	-7.85	-11.94	-11.98	-196.36	4.44	29.01	6.32	-7.49	-109.01	-16.24	13.86	60.87	35.59	-11.62	3.38	5.58	-12.75	-20.31	-4.81	15.39	0.15	0.03	
14.00	-5.64	0.28	-14.97	3.72	-147.41	-1.78	30.13	6.17	-5.17	-101.04	-23.99	15.04	57.59	40.35	-14.40	6.50	7.24	-4.27	-23.27	-3.00	14.90	0.14	0.03	
15.00	-27.32	6.58	-18.06	-47.41	-24.39	41.97	24.06	5.25	-3.62	-94.22	-28.36	16.28	49.05	45.18	-13.98	8.41	5.86	0.55	-26.62	-0.81	15.28	0.11	0.04	
16.00	-46.45	6.18	-13.13	-7.92	106.62	96.84	22.78	4.36	-3.99	-89.68	-30.25	16.68	42.68	46.25	-8.25	9.54	2.95	2.72	-30.47	0.25	16.11	0.12	0.04	
17.00	-43.34	5.60	-12.63	-38.74	64.76	53.41	25.90	-1.63	-2.58	-85.21	-34.98	16.45	32.96	47.57	-3.55	8.88	0.17	5.09	-34.22	0.17	16.85	0.22	0.04	
18.00	-5.54	-0.60	1.44	34.89	5.86	136.59	30.69	-4.47	-3.70	-75.97	-36.87	15.15	46.61	46.36	-0.41	11.29	-1.78	4.21	-37.40	0.49	17.10	0.18	0.04	
19.00	11.13	8.83	-0.37	39.33	-55.29	52.10	35.20	-2.15	-3.71	-72.29	-40.17	14.19	47.88	45.93	3.73	14.04	-3.89	2.29	-39.90	0.46	16.82	0.08	0.03	
20.00	-1.16	13.67	-1.50	61.14	-37.48	48.45	28.21	-1.23	-4.28	-67.97	-40.51	13.28	42.79	43.20	5.52	12.36	-6.33	1.13	-41.43	0.44	16.07	0.02	0.03	
21.00	16.29	-11.73	30.06	80.23	-117.36	239.31	28.49	-5.01	-6.36	-57.99	-33.92	11.65	41.02	22.61	13.62	11.36	-7.69	1.08	-42.37	0.40	14.98	0.02	0.03	
22.00	23.09	-7.80	19.26	62.84	-48.95	173.53	22.82	-3.57	-4.64	-48.04	-36.10	10.68	51.97	20.19	9.68	10.28	-9.06	1.04	-42.90	0.30	13.67	0.03	0.03	
23.00	-1.93	32.79	-18.01	16.41	20.18	-169.03	16.99	11.04	-3.49	-46.43	-43.38	10.75	41.42	31.18	9.09	9.71	-11.75	1.23	-43.38	0.11	12.56	0.03	0.03	
24.00	30.72	-39.38	34.20	106.32	-91.08	317.26	21.17	-11.91	-3.64	-30.66	-31.42	7.36	40.17	1.50	8.91	8.84	-12.88	1.08	-43.84	0.05	11.25	0.03	0.03	
