gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-35.70	-3.40	-8.13	-17.34	-4.35	-22.50	-32.08	-25.20	-0.95	-26.06	-6.41	0.95	29.20	4.09	-1.51	0.67	-0.63	-18.68	-22.38	-10.51	1.22	0.03	0.03	
2.00	-19.61	-7.63	-7.41	33.65	-0.63	-21.02	-28.67	-25.51	-0.23	-19.77	-4.40	0.82	36.02	3.70	0.98	0.77	1.20	-18.85	-22.21	-10.38	1.23	0.03	0.03	
3.00	-21.09	-7.82	-7.15	-12.59	-44.35	-1.45	-32.98	-25.41	0.07	-18.95	-4.19	0.64	31.36	2.79	0.26	1.30	2.73	-18.97	-21.82	-10.08	1.12	0.03	0.03	
4.00	-9.30	-2.65	-8.22	30.54	62.06	5.54	-29.09	-26.22	0.29	-16.01	-6.03	0.58	44.46	6.93	-1.35	2.81	4.08	-18.75	-21.01	-10.06	0.81	0.03	0.03	
5.00	-33.87	-1.47	-6.23	13.86	-8.68	11.23	-31.65	-26.00	0.14	-20.10	-6.34	0.57	22.86	7.52	-0.40	4.03	5.05	-18.41	-20.33	-10.13	0.44	0.03	0.03	
6.00	-41.50	1.51	-6.87	50.39	-24.55	15.08	-31.64	-25.54	0.85	-16.83	-6.50	0.62	11.25	8.31	0.83	5.48	6.37	-18.42	-19.82	-9.98	0.28	0.03	0.03	
7.00	-24.72	-4.35	-9.74	8.16	-11.83	-3.22	-31.74	-23.47	1.50	-18.30	-7.33	0.88	28.04	2.26	-2.63	7.25	8.53	-18.66	-19.57	-9.63	0.12	0.03	0.03	
8.00	-25.01	-6.06	-13.32	31.30	49.23	-16.73	-32.53	-23.66	2.35	-20.78	-8.13	1.52	36.66	1.37	-4.94	8.99	8.33	-19.00	-19.48	-9.17	-0.08	0.03	0.03	
9.00	-23.84	-4.88	-7.71	17.39	-36.91	-0.92	-32.62	-23.39	3.96	-20.26	-7.72	1.37	28.04	3.86	-0.43	10.81	10.29	-19.66	-20.01	-8.68	-0.24	0.03	0.03	
10.00	-15.35	-10.71	-9.09	-28.60	-37.42	-12.28	-35.37	-24.22	4.68	-20.50	-9.34	1.88	36.57	0.51	-1.50	12.08	11.67	-20.38	-20.39	-8.57	-0.40	0.03	0.03	
11.00	-16.64	-1.53	-5.27	2.09	15.63	26.46	-31.79	-25.07	6.05	-22.96	-7.42	1.93	40.10	10.76	-0.04	14.53	13.42	-21.18	-20.85	-8.68	-0.70	0.03	0.03	
12.00	-18.51	-15.37	-6.00	-23.91	-92.19	-17.81	-37.31	-21.72	6.75	-25.89	-6.19	1.88	34.87	-4.15	-0.43	15.44	14.82	-22.53	-21.82	-8.85	-0.95	0.03	0.03	
13.00	-6.20	-4.37	-7.76	24.63	14.32	-1.03	-36.84	-23.26	7.61	-23.45	-9.24	2.84	53.47	5.50	-0.90	17.94	19.27	-24.15	-23.45	-9.20	-1.11	0.03	0.03	
14.00	-8.59	-7.71	-6.92	-22.68	-64.74	-13.15	-39.27	-21.91	8.12	-28.98	-6.93	2.59	49.88	3.96	-0.19	21.55	21.30	-26.63	-25.83	-9.37	-1.03	0.03	0.03	
15.00	-8.92	-5.50	-9.75	6.28	-3.14	-15.69	-44.38	-21.57	9.39	-30.82	-7.37	3.18	61.85	3.73	-0.33	24.95	24.53	-29.70	-29.43	-9.31	-0.83	0.03	0.03	
16.00	-15.51	-4.13	-11.77	-7.16	-108.32	-28.29	-48.46	-20.42	9.79	-36.27	-7.77	3.08	56.70	7.54	-2.20	29.38	30.08	-32.97	-33.66	-9.28	-0.56	0.03	0.03	
17.00	5.92	-11.94	-9.03	0.13	47.83	-3.00	-51.57	-21.60	11.09	-37.97	-4.82	2.85	94.82	2.97	-0.87	33.32	34.94	-36.33	-37.80	-9.50	-0.09	0.03	0.03	
18.00	16.12	-11.92	-7.92	-58.00	-19.70	-12.82	-53.26	-19.96	11.80	-45.33	-5.09	2.92	104.07	4.18	-2.04	38.80	39.39	-39.82	-41.80	-9.47	0.47	0.03	0.03	
19.00	13.07	-8.42	-5.87	-73.20	-0.91	-16.15	-58.05	-18.05	11.97	-49.44	-3.30	2.34	111.06	6.97	1.65	42.11	44.58	-43.26	-46.14	-9.32	1.17	0.03	0.03	
20.00	6.62	-4.95	-9.85	-0.28	-66.28	-17.27	-59.47	-16.63	12.07	-51.80	-0.23	1.02	103.58	11.17	2.46	47.67	50.00	-46.70	-50.48	-9.36	1.90	0.03	0.03	
21.00	9.24	-5.06	-4.04	3.53	11.79	34.99	-61.77	-17.47	12.46	-55.28	-0.36	-0.04	120.02	13.51	1.27	52.26	54.93	-50.48	-54.87	-9.33	2.73	0.03	0.03	
22.00	30.36	-4.91	-6.53	-59.32	-2.18	4.78	-64.76	-16.33	12.85	-60.63	0.39	-0.85	142.30	15.99	2.44	57.41	59.13	-54.00	-58.76	-9.18	3.60	0.03	0.03	
23.00	22.05	-4.63	-10.02	-69.62	-46.17	14.62	-70.56	-15.67	13.10	-65.06	1.76	-2.08	140.82	17.89	-0.40	61.50	62.97	-57.20	-62.58	-8.97	4.54	0.03	0.03	
24.00	14.66	-7.59	-5.63	-2.09	9.45	4.82	-71.56	-16.14	13.64	-66.11	2.10	-2.61	145.12	15.16	3.75	64.92	67.58	-60.64	-66.57	-8.93	5.47	0.03	0.03	
25.00	19.60	-10.14	-8.50	-15.39	-11.23	4.54	-75.18	-15.31	13.13	-69.21	1.90	-2.78	153.12	14.87	-0.04	68.13	71.04	-64.29	-70.39	-8.95	6.23	0.03	0.03	
26.00	9.54	-8.18	-9.22	16.73	-12.03	-6.50	-75.76	-13.41	13.34	-72.61	2.71	-3.95	148.79	19.21	0.54	71.10	73.89	-68.03	-74.00	-8.65	7.01	0.03	0.03	
27.00	35.69	-14.60	-4.74	-45.89	-79.15	-22.98	-77.78	-7.78	11.93	-73.87	3.79	-5.45	167.31	10.41	0.31	73.55	76.74	-71.54	-77.29	-8.14	7.78	0.03	0.03	
28.00	31.03	-24.00	-11.75	10.14	67.04	2.88	-79.61	-13.06	14.05	-74.54	4.02	-6.00	184.44	12.21	-6.04	74.36	76.70	-74.68	-79.91	-7.96	8.21	0.03	0.03	
29.00	15.77	-15.91	-9.29	-35.44	-117.83	-4.67	-85.67	-9.80	12.54	-77.54	6.10	-7.06	158.55	12.97	2.58	73.44	75.72	-76.78	-81.15	-8.22	8.43	0.03	0.03	
30.00	56.45	4.32	-12.43	-350.20	-285.93	-46.46	-92.09	-5.04	11.13	-77.27	0.06	-6.90	170.00	12.38	-1.20	71.00	73.54	-77.46	-81.34	-8.72	8.29	0.03	0.03	
31.00	16.02	-6.52	-14.17	9.96	-32.00	3.72	-84.30	-12.40	11.68	-74.48	3.87	-8.51	157.98	23.10	0.61	68.16	70.10	-76.82	-80.67	-8.89	7.77	0.03	0.03	
32.00	-112.36	-16.09	-17.47	154.15	-263.71	12.10	-81.91	-11.49	10.60	-77.98	5.81	-9.80	24.70	22.24	-3.64	65.99	67.42	-75.35	-78.95	-8.80	7.12	0.04	0.04	
33.00	-13.52	-27.63	-4.28	273.47	183.93	52.28	-73.24	-12.31	8.30	-78.11	9.34	-9.35	154.19	22.88	-1.42	64.89	65.11	-73.80	-76.57	-8.32	6.54	0.06	0.05	
34.00	16.46	-8.71	-11.52	-38.39	5.52	-3.56	-85.42	-7.32	9.10	-74.90	10.72	-9.74	164.15	20.24	-0.53	60.41	60.64	-73.08	-75.26	-7.89	6.65	0.05	0.05	
35.00	7.69	-12.50	-10.51	-7.59	-68.51	3.81	-77.39	-6.54	8.45	-67.79	11.15	-9.37	135.43	14.77	-2.39	58.09	58.50	-72.93	-75.04	-8.25	7.08	0.03	0.03	
36.00	-4.22	-15.04	-8.52	-74.55	-143.68	-11.47	-80.02	-7.58	7.93	-69.84	9.15	-7.68	121.92	7.93	-0.60	53.13	52.52	-72.04	-73.89	-9.16	7.15	0.02	0.02	
