gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	447.98	17.83	90.64	0.00	
0.00	453.20	18.05	91.74	0.00	
0.00	463.58	18.43	93.77	0.01	
0.00	466.19	18.55	94.35	0.01	
0.00	458.58	18.24	92.74	8.77	
0.00	387.39	15.41	78.27	61.32	
0.00	291.54	11.61	58.99	78.75	
0.00	302.41	12.02	61.18	56.55	
0.00	235.64	9.40	47.74	74.78	
0.00	112.41	4.51	22.95	52.55	
0.00	5.62	0.25	1.06	55.10	
0.00	12.47	0.48	2.51	62.63	
0.00	6.78	0.29	1.12	8.85	
0.00	12.27	0.43	2.41	9.32	
0.00	0.02	0.02	0.03	5.44	
0.00	0.01	0.01	0.00	1.88	
0.00	0.00	0.00	0.00	2.92	
0.00	12.24	0.44	2.42	7.56	
0.00	108.72	4.35	22.05	9.69	
0.00	224.11	8.92	45.36	10.66	
0.00	292.38	11.64	59.18	10.53	
0.00	299.15	11.89	60.60	8.43	
0.00	322.89	12.85	65.33	40.98	
0.00	343.61	13.67	69.52	44.96	
0.00	391.15	15.57	79.15	51.06	
0.00	446.45	17.78	90.37	54.05	
0.00	457.46	18.21	92.54	49.75	
0.00	469.49	18.69	94.97	46.85	
0.00	465.34	18.52	94.16	48.36	
0.00	449.17	17.88	90.85	41.93	
0.00	438.69	17.46	88.76	39.84	
0.00	422.96	16.82	85.40	38.32	
0.00	409.72	16.31	82.86	31.24	
0.00	412.14	16.40	83.37	15.90	
0.00	420.38	16.76	85.12	0.03	
0.00	429.04	17.07	86.80	0.01	
0.00	395.01	15.73	79.95	0.00	
0.00	288.84	11.51	58.56	0.00	
0.00	118.36	4.73	24.07	0.00	
0.00	228.96	9.12	46.34	0.00	
0.00	354.08	14.11	71.74	0.00	
0.00	467.42	18.61	94.56	0.00	
0.00	523.91	20.86	105.99	0.00	
0.00	304.96	12.14	61.71	0.00	
0.00	118.20	4.70	23.91	0.00	
0.00	81.59	3.25	16.51	0.00	
0.00	68.06	2.70	13.79	0.00	
0.00	90.61	3.60	18.38	0.00	
0.00	94.99	3.77	19.23	0.00	
0.00	101.76	4.05	20.60	0.00	
0.00	82.51	3.28	16.71	0.00	
0.00	87.03	3.46	17.64	0.00	
0.00	81.95	3.25	16.61	0.00	
0.00	84.49	3.35	17.11	0.00	
0.00	90.24	3.60	18.28	0.00	
0.00	97.79	3.89	19.85	0.00	
0.00	101.19	4.04	20.52	0.00	
0.00	122.48	4.86	24.80	0.00	
0.00	164.22	6.53	33.24	0.00	
0.00	213.45	8.49	43.13	0.00	
0.00	237.31	9.45	48.03	0.00	
0.00	219.29	8.73	44.37	0.00	
0.00	198.36	7.91	40.28	0.00	
0.00	199.97	7.99	40.50	0.00	
0.00	258.47	10.29	52.31	0.00	
0.00	315.09	12.58	63.95	0.00	
0.00	359.95	14.33	72.83	0.00	
0.00	397.70	15.84	80.44	0.00	
0.00	440.85	17.54	89.14	0.00	
0.00	462.48	18.40	93.48	0.00	
0.00	485.69	19.35	98.42	0.00	
0.00	502.14	19.98	101.56	0.00	
0.00	487.03	19.38	98.46	0.00	
0.00	464.52	18.48	93.85	0.00	
0.00	399.01	15.84	80.36	0.00	
0.00	337.01	13.40	68.18	0.01	
0.00	288.79	11.48	58.44	0.01	
0.00	269.31	10.69	54.46	0.01	
0.00	287.13	11.40	58.17	0.08	
0.00	297.14	11.80	60.11	0.96	
0.00	268.23	10.67	54.35	4.17	
0.00	169.13	6.74	34.35	7.71	
0.00	69.55	2.78	14.10	9.08	
0.00	6.94	0.29	1.35	9.56	
0.00	0.97	0.13	0.21	9.62	
0.00	0.00	0.00	0.00	6.27	
0.00	0.00	0.00	0.00	3.91	
0.00	0.32	0.02	0.03	3.64	
0.00	0.00	0.00	0.00	30.06	
0.00	7.56	0.31	1.55	79.23	
0.00	163.17	6.49	33.07	63.16	
0.00	322.01	12.83	65.23	102.79	
0.00	475.23	18.92	96.11	93.13	
0.00	500.03	19.92	101.36	57.45	
0.00	471.92	18.78	95.49	0.02	
0.00	417.37	16.61	84.40	0.00	
0.00	360.52	14.35	72.96	0.00	
0.00	318.19	12.66	64.37	0.00	
0.00	310.18	12.36	62.83	0.00	
0.00	293.50	11.68	59.40	0.00	
