gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	-1.43	-6.35	3.58	0.12	0.61	0.05	81.18	-5.87	-12.09	-107.48	32.62	11.51	0.00	13.68	-13.82	9.22	-112.96	26.53	17.07	0.00	-21.48	10.52	2.48	
2.00	-1.12	-6.34	3.20	0.10	0.63	0.04	78.67	-5.12	-11.84	-102.70	30.27	11.10	0.00	13.70	-13.85	8.15	-110.13	26.81	16.87	0.00	-21.44	10.36	3.02	
3.00	-1.49	-6.41	3.67	0.09	0.66	0.04	76.31	-5.30	-11.91	-97.06	27.68	10.91	0.00	14.69	-13.54	8.00	-106.82	27.13	17.26	0.00	-20.24	10.50	2.76	
4.00	-0.75	-5.68	3.04	0.07	0.69	0.04	72.66	-4.52	-10.93	-90.09	24.02	10.43	0.00	13.83	-12.74	6.29	-102.25	27.29	17.57	0.00	-20.63	9.17	3.44	
5.00	-0.47	-5.06	3.04	0.05	0.73	0.03	68.78	-4.38	-10.30	-81.77	19.67	9.95	0.00	13.53	-11.94	5.08	-97.20	27.85	17.95	0.00	-20.17	8.03	3.55	
6.00	0.02	-4.01	2.90	0.02	0.76	0.03	63.97	-4.44	-9.37	-71.65	14.37	9.56	0.00	12.56	-10.80	3.25	-91.09	28.29	18.19	0.00	-20.07	6.25	3.65	
7.00	0.92	-2.54	2.44	-0.01	0.80	0.02	57.75	-4.57	-8.48	-59.26	8.30	9.09	0.00	10.51	-9.15	0.83	-83.49	28.25	18.55	0.00	-20.61	3.91	3.90	
8.00	1.12	-0.97	2.86	-0.04	0.85	0.01	50.78	-5.85	-8.86	-44.58	2.48	9.65	0.00	8.64	-7.00	-0.39	-74.41	28.22	19.26	0.00	-20.24	1.78	3.03	
9.00	1.19	0.78	3.41	-0.07	0.89	0.00	43.55	-7.37	-9.88	-30.19	3.10	11.31	0.00	5.90	-4.54	-1.33	-63.93	28.05	19.57	0.00	-19.77	-0.50	1.86	
10.00	1.10	2.08	3.76	-0.10	0.92	-0.01	37.62	-8.64	-11.89	-19.31	3.91	8.31	0.00	2.81	-2.13	-1.49	-52.76	26.97	18.68	0.00	-19.21	-2.09	0.95	
11.00	0.71	2.55	4.27	-0.13	0.95	-0.02	33.65	-9.57	-13.67	-14.27	3.09	4.43	0.00	0.45	-0.34	-0.52	-42.47	25.01	16.46	0.00	-18.49	-2.59	-0.09	
12.00	0.24	2.06	4.66	-0.16	0.97	-0.03	31.48	-9.76	-13.84	-15.64	5.16	5.52	0.00	-1.47	0.13	0.23	-33.39	23.43	14.62	0.00	-17.77	-2.13	-0.65	
13.00	0.08	1.21	4.66	-0.19	0.99	-0.03	29.91	-9.30	-12.97	-20.75	8.18	8.76	0.00	-3.69	-0.06	0.79	-24.93	21.79	13.00	0.00	-17.36	-1.41	-0.70	
14.00	-0.05	0.37	4.50	-0.21	1.00	-0.03	28.79	-8.75	-11.85	-28.11	9.38	8.70	0.00	-5.35	-0.34	1.51	-18.21	20.06	11.11	0.00	-16.95	-0.68	-0.52	
15.00	-0.34	-0.22	4.41	-0.23	1.01	-0.04	27.66	-8.58	-10.47	-36.16	10.78	7.31	0.00	-5.99	-0.60	2.31	-13.62	18.61	9.74	0.00	-16.43	-0.19	-0.41	
16.00	-0.77	-0.56	4.12	-0.25	1.01	-0.04	25.83	-8.27	-9.08	-42.14	11.96	6.46	0.00	-5.67	-0.88	2.16	-11.02	17.70	9.58	0.00	-15.80	-0.03	-0.08	
17.00	-1.18	-0.76	3.54	-0.27	1.01	-0.03	22.87	-7.72	-8.25	-44.39	12.93	7.03	0.00	-5.04	-1.04	2.03	-9.51	17.02	9.21	0.00	-15.16	0.02	0.69	
18.00	-1.60	-0.86	2.60	-0.28	1.02	-0.03	18.98	-6.96	-7.93	-42.69	13.28	7.36	0.00	-4.66	-1.15	2.18	-7.90	15.99	7.99	0.00	-14.48	-0.02	1.84	
19.00	-2.32	-0.82	1.52	-0.29	1.02	-0.02	14.84	-6.13	-8.41	-37.61	13.44	7.22	0.00	-3.78	-1.24	2.02	-6.95	15.35	7.00	0.00	-13.55	-0.24	2.97	
20.00	-2.99	-0.38	0.45	-0.30	1.02	-0.02	10.47	-5.63	-10.13	-30.22	13.74	8.28	0.00	-2.69	-1.04	1.81	-6.78	15.12	6.18	0.00	-12.82	-0.86	3.84	
21.00	-3.61	0.01	-0.79	-0.31	1.01	-0.01	6.48	-4.92	-12.31	-21.99	14.77	10.61	0.00	-1.58	-1.02	1.51	-7.04	15.21	5.34	0.00	-12.24	-1.44	4.83	
22.00	-4.17	0.07	-2.09	-0.32	1.01	0.00	3.37	-3.83	-13.65	-14.82	14.41	13.20	0.00	-0.20	-1.46	1.15	-8.16	15.55	4.46	0.00	-11.74	-1.64	5.87	
23.00	-4.44	-0.32	-3.22	-0.32	1.01	0.02	0.95	-2.39	-14.08	-9.14	13.73	14.31	0.00	1.15	-2.43	0.74	-10.11	15.88	3.92	0.00	-11.53	-1.32	6.74	
24.00	-4.48	-0.63	-4.11	-0.32	1.01	0.03	-0.67	-1.24	-14.51	-5.64	13.95	15.31	0.00	3.00	-3.35	0.41	-13.64	16.21	3.72	0.00	-11.45	-1.00	7.35	
25.00	-4.21	-1.06	-4.48	-0.32	1.01	0.04	-2.18	-0.02	-14.74	-3.33	14.04	16.06	0.00	5.78	-4.47	0.16	-19.50	16.19	4.25	0.00	-11.62	-0.47	7.65	
26.00	-3.61	-1.68	-4.49	-0.32	1.01	0.05	-3.86	1.33	-14.41	-1.70	13.98	15.95	0.00	9.73	-5.80	0.14	-27.91	14.83	4.67	0.00	-12.11	0.33	7.93	
27.00	-2.74	-2.25	-4.46	-0.32	1.01	0.06	-5.55	2.41	-13.82	-0.94	14.14	15.64	0.00	14.53	-7.07	0.24	-37.93	12.32	4.81	0.00	-12.86	1.11	8.59	
28.00	-1.85	-2.60	-4.48	-0.31	1.01	0.06	-7.09	3.06	-13.69	-0.74	14.56	15.82	0.00	20.02	-8.01	0.23	-47.99	9.62	5.45	0.00	-13.67	1.65	9.63	
29.00	-0.96	-2.50	-4.58	-0.30	1.01	0.07	-8.66	3.11	-13.73	-0.63	15.08	16.02	0.00	25.24	-8.22	0.15	-55.47	6.95	6.09	0.00	-14.42	1.73	10.75	
30.00	-0.23	-2.01	-4.79	-0.29	1.01	0.07	-10.13	2.61	-13.28	-0.69	15.77	15.68	0.00	29.21	-7.78	-0.18	-58.02	6.76	6.90	0.00	-14.91	1.35	11.86	
