gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-36.06	-3.43	-8.21	-17.51	-4.39	-22.72	-32.40	-25.45	-0.96	-26.32	-6.47	0.96	29.49	4.13	-1.53	0.68	-0.64	-18.87	-22.61	-10.61	1.23	0.03	0.03	
2.00	-19.81	-7.70	-7.48	33.99	-0.63	-21.23	-28.95	-25.76	-0.23	-19.97	-4.44	0.82	36.38	3.74	0.99	0.78	1.21	-19.04	-22.44	-10.49	1.24	0.03	0.03	
3.00	-21.30	-7.90	-7.22	-12.72	-44.79	-1.46	-33.31	-25.66	0.07	-19.14	-4.23	0.65	31.68	2.82	0.26	1.31	2.76	-19.16	-22.04	-10.18	1.13	0.03	0.03	
4.00	-9.39	-2.67	-8.30	30.84	62.68	5.60	-29.38	-26.48	0.30	-16.17	-6.09	0.59	44.91	7.00	-1.36	2.84	4.12	-18.93	-21.22	-10.16	0.82	0.03	0.03	
5.00	-34.20	-1.49	-6.30	14.00	-8.77	11.34	-31.97	-26.26	0.14	-20.31	-6.40	0.57	23.09	7.60	-0.40	4.07	5.10	-18.59	-20.54	-10.23	0.45	0.03	0.03	
6.00	-41.92	1.53	-6.94	50.89	-24.80	15.23	-31.95	-25.79	0.85	-17.00	-6.57	0.63	11.36	8.39	0.84	5.53	6.43	-18.60	-20.02	-10.08	0.29	0.03	0.03	
7.00	-24.97	-4.40	-9.84	8.24	-11.95	-3.25	-32.06	-23.71	1.52	-18.48	-7.40	0.88	28.32	2.29	-2.66	7.32	8.61	-18.85	-19.77	-9.73	0.13	0.03	0.03	
8.00	-25.26	-6.12	-13.45	31.61	49.72	-16.89	-32.86	-23.90	2.38	-20.99	-8.21	1.53	37.03	1.39	-4.99	9.08	8.41	-19.19	-19.68	-9.26	-0.08	0.03	0.03	
9.00	-24.07	-4.93	-7.79	17.56	-37.28	-0.93	-32.95	-23.63	4.00	-20.46	-7.80	1.39	28.32	3.90	-0.43	10.92	10.39	-19.86	-20.21	-8.77	-0.25	0.03	0.03	
10.00	-15.50	-10.82	-9.18	-28.89	-37.80	-12.41	-35.72	-24.46	4.73	-20.71	-9.43	1.89	36.93	0.52	-1.51	12.20	11.79	-20.59	-20.59	-8.66	-0.41	0.03	0.03	
11.00	-16.81	-1.54	-5.32	2.11	15.78	26.73	-32.11	-25.32	6.11	-23.19	-7.50	1.95	40.50	10.87	-0.04	14.68	13.55	-21.39	-21.05	-8.77	-0.70	0.03	0.03	
