gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	154.60	6.20	31.33	5.74	
2.00	155.45	6.19	31.49	0.13	
3.00	162.41	6.48	32.84	0.04	
4.00	169.07	6.80	34.17	0.51	
5.00	176.64	7.08	35.74	4.21	
6.00	169.07	6.75	34.24	7.08	
7.00	125.33	5.02	25.39	8.21	
8.00	73.70	2.95	14.95	8.52	
9.00	35.45	1.45	7.22	10.12	
10.00	9.08	0.38	1.76	13.70	
11.00	0.41	0.04	0.05	16.27	
12.00	0.00	0.00	0.00	19.81	
13.00	0.00	0.00	0.00	21.81	
14.00	0.00	0.00	0.00	26.91	
15.00	3.98	0.17	0.82	20.97	
16.00	28.80	1.17	5.85	24.51	
17.00	43.48	1.74	8.82	34.56	
18.00	114.16	4.55	23.04	19.55	
19.00	183.52	7.31	37.16	35.81	
20.00	323.97	12.91	65.59	27.10	
21.00	532.58	21.24	107.84	11.12	
22.00	772.77	30.79	156.45	0.41	
23.00	997.91	39.75	202.08	0.00	
24.00	1173.59	46.73	237.48	0.00	
25.00	1308.97	52.11	264.82	0.00	
26.00	1405.04	55.94	284.34	0.00	
27.00	1496.32	59.57	302.72	0.00	
28.00	1573.42	62.64	318.31	0.00	
29.00	1625.41	64.74	328.96	0.00	
30.00	1656.02	65.94	335.19	0.00	
31.00	1667.91	66.40	337.42	0.00	
32.00	1662.98	66.21	336.50	0.00	
33.00	1654.97	65.89	334.88	0.00	
34.00	1656.48	65.94	335.18	0.00	
35.00	1665.84	66.32	337.09	0.00	
36.00	1679.64	66.85	339.80	0.00	
37.00	1687.11	67.16	341.31	0.00	
38.00	1689.56	67.27	341.85	0.00	
39.00	1699.89	67.70	344.11	0.00	
40.00	1707.12	67.99	345.63	0.00	
41.00	1705.59	67.93	345.37	0.00	
42.00	1710.46	68.08	345.94	0.00	
43.00	1726.65	68.73	349.34	0.00	
44.00	1754.32	69.84	354.92	0.00	
45.00	1793.76	71.41	362.90	0.00	
46.00	1847.51	73.56	373.85	0.00	
47.00	1894.85	75.44	383.45	0.00	
48.00	1930.95	76.88	390.75	0.00	
49.00	1962.74	78.14	397.16	0.00	
50.00	1980.84	78.86	400.81	0.00	
51.00	1978.06	78.75	400.24	0.00	
52.00	1954.88	77.83	395.55	0.00	
53.00	1912.09	76.13	386.88	0.00	
54.00	1847.46	73.55	373.84	0.00	
55.00	1770.06	70.47	358.18	0.00	
56.00	1680.96	66.92	340.13	0.00	
57.00	1571.28	62.58	317.94	0.00	
58.00	1443.26	57.48	292.19	0.00	
59.00	1293.54	51.52	261.90	0.00	
60.00	1121.28	44.63	226.77	0.00	
61.00	938.94	37.40	190.05	0.00	
62.00	763.84	30.42	154.54	3.76	
63.00	614.03	24.45	124.30	15.57	
64.00	483.87	19.28	97.97	20.75	
65.00	369.63	14.73	74.85	23.36	
66.00	263.58	10.54	53.35	26.26	
67.00	178.79	7.14	36.26	30.17	
68.00	109.88	4.40	22.27	32.92	
69.00	63.33	2.55	12.86	42.67	
70.00	43.40	1.74	8.81	55.21	
71.00	39.57	1.58	8.03	68.53	
72.00	39.01	1.56	7.91	68.45	
73.00	35.85	1.44	7.22	63.24	
74.00	22.32	0.93	4.55	51.77	
75.00	10.72	0.44	2.17	40.10	
76.00	0.09	0.01	0.02	42.49	
77.00	0.00	0.00	0.00	48.59	
78.00	0.07	0.02	0.04	25.00	
79.00	5.75	0.25	1.11	16.86	
80.00	3.24	0.13	0.63	18.10	
81.00	0.46	0.05	0.10	19.58	
82.00	0.00	0.00	0.00	20.93	
83.00	0.00	0.00	0.00	19.75	
84.00	0.50	0.04	0.08	17.24	
85.00	3.83	0.17	0.74	16.53	
86.00	11.51	0.45	2.34	16.18	
87.00	29.07	1.18	5.94	15.25	
88.00	48.91	1.96	9.90	14.45	
89.00	55.13	2.21	11.16	12.27	
90.00	63.53	2.54	12.87	9.27	
91.00	81.78	3.32	16.50	5.39	
92.00	113.66	4.56	23.00	6.54	
93.00	153.59	6.17	31.03	6.32	
94.00	191.16	7.65	38.68	0.05	
95.00	203.04	8.13	41.11	2.93	
96.00	213.78	8.55	43.31	12.06	
97.00	221.17	8.87	44.86	10.55	
98.00	223.52	8.95	45.28	10.86	
99.00	229.08	9.18	46.45	10.15	
100.00	228.38	9.13	46.20	9.98	
