gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
0.00	5.90	0.35	1.93	0.07	0.09	0.02	24.94	2.97	4.55	31.81	14.73	2.81	0.00	25.41	1.07	1.84	30.86	14.02	6.13	0.00	7.54	1.08	1.28	
0.00	5.79	0.32	1.91	0.07	0.09	0.02	24.80	2.95	4.55	31.91	14.77	2.78	0.00	25.24	1.04	1.68	30.91	14.06	6.12	0.00	7.62	1.05	1.28	
0.00	5.68	0.26	1.87	0.07	0.09	0.02	24.62	2.88	4.55	31.90	14.72	2.72	0.00	25.03	1.07	1.57	30.88	14.04	6.07	0.00	7.60	1.00	1.24	
0.00	5.50	0.26	1.86	0.07	0.09	0.02	24.24	2.78	4.56	31.74	14.61	2.65	0.00	24.65	1.12	1.57	30.72	13.93	5.97	0.00	7.62	0.99	1.23	
0.00	5.29	0.31	1.82	0.06	0.09	0.02	23.72	2.67	4.55	31.36	14.39	2.56	0.00	24.11	1.18	1.59	30.37	13.73	5.79	0.00	7.61	1.04	1.18	
0.00	5.07	0.40	1.74	0.06	0.09	0.02	23.05	2.52	4.55	30.75	14.08	2.51	0.00	23.48	1.27	1.71	29.89	13.49	5.61	0.00	7.53	1.12	1.10	
0.00	4.81	0.44	1.65	0.06	0.09	0.02	22.23	2.29	4.56	29.91	13.65	2.43	0.00	22.69	1.33	1.83	29.19	13.15	5.34	0.00	7.41	1.20	1.05	
0.00	4.56	0.47	1.56	0.06	0.09	0.02	21.30	2.04	4.59	28.87	13.12	2.31	0.00	21.82	1.39	1.95	28.38	12.78	5.02	0.00	7.23	1.28	1.02	
0.00	4.30	0.40	1.49	0.06	0.09	0.02	20.28	1.80	4.54	27.69	12.54	2.26	0.00	20.87	1.45	2.15	27.43	12.28	4.72	0.00	7.00	1.27	0.98	
0.00	4.03	0.35	1.45	0.05	0.09	0.02	19.18	1.63	4.47	26.44	11.91	2.29	0.00	19.81	1.50	2.35	26.35	11.67	4.37	0.00	6.75	1.23	0.91	
0.00	3.77	0.34	1.43	0.05	0.09	0.02	18.01	1.54	4.37	25.14	11.26	2.39	0.00	18.61	1.63	2.51	25.06	10.96	4.03	0.00	6.49	1.21	0.85	
0.00	3.56	0.37	1.44	0.05	0.08	0.02	16.80	1.46	4.14	23.72	10.52	2.49	0.00	17.35	1.83	2.61	23.67	10.29	3.67	0.00	6.19	1.22	0.83	
0.00	3.37	0.42	1.46	0.05	0.08	0.02	15.56	1.33	3.92	22.22	9.73	2.61	0.00	16.08	2.06	2.60	22.19	9.58	3.37	0.00	5.83	1.25	0.87	
0.00	3.20	0.44	1.47	0.04	0.08	0.02	14.29	1.21	3.68	20.64	8.96	2.66	0.00	14.78	2.25	2.56	20.68	8.77	2.97	0.00	5.44	1.26	0.97	
0.00	3.04	0.40	1.46	0.04	0.07	0.02	12.99	1.12	3.47	19.00	8.16	2.68	0.00	13.40	2.40	2.42	19.10	7.95	2.54	0.00	5.03	1.18	1.16	
0.00	2.91	0.41	1.65	0.04	0.07	0.02	11.72	1.02	3.20	17.39	7.32	2.68	0.00	12.04	2.48	2.40	17.44	7.11	2.18	0.00	4.58	1.12	1.35	
0.00	2.77	0.39	1.80	0.04	0.06	0.02	10.40	0.96	2.97	15.74	6.44	2.67	0.00	10.61	2.52	2.35	15.70	6.30	1.92	0.00	4.14	1.11	1.48	
0.00	2.66	0.41	1.88	0.03	0.06	0.02	9.01	0.90	2.71	14.02	5.59	2.61	0.00	9.21	2.54	2.29	13.98	5.40	1.85	0.00	3.72	1.09	1.50	
0.00	2.63	0.39	1.97	0.03	0.05	0.02	7.76	0.84	2.40	12.37	4.78	2.52	0.00	7.94	2.57	2.26	12.32	4.51	1.88	0.00	3.27	1.07	1.49	
0.00	2.65	0.38	2.02	0.03	0.05	0.02	6.64	0.84	2.08	10.77	4.02	2.39	0.00	6.84	2.57	2.20	10.70	3.80	1.92	0.00	2.79	1.03	1.47	
0.00	2.70	0.35	2.05	0.03	0.04	0.02	5.88	0.87	1.90	9.36	3.39	2.26	0.00	6.12	2.51	2.09	9.28	3.27	1.94	0.00	2.29	1.02	1.47	
0.00	2.77	0.41	2.05	0.03	0.04	0.02	5.62	0.86	1.77	8.27	2.88	2.16	0.00	6.04	2.46	2.24	8.29	2.69	1.92	0.00	1.81	1.01	1.48	
