gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	36.85	10.93	10.99	119.83	93.81	52.99	8.24	6.17	4.99	28.56	6.04	2.15	22.76	15.80	14.36	8.57	11.97	16.75	6.04	4.04	1.96	0.00	0.10	
0.00	45.91	28.06	13.98	403.08	148.58	106.76	8.01	7.33	3.28	11.60	8.58	4.95	63.30	22.40	14.84	9.18	12.10	18.62	5.46	3.84	2.18	0.01	0.03	
0.00	41.09	47.75	14.42	189.33	132.05	48.12	5.18	10.12	3.29	20.99	11.92	5.32	38.33	33.00	7.70	9.87	10.89	19.54	6.71	3.91	1.84	0.00	0.03	
0.00	76.67	62.90	43.00	755.68	806.86	95.68	20.66	17.66	3.02	16.90	12.00	4.00	125.50	28.64	26.74	11.66	8.88	20.00	7.37	4.24	1.92	0.01	0.01	
0.00	57.35	14.24	24.16	93.75	147.37	118.42	14.01	12.20	2.48	18.48	10.79	5.10	55.77	10.67	14.59	11.62	17.93	21.25	8.87	5.07	1.99	0.01	0.06	
0.00	105.18	56.53	44.99	383.65	415.84	129.64	31.18	10.47	5.03	8.85	8.85	4.73	79.19	27.12	24.40	12.88	18.21	22.18	9.06	5.53	1.77	0.02	0.06	
0.00	36.83	17.35	12.39	127.30	145.39	36.50	41.90	6.16	7.89	19.03	6.88	5.35	39.97	10.51	8.17	19.12	8.99	18.08	10.91	3.84	1.89	0.02	0.02	
0.00	55.85	13.71	27.82	114.73	130.49	52.14	42.78	12.03	10.84	15.80	13.02	7.01	34.10	10.76	22.81	26.74	13.92	18.35	14.98	2.52	2.54	0.06	0.04	
0.00	38.17	23.24	21.06	87.54	110.64	54.47	48.32	12.33	12.24	22.35	23.67	7.06	42.18	24.73	20.97	28.25	15.90	13.87	20.01	2.27	2.96	0.06	0.03	
0.00	23.71	11.23	11.02	59.85	85.99	48.40	46.97	9.79	10.81	19.93	13.88	4.98	21.93	26.41	6.43	19.56	24.11	5.98	20.34	2.86	2.26	0.03	0.01	
