gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	30.56	15.69	16.67	142.10	124.00	46.72	7.72	12.16	7.80	9.76	4.90	4.30	30.18	18.91	5.49	5.77	5.25	6.25	5.22	3.63	3.28	0.01	0.01	
0.00	21.57	13.65	16.27	95.96	131.79	21.85	7.92	13.42	8.56	15.83	8.61	4.95	23.78	22.07	5.55	4.56	7.96	6.70	5.01	3.97	3.10	0.01	0.01	
0.00	13.38	4.82	13.76	124.97	150.53	64.96	9.66	11.38	8.10	11.17	8.53	8.25	20.99	17.88	3.96	3.75	10.84	7.43	6.30	3.82	4.20	0.01	0.00	
0.00	16.07	8.52	20.01	103.33	109.07	59.07	6.35	8.74	6.68	12.13	11.75	11.80	21.99	20.62	3.57	4.27	17.73	9.01	9.43	3.35	5.97	0.02	0.00	
0.00	23.59	12.57	11.16	66.53	103.88	34.48	15.70	7.06	3.93	15.23	10.10	13.25	16.95	22.21	4.43	3.49	25.77	11.37	14.21	2.25	7.24	0.02	0.00	
0.00	38.44	26.18	14.18	55.78	160.13	75.67	16.45	7.05	2.64	15.09	12.21	14.77	24.82	29.43	5.12	3.39	36.12	12.62	20.37	2.42	8.70	0.02	0.00	
0.00	19.33	15.50	12.01	68.19	93.17	35.31	18.39	4.51	1.93	20.64	8.38	16.93	32.90	32.28	5.13	4.57	44.00	11.39	26.50	2.60	11.07	0.03	0.00	
0.00	21.85	22.47	17.56	58.91	103.07	33.24	12.90	5.65	1.69	18.28	9.01	15.95	29.41	30.70	4.92	3.94	45.91	8.25	29.12	2.71	12.33	0.03	0.00	
0.00	20.54	14.98	15.12	99.81	125.90	24.43	13.01	6.39	1.90	21.73	8.71	12.52	36.65	27.18	6.14	4.05	38.88	5.72	25.99	2.24	11.59	0.03	0.00	
0.00	33.55	18.36	14.63	60.43	171.26	41.30	11.42	5.60	2.19	21.96	9.92	11.27	27.41	28.43	6.41	5.20	37.70	3.09	20.95	2.40	10.54	0.02	0.01	
0.00	43.88	14.91	19.25	75.51	157.88	61.94	9.00	4.38	1.32	17.31	9.65	18.43	48.59	29.28	8.26	4.72	48.71	0.78	30.16	0.10	12.94	0.03	0.01	
0.00	42.01	17.33	23.09	114.10	140.58	35.09	6.95	5.25	0.88	19.61	13.28	22.06	33.14	37.27	4.86	4.25	61.48	0.41	45.18	0.14	14.08	0.02	0.03	
0.00	26.01	20.29	25.13	134.01	131.50	33.86	9.16	5.76	1.69	20.21	14.12	24.49	39.46	41.38	16.92	3.90	58.99	0.30	52.50	0.28	14.74	0.01	0.02	
0.00	68.44	21.61	36.20	127.13	130.29	71.57	11.45	3.58	1.30	13.12	11.39	25.34	77.33	45.07	24.00	5.06	51.35	0.27	60.27	0.12	16.89	0.01	0.03	
0.00	21.24	17.03	23.40	58.96	128.10	34.10	13.91	4.28	1.75	14.83	9.82	19.70	22.58	39.31	9.06	5.53	39.53	0.75	62.25	0.17	14.59	0.03	0.03	
0.00	31.98	21.29	16.63	97.01	175.88	66.07	33.95	6.02	3.83	15.52	8.47	15.35	25.81	34.37	8.86	8.35	26.93	1.80	54.65	1.15	11.34	0.04	0.04	
0.00	42.43	19.94	14.39	121.65	80.57	68.14	43.23	32.32	7.05	10.43	9.13	10.95	23.91	23.45	9.19	37.54	16.33	8.06	42.04	1.01	8.88	0.08	0.03	
0.00	64.75	25.90	18.95	136.10	139.97	67.62	50.65	10.76	14.51	16.67	10.58	3.25	27.69	15.05	17.75	29.02	14.54	13.97	28.76	1.65	3.35	0.04	0.03	
0.00	82.91	44.51	34.16	170.20	126.71	122.98	67.72	20.32	20.80	20.72	17.09	8.79	65.84	25.69	24.74	51.47	14.60	20.53	13.41	1.88	1.78	0.17	0.03	
0.00	50.06	45.53	27.38	106.77	183.24	80.30	56.79	36.11	22.35	15.39	6.66	4.01	58.33	9.03	25.33	47.49	12.41	27.98	2.46	2.46	1.43	0.14	0.04	
0.00	91.09	32.82	27.16	188.18	242.46	93.47	77.26	24.51	26.88	16.34	10.79	3.81	59.80	35.13	15.74	57.69	11.27	34.16	0.76	6.69	0.31	0.12	0.03	
0.00	168.59	73.14	29.94	1044.97	1038.86	128.19	74.42	26.92	26.66	20.04	11.63	4.78	141.91	42.17	22.57	71.58	10.36	39.59	0.68	7.45	0.30	0.18	0.03	
0.00	80.07	82.00	20.90	647.21	577.53	97.01	35.76	15.35	21.11	20.30	39.26	17.62	68.04	21.55	19.90	63.65	9.66	39.12	0.80	5.42	0.81	0.16	0.03	
0.00	229.54	62.37	70.46	2119.19	1425.07	222.24	85.35	16.74	13.77	36.88	18.74	8.56	162.04	114.54	20.62	50.18	21.50	33.56	1.17	3.51	0.36	0.07	0.05	
0.00	86.70	71.32	49.47	853.71	739.39	221.70	17.17	22.08	11.39	34.85	13.22	6.30	77.92	64.65	30.40	36.75	11.06	24.64	1.50	3.99	0.43	0.03	0.06	
0.00	62.36	38.47	25.89	492.53	536.40	75.62	24.95	16.48	5.45	19.55	21.46	10.25	45.29	28.74	11.59	9.95	7.04	19.13	0.71	3.88	0.58	0.01	0.04	
0.00	151.24	97.22	37.02	859.79	682.69	170.58	28.02	17.33	6.28	35.99	82.20	32.11	81.74	67.78	15.39	11.19	9.51	16.26	0.88	3.82	1.15	0.01	0.02	
0.00	49.48	44.47	34.41	1073.93	929.61	75.64	39.43	8.53	3.96	13.14	11.16	4.64	84.80	37.58	15.84	8.83	6.46	14.96	2.05	4.63	0.37	0.01	0.09	
0.00	53.04	30.20	11.99	216.57	170.64	50.08	8.87	7.56	3.72	7.73	3.95	2.39	44.41	31.89	6.99	10.60	10.07	12.94	1.05	5.28	0.91	0.00	0.07	
0.00	84.34	33.99	35.11	162.37	200.51	50.37	8.37	5.54	2.56	33.09	12.83	9.40	56.11	35.78	15.94	11.13	15.36	11.54	2.20	5.28	1.34	0.01	0.13	
0.00	118.71	45.60	36.92	1213.97	847.82	187.36	32.26	20.43	4.59	12.18	6.54	3.86	45.25	28.16	11.36	11.54	3.76	11.98	0.87	5.06	0.44	0.01	0.04	
0.00	73.04	64.65	56.81	313.29	231.63	324.69	15.12	5.36	2.93	11.22	41.62	8.67	62.62	14.61	15.21	12.83	167.19	13.65	21.42	4.88	8.45	0.00	1.54	
0.00	21.35	20.43	8.64	190.76	189.77	14.64	10.18	4.04	3.73	5.93	5.90	1.87	29.29	14.06	10.09	12.64	6.70	15.33	0.77	5.39	0.35	0.01	0.05	
0.00	137.69	55.59	36.89	1267.43	888.43	299.75	33.23	24.43	6.81	27.35	25.97	9.51	63.63	34.55	6.01	13.29	6.40	16.88	0.79	5.80	0.64	0.01	0.02	
0.00	59.00	17.41	16.02	256.71	207.66	93.54	9.42	5.20	3.88	12.47	15.51	5.99	33.78	16.62	8.53	14.17	2.54	17.81	0.40	5.63	0.45	0.01	0.02	
0.00	47.59	24.26	16.78	72.12	151.74	33.07	6.58	3.68	4.25	8.42	5.58	2.75	42.81	15.99	7.82	14.52	3.27	17.85	0.64	5.49	0.26	0.01	0.03	
0.00	32.83	16.34	20.60	92.22	151.46	63.55	5.88	3.95	4.23	16.18	1.91	1.57	27.41	16.50	6.33	13.64	3.35	17.90	0.83	5.50	0.25	0.01	0.04	
0.00	63.85	20.37	26.67	95.20	241.10	90.03	6.39	5.46	4.40	29.98	17.91	7.60	39.29	11.34	9.17	11.91	6.04	17.91	0.71	5.59	0.35	0.00	0.04	
0.00	14.87	5.37	5.87	43.79	89.01	40.31	5.66	3.86	4.37	2.75	3.91	1.80	19.33	8.41	4.43	11.02	2.38	18.02	0.11	5.74	0.15	0.00	0.01	
0.00	13.27	6.38	10.81	18.01	160.82	44.40	6.45	4.03	3.98	6.77	2.31	1.05	16.88	8.83	3.40	11.13	3.27	18.37	0.35	5.89	0.12	0.00	0.02	
0.00	15.09	9.73	6.37	53.62	118.78	29.99	5.73	5.14	4.07	6.06	3.61	1.50	25.76	10.70	5.78	10.09	3.68	18.71	0.35	6.24	0.18	0.00	0.02	
0.00	13.55	6.17	3.85	24.91	105.02	21.24	6.27	4.57	3.68	3.96	3.53	2.15	20.71	9.84	3.10	9.64	2.60	19.07	0.17	6.46	0.20	0.00	0.01	
0.00	19.53	12.37	13.86	35.35	123.34	73.39	5.26	4.42	3.31	12.73	1.91	3.52	21.48	13.69	3.13	9.19	8.56	19.76	1.62	6.17	0.69	0.00	0.10	
0.00	7.00	10.32	10.81	21.16	96.58	62.49	6.15	4.34	3.24	4.01	1.23	0.97	17.94	13.92	4.91	8.99	3.05	20.42	0.42	6.17	0.20	0.00	0.03	
0.00	18.64	12.46	10.43	46.79	119.32	44.29	9.42	4.07	2.58	9.16	7.96	3.10	17.94	12.46	5.78	9.36	2.62	20.83	0.14	6.57	0.12	0.00	0.01	
0.00	34.56	13.84	13.12	30.43	183.28	47.32	11.68	4.16	1.49	17.51	7.30	2.40	24.83	14.82	7.76	9.84	3.91	21.13	0.33	6.80	0.16	0.00	0.01	
0.00	21.35	9.89	10.98	35.21	120.52	47.21	10.73	1.94	2.01	4.84	4.22	1.25	27.17	11.61	9.84	10.01	1.13	21.72	0.15	6.51	0.07	0.00	0.00	
0.00	46.08	11.73	12.14	68.46	101.81	36.19	11.20	3.00	2.44	4.85	3.24	2.18	52.17	7.06	5.69	9.21	1.78	22.02	0.18	6.64	0.20	0.00	0.01	
0.00	48.52	9.45	13.95	62.85	115.63	33.93	12.66	3.98	2.49	5.16	1.84	1.30	55.93	13.26	3.83	9.45	2.12	23.03	0.25	6.62	0.08	0.00	0.01	
0.00	73.05	24.80	33.65	94.91	166.47	84.71	15.32	5.35	2.59	22.53	18.19	7.82	56.06	14.38	7.31	10.46	4.64	23.91	0.23	6.69	0.29	0.00	0.02	
0.00	37.99	14.26	17.05	158.89	153.04	84.53	17.57	5.26	4.20	6.22	3.90	2.04	31.73	11.68	4.57	12.68	2.73	24.50	0.30	6.54	0.14	0.00	0.01	
0.00	71.65	26.91	15.12	666.64	533.92	221.64	36.19	7.84	10.90	28.90	13.30	3.64	76.40	23.80	4.01	12.35	9.88	24.84	0.91	6.24	0.13	0.01	0.02	
0.00	223.88	108.70	56.16	1856.71	1232.16	522.18	37.51	40.92	8.65	16.55	16.47	2.03	90.51	24.66	7.92	17.82	6.91	24.90	0.84	6.83	0.22	0.01	0.02	
0.00	60.77	35.21	23.91	1368.71	934.85	293.82	50.30	11.36	9.35	37.23	18.63	5.13	74.01	47.20	12.30	23.05	10.94	24.99	0.80	6.34	0.23	0.00	0.02	
0.00	74.65	32.58	24.78	202.63	121.67	38.40	21.68	7.75	9.82	14.70	12.15	5.39	58.52	15.43	10.37	26.40	4.00	25.34	1.01	6.14	0.38	0.01	0.04	
0.00	57.08	124.70	38.72	162.63	170.08	169.73	26.32	11.89	12.61	20.06	111.05	61.06	40.13	18.25	6.26	32.04	14.81	26.29	1.62	5.12	3.11	0.00	0.02	
0.00	128.25	47.97	25.27	319.37	264.54	110.21	24.58	28.06	14.43	26.33	12.89	2.50	76.46	14.11	7.68	38.17	7.90	27.46	0.79	4.81	1.22	0.00	0.03	
0.00	51.35	68.47	24.37	138.87	113.93	66.59	30.47	7.55	16.10	24.81	43.24	22.54	50.59	16.46	20.29	39.28	9.89	27.43	0.61	5.22	1.00	0.00	0.03	
0.00	62.99	70.06	27.77	363.54	288.83	90.39	28.53	18.84	19.07	13.83	6.88	4.91	57.94	32.97	27.45	39.07	4.87	26.37	0.65	5.51	0.27	0.01	0.03	
0.00	131.19	64.05	36.13	865.45	647.08	433.40	43.67	33.56	19.15	14.26	14.27	2.97	43.43	22.70	4.87	37.58	7.73	24.75	2.01	5.54	0.27	0.00	0.03	
0.00	103.81	17.78	19.56	501.37	411.29	107.51	41.91	19.11	15.77	26.81	7.72	2.39	107.50	12.28	7.15	35.31	10.64	22.14	9.52	5.95	0.89	0.01	0.02	
