gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	34.04	10.10	10.15	110.70	86.67	48.95	7.61	5.70	4.61	26.38	5.58	1.99	21.02	14.60	13.27	7.92	11.06	15.47	5.58	3.73	1.81	0.00	0.09	
0.00	42.41	25.92	12.92	372.37	137.26	98.63	7.40	6.78	3.03	10.71	7.93	4.57	58.48	20.69	13.70	8.48	11.17	17.20	5.04	3.55	2.02	0.01	0.03	
0.00	37.96	44.11	13.32	174.91	121.99	44.45	4.79	9.35	3.04	19.39	11.02	4.92	35.41	30.49	7.11	9.12	10.06	18.05	6.20	3.61	1.70	0.00	0.03	
0.00	70.83	58.11	39.72	698.11	745.38	88.39	19.09	16.32	2.79	15.61	11.08	3.70	115.94	26.46	24.71	10.78	8.20	18.48	6.81	3.91	1.78	0.01	0.01	
0.00	52.98	13.15	22.32	86.61	136.14	109.39	12.94	11.27	2.29	17.07	9.97	4.71	51.52	9.86	13.48	10.74	16.56	19.63	8.19	4.68	1.84	0.01	0.05	
0.00	97.17	52.23	41.57	354.42	384.16	119.76	28.81	9.67	4.64	8.18	8.17	4.37	73.15	25.05	22.54	11.89	16.82	20.49	8.37	5.10	1.63	0.01	0.05	
0.00	34.02	16.03	11.45	117.60	134.31	33.72	38.71	5.69	7.29	17.58	6.36	4.94	36.92	9.71	7.54	17.67	8.31	16.70	10.08	3.54	1.75	0.02	0.02	
0.00	51.60	12.66	25.70	105.99	120.54	48.17	39.52	11.11	10.01	14.60	12.03	6.47	31.50	9.94	21.08	24.70	12.86	16.95	13.84	2.33	2.35	0.06	0.04	
0.00	35.27	21.47	19.45	80.87	102.21	50.32	44.64	11.39	11.31	20.65	21.87	6.52	38.96	22.85	19.37	26.10	14.69	12.81	18.48	2.09	2.73	0.05	0.02	
0.00	21.90	10.38	10.18	55.29	79.44	44.71	43.39	9.04	9.99	18.41	12.83	4.60	20.26	24.39	5.94	18.07	22.27	5.53	18.79	2.64	2.08	0.02	0.01	
0.00	40.60	10.37	8.17	46.19	175.69	103.61	26.29	2.86	4.81	18.26	21.04	6.13	32.87	16.35	7.14	6.18	17.98	3.82	14.52	1.81	2.51	0.05	0.06	
0.00	27.92	25.14	10.09	55.87	135.63	39.77	16.96	9.26	2.46	17.49	23.58	2.75	17.85	10.32	9.14	5.09	29.42	1.29	8.31	1.09	3.20	0.01	0.01	
0.00	19.65	17.69	12.10	44.47	77.97	23.07	11.11	8.86	1.24	12.55	6.64	7.43	20.21	8.84	5.75	6.62	24.47	1.79	7.77	1.43	2.72	0.04	0.00	
0.00	18.33	6.78	6.54	31.80	91.07	28.91	6.55	5.73	0.73	12.26	5.60	5.81	25.00	4.62	3.91	5.58	19.63	0.71	10.84	0.63	2.91	0.01	0.00	
0.00	33.14	8.44	4.78	73.26	69.23	16.91	7.45	4.16	0.81	13.07	6.59	4.46	35.88	7.54	3.74	4.41	18.08	0.37	14.62	0.26	3.33	0.01	0.01	
0.00	16.82	7.59	5.64	62.13	81.15	20.56	7.29	4.92	1.23	10.00	6.39	2.10	19.60	8.92	4.16	3.97	14.61	0.34	18.17	0.30	3.84	0.02	0.01	
0.00	21.12	6.47	6.13	57.15	87.69	24.23	10.77	5.26	1.50	14.58	4.20	3.99	13.43	5.32	3.53	3.35	10.21	0.31	18.43	0.33	4.79	0.01	0.00	
0.00	11.80	11.30	4.90	45.22	105.13	25.25	7.53	4.02	0.94	8.95	4.61	5.50	22.17	8.17	2.82	3.54	7.96	0.80	19.00	0.27	5.02	0.03	0.00	
0.00	22.62	6.24	5.34	58.32	84.10	23.12	12.57	9.61	1.24	9.95	5.87	5.14	20.57	6.74	2.62	6.39	6.70	5.48	21.49	3.02	3.80	0.02	0.00	
0.00	22.31	10.58	5.83	52.98	74.88	31.48	6.62	7.37	1.66	8.33	8.27	3.48	14.93	5.37	2.53	5.79	7.89	11.77	22.82	3.57	2.59	0.01	0.00	
0.00	15.46	8.16	4.60	82.33	97.72	17.34	13.36	9.92	0.77	8.34	9.99	3.13	16.07	9.24	4.86	9.18	8.91	14.24	23.02	3.31	2.47	0.01	0.00	
0.00	34.67	8.93	9.04	56.45	69.12	39.76	22.31	13.86	2.84	4.29	11.07	5.01	41.46	12.90	8.46	13.27	9.90	15.10	23.09	3.75	4.03	0.01	0.01	
0.00	24.30	13.73	13.82	35.75	55.97	23.42	7.07	10.12	1.96	7.43	11.57	5.17	20.86	8.92	10.36	7.48	10.08	12.77	21.94	0.64	4.46	0.03	0.01	
0.00	12.92	9.82	10.29	63.91	83.07	18.14	7.02	11.75	2.72	6.62	9.49	4.82	18.47	6.86	6.10	8.08	8.97	13.36	19.99	2.00	5.07	0.00	0.01	
0.00	20.17	6.05	11.40	101.66	129.43	25.35	9.78	13.99	2.38	8.81	6.82	5.22	29.00	7.46	4.12	8.42	6.98	15.59	17.76	2.15	5.50	0.01	0.01	
0.00	8.93	7.10	8.26	49.99	35.91	28.56	11.55	15.39	3.33	9.69	4.65	4.21	12.93	8.02	4.53	11.26	3.77	18.35	20.02	2.57	5.62	0.01	0.02	
0.00	23.28	10.08	7.91	64.60	83.45	39.69	4.30	12.45	3.71	10.92	5.26	2.02	26.73	13.11	8.21	12.88	7.09	19.45	19.34	3.20	3.08	0.01	0.02	
0.00	20.89	12.18	11.47	84.36	129.56	27.90	11.39	10.08	5.59	9.01	5.62	1.52	21.56	10.34	9.16	12.44	4.17	19.79	11.60	3.82	1.21	0.00	0.02	
0.00	13.85	7.67	4.74	49.11	43.47	21.55	6.49	5.09	4.76	10.41	5.23	1.89	20.09	6.07	2.64	11.78	4.16	19.97	3.63	3.16	1.59	0.00	0.03	
0.00	17.30	7.58	8.63	56.02	105.15	12.07	8.10	4.46	3.57	5.68	4.67	1.69	13.63	4.70	5.77	10.87	4.73	20.03	0.62	2.69	0.24	0.00	0.04	
0.00	26.86	14.83	9.49	112.90	175.82	38.07	8.14	6.07	4.16	7.89	4.07	1.69	39.36	15.99	12.76	10.54	5.55	19.46	0.28	3.17	0.17	0.01	0.02	
0.00	18.13	11.74	13.03	40.85	90.10	20.00	6.37	3.59	4.49	6.75	4.81	1.79	15.96	9.51	10.26	9.87	5.53	18.88	0.34	3.04	0.19	0.01	0.02	
0.00	13.11	6.70	5.82	60.86	111.95	27.43	10.00	4.09	4.10	6.56	6.46	2.04	23.00	4.17	4.79	9.97	4.01	18.05	0.41	2.56	0.29	0.01	0.01	
0.00	10.83	9.83	7.63	59.99	135.16	28.35	8.68	5.06	3.01	7.99	8.19	1.30	21.74	5.99	5.75	11.03	4.29	17.56	0.65	1.95	0.51	0.01	0.02	
0.00	22.08	9.84	8.55	46.34	83.49	33.98	7.12	7.45	2.83	4.83	5.90	1.33	21.56	7.36	8.40	15.21	3.51	16.89	0.61	2.08	0.23	0.00	0.02	
0.00	36.34	22.30	9.03	83.78	117.68	34.79	9.52	15.42	3.18	14.72	7.74	2.54	32.70	17.94	5.95	16.12	4.10	15.18	1.91	2.50	1.39	0.01	0.03	
0.00	59.58	20.38	13.30	102.39	108.50	45.85	8.33	13.23	4.32	20.22	9.89	3.73	57.49	22.50	11.08	16.87	8.68	11.22	4.15	1.46	3.78	0.02	0.05	
0.00	36.67	19.59	16.06	66.20	100.01	38.70	8.97	14.86	2.30	28.42	8.87	3.14	32.12	17.32	17.45	17.03	18.90	10.24	2.59	1.03	3.94	0.00	0.05	
0.00	21.93	16.02	14.22	96.28	72.98	51.88	11.66	18.09	5.02	34.82	3.51	4.44	44.23	15.36	7.87	17.15	20.47	14.76	11.91	1.27	3.87	0.01	0.04	
0.00	24.77	8.94	11.41	56.00	126.33	50.33	14.15	8.86	5.99	25.35	5.42	4.40	36.64	6.52	4.57	16.55	20.11	16.05	20.31	1.57	3.64	0.02	0.03	
0.00	13.72	23.15	6.27	59.98	74.12	54.72	23.33	25.81	7.49	24.08	2.00	3.69	12.19	6.75	3.31	18.83	12.92	8.93	21.06	1.82	2.57	0.02	0.01	
0.00	21.92	20.58	10.49	34.01	103.03	28.94	24.43	21.00	9.50	26.13	4.97	4.25	18.13	17.92	8.40	19.77	10.98	5.72	19.85	2.55	1.92	0.02	0.00	
0.00	23.64	11.68	8.57	42.38	108.60	46.84	17.01	7.96	7.72	14.82	4.40	4.63	30.58	8.30	7.47	19.64	9.56	8.93	18.02	2.43	2.43	0.01	0.01	
0.00	28.44	9.58	8.77	32.37	67.07	19.20	15.52	7.68	6.80	13.29	3.68	3.92	27.72	11.01	6.80	13.27	7.85	6.44	13.41	2.61	3.63	0.01	0.00	
0.00	34.39	15.56	11.30	49.53	73.18	46.53	11.49	8.17	5.66	7.81	5.47	3.55	33.86	15.02	16.66	8.26	7.78	3.72	8.69	2.80	4.18	0.01	0.00	
0.00	22.79	10.99	9.15	60.60	124.10	64.23	16.32	15.39	5.95	5.71	4.62	2.83	20.38	13.47	7.41	6.92	9.22	6.37	8.47	2.33	3.77	0.01	0.00	
0.00	22.10	8.54	10.71	40.39	83.54	43.10	9.35	4.26	2.42	5.91	3.71	2.95	21.57	10.39	7.09	4.06	10.82	5.53	9.34	2.04	3.95	0.01	0.00	
0.00	17.58	9.87	10.23	44.50	102.87	37.39	14.54	7.97	3.77	6.35	3.11	2.69	13.59	11.81	8.75	6.24	11.79	4.97	8.06	1.30	4.22	0.01	0.00	
0.00	12.29	12.85	9.89	30.61	93.77	25.98	7.44	5.69	2.50	5.47	3.23	2.80	13.65	11.05	9.00	4.28	9.47	5.50	6.65	1.30	3.35	0.01	0.00	
0.00	18.35	14.12	15.57	72.15	92.61	61.50	7.64	10.03	5.29	4.97	4.67	2.74	18.19	11.58	4.72	4.05	8.41	5.74	6.37	2.07	3.53	0.01	0.00	
0.00	14.40	8.39	2.92	25.66	76.18	8.12	8.10	4.21	2.38	6.06	5.21	3.16	17.80	7.72	2.46	5.24	6.73	4.45	7.01	2.50	3.73	0.01	0.00	
0.00	12.21	23.33	24.97	100.43	115.35	134.40	7.33	4.52	1.64	5.33	5.26	2.57	21.39	21.51	3.88	5.75	5.97	4.07	6.87	2.10	3.45	0.00	0.00	
0.00	16.22	19.60	15.09	24.33	116.77	110.04	6.48	4.34	2.52	8.14	3.78	3.32	13.65	20.21	6.16	4.89	6.47	3.96	7.19	1.16	2.96	0.01	0.00	
0.00	49.50	10.08	11.16	132.93	135.28	49.81	7.41	11.16	4.50	6.71	5.28	3.35	29.20	10.11	4.52	6.34	6.70	4.01	8.10	0.61	2.79	0.00	0.00	
0.00	18.19	11.23	10.32	60.01	110.31	29.65	6.47	5.66	4.25	6.03	3.70	3.06	15.62	8.16	7.52	4.34	7.20	3.57	9.20	0.83	3.25	0.00	0.00	
0.00	23.62	9.60	9.22	48.90	104.77	47.90	12.43	8.38	5.67	10.37	4.21	3.44	18.27	9.70	7.32	5.40	7.29	4.11	10.77	1.53	3.83	0.01	0.00	
0.00	10.39	29.67	15.93	30.04	139.48	37.01	11.16	26.07	10.30	11.81	6.64	3.31	12.89	14.63	9.80	7.68	7.85	5.64	12.28	1.92	4.38	0.01	0.00	
0.00	29.80	21.87	8.41	58.64	178.53	43.23	23.90	20.24	7.67	14.57	5.86	3.49	37.59	15.76	5.44	7.65	7.51	6.42	14.30	2.18	4.35	0.01	0.00	
0.00	15.45	13.27	8.80	32.76	75.30	33.80	13.19	7.86	4.64	19.65	7.12	2.57	23.79	17.02	6.22	9.42	7.50	6.18	16.48	2.05	4.97	0.01	0.00	
0.00	30.97	11.13	13.56	59.56	106.10	42.22	11.50	6.99	4.07	20.40	7.35	2.92	29.01	18.46	14.57	12.68	8.65	5.40	19.01	1.80	6.15	0.01	0.00	
0.00	45.73	19.80	20.04	40.80	93.18	47.44	11.43	21.95	9.68	26.09	8.56	4.01	34.47	11.87	19.43	12.12	16.82	5.69	23.02	1.74	5.32	0.01	0.02	
0.00	45.49	23.22	10.86	87.08	63.77	23.55	12.06	12.23	8.23	35.56	4.59	4.64	35.97	16.85	15.52	16.17	21.46	8.40	23.05	2.75	4.29	0.01	0.03	
0.00	43.61	21.09	15.16	79.71	106.42	49.22	10.55	11.61	5.08	35.73	8.18	4.82	24.30	17.40	18.71	20.37	16.95	11.69	16.97	3.53	4.30	0.01	0.04	
0.00	26.59	23.28	11.28	84.25	103.33	29.38	16.31	14.13	7.09	21.87	10.06	4.78	35.83	14.93	7.77	23.35	7.50	11.67	13.04	3.28	4.06	0.02	0.05	
0.00	26.52	18.78	10.61	47.32	88.88	34.57	13.54	13.47	9.41	12.03	9.17	2.49	23.66	9.82	5.83	26.02	3.99	11.01	5.40	3.58	1.15	0.01	0.03	
0.00	24.21	7.96	5.45	48.46	59.36	39.22	10.78	10.68	6.18	6.89	7.65	0.75	27.88	11.27	4.46	18.93	4.53	11.92	1.05	4.08	0.29	0.00	0.06	
0.00	34.00	12.99	10.27	80.48	111.77	47.66	12.96	8.30	5.21	7.22	6.70	1.23	38.06	6.98	9.27	12.35	4.67	13.67	0.93	4.37	0.36	0.01	0.03	
0.00	13.86	6.28	5.12	36.03	75.98	14.98	7.60	6.14	3.82	4.36	1.44	0.59	14.70	6.54	5.41	10.19	3.38	14.40	0.67	3.98	0.30	0.00	0.02	
0.00	18.95	5.79	4.46	54.96	109.06	30.02	8.26	8.41	2.40	6.56	4.28	0.82	24.45	5.90	4.12	8.05	4.04	14.86	0.26	4.13	0.23	0.00	0.01	
0.00	13.27	7.61	5.75	52.97	94.92	18.83	10.73	5.66	2.34	6.39	3.48	0.77	20.94	6.63	4.94	6.98	3.46	15.43	0.26	4.31	0.21	0.00	0.01	
0.00	19.85	7.73	4.37	43.86	67.99	8.47	4.05	5.23	3.72	7.82	1.54	0.45	13.41	4.12	5.24	6.77	2.42	16.92	0.17	3.80	0.11	0.01	0.01	
0.00	12.39	9.05	8.30	64.88	123.67	27.49	10.01	3.38	3.43	9.92	3.68	0.79	17.77	4.53	7.09	5.50	2.32	17.53	2.40	3.94	1.05	0.00	0.01	
0.00	17.07	9.34	4.85	94.95	122.55	12.53	8.36	4.27	3.46	13.04	4.12	1.01	26.19	6.04	4.15	8.98	5.10	16.60	4.87	4.20	1.00	0.01	0.01	
0.00	19.51	13.72	5.69	73.55	98.28	29.17	5.36	7.22	3.38	12.62	4.47	1.94	25.53	9.32	3.36	7.68	5.77	15.73	6.26	4.38	1.63	0.00	0.02	
0.00	20.47	7.74	15.86	117.37	37.17	54.05	7.49	8.96	3.59	10.15	3.78	2.10	26.36	12.72	14.74	6.82	4.88	13.16	8.77	4.21	1.48	0.01	0.01	
0.00	10.19	4.81	6.82	61.05	99.58	23.17	7.72	12.36	4.20	8.49	2.97	2.77	17.48	9.58	3.35	7.58	5.33	10.57	11.71	3.89	3.27	0.00	0.01	
0.00	17.76	6.00	8.83	69.82	96.27	32.35	9.25	13.49	4.70	11.02	6.77	4.02	32.78	12.02	5.92	8.59	8.18	9.85	12.86	3.52	3.53	0.01	0.00	
0.00	17.00	8.81	7.20	36.54	56.15	35.54	7.07	12.73	3.51	6.38	8.83	3.96	19.36	14.04	3.66	7.31	9.97	9.73	15.04	2.00	4.34	0.00	0.00	
0.00	22.50	10.26	4.96	66.82	89.24	17.37	13.00	9.35	1.49	10.46	11.82	2.66	28.43	9.00	3.81	6.93	12.39	13.70	16.44	2.07	4.01	0.01	0.01	
0.00	14.59	8.28	7.63	46.16	61.71	16.64	16.52	5.93	1.12	6.42	13.00	4.91	16.67	9.80	3.89	8.69	10.09	14.66	14.59	2.67	3.68	0.02	0.00	
0.00	20.10	20.64	11.91	47.71	56.58	43.66	14.07	6.12	1.75	4.19	14.66	5.02	15.55	10.63	7.28	7.14	9.24	12.82	13.25	3.05	3.15	0.03	0.00	
0.00	19.27	10.94	6.95	57.89	110.38	27.47	10.64	3.08	1.61	9.39	9.42	5.10	20.42	4.20	5.22	6.21	10.14	5.84	13.18	2.23	3.08	0.02	0.00	
0.00	7.34	7.59	6.98	36.68	81.07	29.54	5.26	3.10	2.08	5.67	4.67	6.18	18.72	9.44	3.17	2.51	7.35	1.42	12.17	1.66	3.59	0.03	0.00	
0.00	12.13	7.63	9.28	37.30	85.23	15.27	7.66	1.89	1.27	5.79	3.52	6.01	21.12	6.02	7.09	5.21	6.60	0.25	11.36	0.18	3.01	0.01	0.00	
0.00	9.35	5.32	7.03	57.11	126.05	18.10	7.32	2.03	0.65	8.93	4.09	5.84	18.45	6.01	6.07	5.14	6.49	0.27	11.49	0.10	3.00	0.01	0.00	
0.00	16.38	10.74	7.85	63.75	77.19	25.17	6.36	9.75	2.57	11.76	3.98	5.14	22.54	5.16	5.21	5.66	6.76	0.35	11.00	0.52	3.08	0.01	0.00	
0.00	17.38	6.78	4.95	35.75	70.66	24.14	7.74	8.12	2.41	9.88	5.11	4.95	20.23	6.31	1.58	4.72	8.57	0.76	11.08	0.31	3.06	0.03	0.00	
0.00	9.34	11.21	5.42	34.16	80.82	18.55	6.64	5.51	0.70	6.04	5.92	3.43	13.27	5.83	5.17	4.19	9.97	0.77	10.02	0.26	3.73	0.02	0.00	
0.00	13.42	19.04	3.73	39.99	105.14	28.39	11.17	10.97	2.71	6.03	11.02	2.84	12.77	10.93	4.76	2.41	11.03	0.87	8.37	1.32	4.34	0.04	0.00	
0.00	25.42	15.78	8.74	66.11	131.38	34.63	21.66	11.03	6.14	10.62	11.41	3.60	26.25	10.08	6.90	5.27	11.47	3.35	10.73	1.43	4.32	0.04	0.00	
0.00	34.11	24.29	9.43	48.11	180.80	29.00	25.30	12.24	8.12	15.21	21.76	5.13	25.69	15.51	7.15	17.92	12.50	7.25	15.10	1.53	3.56	0.05	0.01	
0.00	27.90	12.58	12.83	69.09	86.61	38.92	21.26	13.66	10.19	8.18	9.17	1.42	29.83	9.91	9.60	25.22	8.69	15.09	18.40	3.20	2.68	0.03	0.01	
0.00	22.96	19.85	7.11	59.82	110.29	43.60	19.52	5.91	7.41	8.88	15.18	4.68	22.29	12.82	5.61	24.06	6.67	20.56	15.97	4.01	1.81	0.04	0.02	
0.00	24.36	16.67	8.81	36.92	94.02	57.92	22.68	8.50	8.39	16.87	3.78	4.76	18.22	9.29	6.19	16.15	14.61	20.96	10.32	5.03	1.20	0.01	0.03	
0.00	30.51	14.94	9.04	109.90	97.37	57.25	23.80	4.75	6.55	7.37	9.70	6.31	22.84	12.57	11.23	13.52	15.96	19.12	7.37	5.60	1.19	0.00	0.05	
0.00	58.90	53.50	25.33	72.27	143.65	49.10	15.68	7.81	9.08	15.37	11.25	4.81	54.55	30.95	21.59	13.31	10.94	17.30	7.35	4.90	2.03	0.00	0.01	
0.00	40.44	17.85	10.73	74.80	96.35	61.14	20.47	3.88	6.30	14.74	6.27	4.03	30.40	11.73	12.06	10.85	23.09	14.29	6.80	3.70	2.89	0.00	0.05	
0.00	38.96	53.91	49.68	855.89	791.58	84.49	21.89	6.64	6.35	14.51	11.45	4.84	121.90	22.01	11.13	8.92	10.05	11.97	7.49	2.69	2.76	0.01	0.01	
0.00	53.46	49.37	42.88	753.62	579.06	61.52	19.20	6.84	3.63	16.83	5.01	3.64	57.38	51.08	10.93	6.85	14.05	12.06	7.38	1.80	2.44	0.01	0.04	
0.00	44.02	71.68	12.77	321.21	292.98	91.28	16.95	6.51	6.84	14.59	14.64	4.50	76.19	37.55	12.93	6.00	5.95	11.90	7.82	1.78	2.24	0.01	0.02	
