gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	0.00	0.00	0.00	39.83	
2.00	0.57	0.04	0.08	27.86	
3.00	2.44	0.14	0.37	17.14	
4.00	3.30	0.17	0.54	33.76	
5.00	1.16	0.06	0.19	87.37	
6.00	0.07	0.00	0.01	155.80	
7.00	0.00	0.00	0.00	188.81	
8.00	0.37	0.01	0.07	162.15	
9.00	3.44	0.14	0.70	100.58	
10.00	16.60	0.67	3.30	41.72	
11.00	46.25	1.87	9.33	9.58	
12.00	88.04	3.55	17.88	1.01	
13.00	131.76	5.29	26.72	0.06	
14.00	173.85	6.96	35.27	0.02	
15.00	213.55	8.55	43.31	0.02	
16.00	249.94	9.99	50.67	0.01	
17.00	282.54	11.28	57.25	0.01	
18.00	311.53	12.43	63.12	0.01	
19.00	337.71	13.48	68.43	0.01	
20.00	362.30	14.46	73.40	0.01	
21.00	386.55	15.41	78.30	0.01	
22.00	411.20	16.40	83.30	0.01	
23.00	436.40	17.40	88.40	0.00	
24.00	462.00	18.42	93.60	0.00	
25.00	488.24	19.46	98.86	0.00	
26.00	515.30	20.53	104.35	0.00	
27.00	543.76	21.67	110.11	0.00	
28.00	574.59	22.89	116.35	0.00	
29.00	608.38	24.24	123.19	0.00	
30.00	645.16	25.70	130.61	0.00	
31.00	685.05	27.29	138.73	0.00	
32.00	728.62	29.02	147.52	0.00	
33.00	776.07	30.90	157.01	0.00	
34.00	826.94	32.92	167.34	0.00	
35.00	881.71	35.10	178.41	0.00	
36.00	940.23	37.44	190.29	0.00	
37.00	1002.89	39.93	202.91	0.00	
38.00	1069.52	42.59	216.47	0.00	
39.00	1140.32	45.40	230.75	0.00	
40.00	1215.07	48.36	245.84	0.00	
41.00	1293.54	51.49	261.72	0.00	
42.00	1375.77	54.77	278.34	0.00	
43.00	1461.65	58.19	295.74	0.00	
44.00	1551.04	61.75	313.88	0.00	
45.00	1643.73	65.43	332.55	0.00	
46.00	1738.06	69.20	351.68	0.00	
47.00	1830.70	72.89	370.44	0.00	
48.00	1917.22	76.33	387.95	0.00	
49.00	1993.97	79.38	403.47	0.00	
50.00	2059.45	81.99	416.73	0.00	
51.00	2112.45	84.11	427.46	0.00	
52.00	2152.70	85.71	435.60	0.00	
53.00	2180.31	86.81	441.19	0.00	
54.00	2194.08	87.36	443.97	0.00	
55.00	2193.16	87.32	443.79	0.00	
56.00	2175.56	86.62	440.23	0.00	
57.00	2137.13	85.09	432.45	0.00	
58.00	2074.29	82.58	419.74	0.00	
59.00	1982.39	78.92	401.13	0.00	
60.00	1857.07	73.93	375.77	0.00	
61.00	1696.26	67.53	343.21	0.00	
62.00	1500.98	59.76	303.71	0.00	
63.00	1279.05	50.92	258.79	0.00	
64.00	1044.10	41.57	211.27	0.00	
65.00	811.72	32.32	164.29	0.00	
66.00	597.14	23.78	120.90	0.00	
67.00	414.18	16.51	83.88	0.00	
68.00	275.95	11.02	55.94	0.01	
69.00	182.25	7.31	36.97	0.02	
70.00	124.91	5.03	25.40	0.02	
71.00	89.33	3.60	18.20	0.03	
72.00	65.63	2.63	13.34	0.04	
73.00	49.35	1.95	9.98	0.05	
74.00	38.81	1.52	7.80	0.07	
75.00	32.29	1.25	6.45	0.08	
76.00	27.94	1.08	5.61	0.09	
77.00	24.63	0.96	4.89	0.12	
78.00	21.65	0.86	4.27	0.19	
79.00	18.92	0.76	3.65	0.35	
80.00	16.38	0.67	3.06	0.61	
81.00	14.06	0.59	2.51	1.02	
82.00	11.90	0.51	2.11	1.48	
83.00	9.99	0.45	1.70	1.88	
84.00	8.10	0.42	1.37	2.22	
85.00	6.41	0.36	0.99	2.62	
86.00	4.89	0.29	0.69	3.31	
87.00	3.49	0.24	0.52	4.41	
88.00	2.32	0.19	0.37	5.84	
89.00	1.31	0.14	0.23	7.35	
90.00	0.65	0.09	0.15	8.93	
91.00	0.29	0.05	0.09	10.53	
92.00	0.14	0.03	0.05	12.24	
93.00	0.07	0.02	0.03	13.95	
94.00	0.03	0.01	0.02	15.35	
95.00	0.01	0.01	0.01	16.37	
96.00	0.01	0.01	0.01	17.79	
97.00	0.00	0.00	0.01	21.39	
98.00	0.00	0.00	0.00	28.57	
99.00	0.00	0.00	0.00	37.24	
100.00	0.00	0.00	0.00	39.44	
