gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	36.72	14.15	8.85	96.06	131.84	55.95	6.85	5.64	1.82	6.16	3.60	0.95	27.23	15.48	6.98	2.79	3.15	5.19	5.92	1.64	1.62	0.01	0.01	
0.00	16.40	4.42	4.82	27.32	85.46	27.61	4.08	4.12	1.60	4.42	2.61	0.92	14.86	4.24	2.61	2.45	2.69	5.13	5.93	1.54	1.51	0.01	0.01	
0.00	19.92	4.40	4.54	61.36	108.39	18.62	4.40	3.25	1.19	3.76	1.52	0.30	11.22	2.97	2.02	3.12	2.96	4.99	5.94	1.26	1.38	0.00	0.01	
0.00	23.18	4.16	6.74	77.22	82.67	24.78	5.65	2.82	1.26	2.23	2.13	0.78	15.98	4.23	4.29	3.34	2.52	4.89	5.95	1.03	1.38	0.01	0.01	
0.00	17.50	7.46	5.63	64.85	95.67	12.24	7.27	2.68	1.43	3.49	1.69	0.63	8.54	6.40	4.07	3.25	2.75	5.17	6.09	0.96	1.13	0.00	0.00	
0.00	13.39	8.43	6.56	57.85	86.91	28.22	5.20	2.73	1.41	4.75	1.74	1.09	13.20	7.15	2.81	3.42	3.33	5.19	5.89	0.92	0.87	0.00	0.01	
0.00	50.97	31.67	6.85	103.84	72.30	63.59	6.67	4.34	1.29	5.54	1.97	1.19	35.28	29.66	8.07	3.99	2.83	5.17	5.83	0.92	1.09	0.00	0.00	
0.00	19.71	18.39	9.71	85.41	93.88	39.44	5.56	2.03	1.09	3.71	1.59	1.29	12.15	14.01	6.11	3.51	2.46	5.19	5.56	0.90	1.26	0.00	0.00	
0.00	19.12	14.69	6.63	76.92	73.94	30.10	3.15	2.24	1.12	3.33	2.50	1.33	18.08	11.28	3.88	3.70	3.40	5.42	5.59	0.94	1.36	0.00	0.00	
0.00	30.31	11.67	11.04	29.84	126.60	72.34	3.25	3.72	1.46	8.41	2.42	1.68	31.06	10.05	5.93	3.83	3.31	5.65	5.57	1.03	1.17	0.00	0.01	
0.00	25.87	14.55	15.46	55.03	109.82	47.69	4.08	2.09	1.41	5.31	2.43	1.42	19.19	9.16	15.17	4.29	3.38	6.07	5.77	1.17	1.20	0.00	0.01	
0.00	24.04	16.61	8.25	47.85	85.86	38.18	3.36	1.85	1.50	4.50	1.92	0.92	23.88	14.64	6.62	4.03	3.62	6.37	5.85	1.21	1.26	0.00	0.00	
0.00	25.37	24.45	18.55	65.57	122.34	73.99	3.32	4.70	1.57	4.34	2.15	0.57	27.18	23.13	14.35	4.65	4.56	6.39	5.74	1.07	1.13	0.01	0.00	
0.00	35.31	23.13	20.57	68.93	128.22	43.00	2.68	3.58	1.23	6.13	2.47	1.21	21.92	19.07	17.95	4.36	4.88	6.07	5.30	0.75	1.00	0.00	0.00	
0.00	62.44	28.76	19.92	116.87	99.82	83.67	6.49	3.61	1.27	7.23	3.36	1.60	51.02	21.97	13.16	5.12	5.20	5.82	5.11	0.74	1.07	0.00	0.01	
0.00	19.49	19.68	11.24	59.18	141.61	18.70	4.63	4.77	1.38	3.30	2.31	1.74	22.23	13.08	9.60	4.51	4.21	5.52	5.07	0.98	1.25	0.00	0.01	
0.00	35.73	13.64	7.35	59.52	87.88	23.82	7.02	2.82	1.48	7.25	4.03	1.55	29.47	10.49	7.78	5.13	6.44	5.29	5.03	1.07	1.40	0.00	0.01	
0.00	34.95	10.55	7.09	52.80	116.68	35.78	6.25	3.00	2.08	5.30	2.53	1.40	30.70	8.28	5.69	5.41	5.24	4.85	4.57	1.14	1.26	0.00	0.00	
0.00	31.46	8.49	8.41	72.31	66.00	48.73	10.23	1.91	2.73	5.90	4.53	1.19	25.50	4.81	4.23	5.99	5.15	4.42	4.08	1.16	1.07	0.01	0.00	
0.00	42.86	14.25	15.11	39.89	138.50	47.29	6.64	3.16	2.33	4.95	3.69	1.33	41.26	14.98	14.05	6.18	5.62	4.00	3.92	1.18	1.14	0.01	0.00	
0.00	25.39	9.32	6.16	103.83	101.21	29.32	8.34	4.13	2.08	9.05	2.51	0.92	28.95	9.18	5.53	5.56	7.05	3.73	4.00	1.23	1.02	0.00	0.01	
0.00	22.81	11.35	16.55	124.95	114.04	64.83	8.64	5.37	2.17	8.43	5.52	1.49	28.40	8.06	8.67	5.97	8.68	3.66	4.31	1.36	0.87	0.00	0.01	
0.00	20.67	14.40	20.30	80.80	160.73	142.81	6.96	6.03	1.49	6.64	6.37	1.57	24.76	9.97	11.02	7.02	8.34	3.68	4.81	1.34	0.98	0.00	0.01	
0.00	30.44	17.00	12.84	51.80	126.61	178.75	8.64	6.62	2.12	6.34	6.06	1.62	34.44	15.62	9.02	7.11	7.96	3.87	5.33	1.11	1.13	0.00	0.01	
0.00	27.07	33.28	19.39	130.92	120.64	214.82	5.48	5.94	1.48	9.06	5.87	2.24	31.60	30.10	2.83	7.04	8.94	4.02	5.75	0.92	0.95	0.01	0.01	
