gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	2.44	0.11	0.45	39.19	
2.00	7.08	0.30	1.34	25.43	
3.00	7.92	0.34	1.54	34.23	
4.00	4.43	0.18	0.84	91.16	
5.00	1.31	0.05	0.25	182.87	
6.00	0.01	0.00	0.00	252.41	
7.00	0.69	0.03	0.14	251.83	
8.00	6.16	0.25	1.24	182.74	
9.00	27.13	1.09	5.49	92.02	
10.00	74.20	2.99	15.05	28.67	
11.00	142.07	5.71	28.82	4.22	
12.00	213.58	8.55	43.31	0.08	
13.00	277.85	11.10	56.31	0.01	
14.00	333.55	13.31	67.59	0.01	
15.00	381.61	15.23	77.32	0.01	
16.00	422.79	16.86	85.65	0.00	
17.00	458.10	18.26	92.80	0.00	
18.00	488.68	19.47	98.97	0.00	
19.00	515.56	20.55	104.42	0.00	
20.00	539.59	21.50	109.29	0.00	
21.00	561.17	22.36	113.65	0.00	
22.00	580.62	23.13	117.58	0.00	
23.00	598.64	23.85	121.23	0.00	
24.00	616.25	24.55	124.80	0.00	
25.00	634.61	25.28	128.51	0.00	
26.00	654.66	26.08	132.55	0.00	
27.00	677.06	26.97	137.07	0.00	
28.00	702.57	27.98	142.23	0.00	
29.00	732.49	29.17	148.29	0.00	
30.00	768.57	30.61	155.60	0.00	
31.00	812.71	32.36	164.51	0.00	
32.00	866.67	34.51	175.40	0.00	
33.00	932.29	37.12	188.68	0.00	
34.00	1011.64	40.28	204.70	0.00	
35.00	1106.42	44.05	223.90	0.00	
36.00	1216.25	48.43	246.16	0.00	
37.00	1339.17	53.31	270.98	0.00	
38.00	1471.37	58.58	297.68	0.00	
39.00	1608.43	64.03	325.39	0.00	
40.00	1746.58	69.53	353.37	0.00	
41.00	1883.29	74.97	381.06	0.00	
42.00	2017.05	80.30	408.14	0.00	
43.00	2146.90	85.48	434.42	0.00	
44.00	2271.63	90.44	459.66	0.00	
45.00	2389.05	95.12	483.43	0.00	
46.00	2496.02	99.38	505.07	0.00	
47.00	2589.00	103.08	523.89	0.00	
48.00	2665.06	106.11	539.29	0.00	
49.00	2722.65	108.41	550.94	0.00	
50.00	2761.83	109.98	558.87	0.00	
51.00	2783.64	110.85	563.29	0.00	
52.00	2789.29	111.07	564.43	0.00	
53.00	2778.74	110.65	562.29	0.00	
54.00	2749.59	109.49	556.39	0.00	
55.00	2697.14	107.40	545.78	0.00	
56.00	2614.38	104.10	529.02	0.00	
57.00	2492.35	99.23	504.33	0.00	
58.00	2321.90	92.44	469.84	0.00	
59.00	2097.53	83.51	424.42	0.00	
60.00	1822.22	72.54	368.68	0.00	
61.00	1510.30	60.13	305.59	0.00	
62.00	1187.43	47.28	240.30	0.00	
63.00	883.58	35.18	178.83	0.00	
64.00	624.77	24.89	126.50	0.00	
65.00	426.64	17.01	86.42	0.00	
66.00	290.91	11.62	58.94	0.01	
67.00	206.34	8.28	41.85	0.02	
68.00	155.24	6.24	31.54	0.02	
69.00	120.15	4.84	24.46	0.02	
70.00	92.75	3.74	18.89	0.03	
71.00	71.23	2.86	14.49	0.03	
72.00	55.91	2.23	11.36	0.05	
73.00	46.23	1.81	9.35	0.05	
74.00	40.26	1.56	8.11	0.06	
75.00	36.05	1.39	7.24	0.08	
76.00	32.46	1.25	6.46	0.11	
77.00	29.03	1.11	5.69	0.19	
78.00	25.63	1.00	5.02	0.35	
79.00	22.44	0.89	4.42	0.54	
80.00	19.57	0.80	3.84	0.78	
81.00	17.00	0.70	3.29	1.09	
82.00	14.55	0.61	2.77	1.41	
83.00	12.29	0.53	2.20	1.83	
84.00	10.08	0.47	1.74	2.41	
85.00	7.92	0.41	1.32	3.05	
86.00	6.00	0.34	0.92	3.88	
87.00	4.41	0.28	0.65	5.00	
88.00	3.20	0.22	0.46	6.26	
89.00	2.31	0.18	0.37	7.51	
90.00	1.65	0.15	0.29	8.61	
91.00	1.08	0.11	0.21	9.56	
92.00	0.61	0.08	0.14	10.59	
93.00	0.27	0.05	0.09	11.88	
94.00	0.08	0.03	0.04	13.81	
95.00	0.01	0.01	0.01	17.36	
96.00	0.00	0.00	0.00	24.00	
97.00	0.00	0.00	0.00	34.39	
98.00	0.00	0.00	0.00	45.36	
99.00	0.26	0.02	0.05	48.20	
100.00	2.71	0.13	0.49	36.74	
