gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	456.85	18.19	92.44	0.00	
0.00	462.17	18.41	93.55	0.00	
0.00	472.76	18.79	95.63	0.01	
0.00	475.42	18.91	96.22	0.01	
0.00	467.66	18.61	94.57	8.94	
0.00	395.06	15.71	79.82	62.54	
0.00	297.32	11.84	60.16	80.31	
0.00	308.40	12.25	62.39	57.67	
0.00	240.31	9.58	48.68	76.26	
0.00	114.64	4.60	23.41	53.59	
0.00	5.73	0.25	1.08	56.19	
0.00	12.72	0.48	2.56	63.87	
0.00	6.91	0.29	1.15	9.02	
0.00	12.51	0.44	2.46	9.51	
0.00	0.02	0.02	0.03	5.55	
0.00	0.01	0.01	0.00	1.92	
0.00	0.00	0.00	0.00	2.98	
0.00	12.48	0.45	2.47	7.71	
0.00	110.87	4.44	22.48	9.88	
0.00	228.55	9.10	46.26	10.87	
0.00	298.17	11.87	60.35	10.74	
0.00	305.08	12.13	61.80	8.59	
0.00	329.29	13.11	66.62	41.79	
0.00	350.41	13.94	70.90	45.85	
0.00	398.89	15.88	80.72	52.07	
0.00	455.29	18.13	92.16	55.13	
0.00	466.52	18.57	94.38	50.73	
0.00	478.79	19.06	96.85	47.78	
0.00	474.55	18.89	96.03	49.32	
0.00	458.07	18.23	92.65	42.76	
0.00	447.38	17.81	90.51	40.63	
0.00	431.34	17.15	87.09	39.08	
0.00	417.84	16.63	84.50	31.86	
0.00	420.30	16.72	85.02	16.22	
0.00	428.71	17.09	86.81	0.03	
0.00	437.53	17.41	88.52	0.01	
0.00	402.83	16.04	81.53	0.00	
0.00	294.56	11.74	59.72	0.00	
0.00	120.71	4.82	24.54	0.00	
0.00	233.49	9.30	47.26	0.00	
0.00	361.09	14.39	73.16	0.00	
0.00	476.68	18.98	96.43	0.00	
0.00	534.29	21.27	108.08	0.00	
0.00	311.00	12.38	62.93	0.00	
0.00	120.54	4.79	24.39	0.00	
0.00	83.21	3.31	16.84	0.00	
0.00	69.41	2.76	14.07	0.00	
0.00	92.40	3.67	18.75	0.00	
0.00	96.87	3.85	19.61	0.00	
0.00	103.77	4.13	21.00	0.00	
0.00	84.14	3.35	17.04	0.00	
0.00	88.75	3.53	17.99	0.00	
0.00	83.57	3.31	16.94	0.00	
0.00	86.16	3.41	17.45	0.00	
0.00	92.03	3.67	18.65	0.00	
0.00	99.73	3.96	20.25	0.00	
0.00	103.19	4.12	20.92	0.00	
0.00	124.91	4.95	25.29	0.00	
0.00	167.47	6.66	33.90	0.00	
0.00	217.68	8.65	43.98	0.00	
0.00	242.01	9.63	48.98	0.00	
0.00	223.63	8.90	45.25	0.00	
0.00	202.29	8.07	41.08	0.00	
0.00	203.93	8.15	41.31	0.00	
0.00	263.59	10.49	53.35	0.00	
0.00	321.33	12.83	65.21	0.00	
0.00	367.08	14.61	74.27	0.00	
0.00	405.57	16.15	82.03	0.00	
0.00	449.58	17.89	90.91	0.00	
0.00	471.64	18.77	95.33	0.00	
0.00	495.31	19.74	100.37	0.00	
0.00	512.08	20.38	103.57	0.00	
0.00	496.67	19.76	100.41	0.00	
0.00	473.72	18.84	95.70	0.00	
0.00	406.92	16.15	81.95	0.00	
0.00	343.69	13.66	69.53	0.01	
0.00	294.51	11.71	59.59	0.01	
0.00	274.64	10.90	55.54	0.01	
0.00	292.82	11.62	59.32	0.08	
0.00	303.03	12.03	61.30	0.98	
0.00	273.54	10.88	55.43	4.25	
0.00	172.48	6.87	35.03	7.86	
0.00	70.92	2.84	14.38	9.26	
0.00	7.08	0.30	1.38	9.75	
0.00	0.99	0.13	0.21	9.81	
0.00	0.00	0.00	0.00	6.40	
0.00	0.00	0.00	0.00	3.99	
0.00	0.33	0.02	0.03	3.71	
0.00	0.00	0.00	0.00	30.66	
0.00	7.71	0.32	1.58	80.80	
0.00	166.40	6.61	33.72	64.41	
0.00	328.39	13.09	66.52	104.82	
0.00	484.64	19.29	98.02	94.97	
0.00	509.93	20.31	103.37	58.58	
0.00	481.27	19.15	97.38	0.02	
0.00	425.63	16.94	86.07	0.00	
0.00	367.66	14.64	74.41	0.00	
0.00	324.49	12.91	65.64	0.00	
0.00	316.33	12.61	64.08	0.00	
0.00	299.31	11.91	60.57	0.00	
