gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	23.20	12.08	11.42	77.23	150.66	46.84	16.37	6.79	9.53	16.45	5.40	2.84	34.84	8.82	8.97	27.96	26.43	7.81	7.22	2.81	1.65	0.01	0.01	
0.00	30.68	9.84	8.43	34.16	132.01	42.87	15.73	2.45	10.26	13.72	2.86	3.31	60.15	9.50	3.82	26.76	25.10	7.85	7.39	2.56	1.53	0.00	0.00	
0.00	23.62	6.99	3.95	66.81	80.58	18.25	18.93	5.52	9.75	16.58	2.15	2.89	42.59	5.99	1.77	26.44	24.41	8.10	7.87	2.57	1.52	0.00	0.00	
0.00	20.38	4.10	4.29	52.29	70.36	17.25	17.95	4.47	9.77	15.54	2.60	2.79	42.78	5.28	2.13	26.04	24.09	8.65	8.55	2.54	1.68	0.00	0.01	
0.00	17.10	10.02	4.36	49.65	108.52	42.40	18.05	6.44	9.17	18.10	3.07	2.90	37.88	10.15	4.25	25.59	23.39	9.44	9.18	2.59	1.94	0.00	0.01	
0.00	38.02	15.81	7.41	62.87	55.82	34.60	16.89	4.82	9.21	15.78	2.85	2.77	59.12	13.03	5.79	24.46	23.69	10.19	9.82	2.33	2.05	0.00	0.00	
0.00	20.08	12.32	7.92	39.52	143.54	28.15	17.78	3.48	9.03	17.98	4.75	2.56	44.24	9.90	7.18	23.26	22.16	10.86	10.74	2.14	2.19	0.00	0.01	
0.00	28.39	11.82	3.19	83.16	114.25	23.79	17.30	3.73	8.34	15.83	3.39	2.51	39.11	11.19	7.54	22.66	22.87	11.49	11.35	2.18	2.19	0.00	0.01	
0.00	18.08	10.89	6.62	60.19	77.85	25.71	17.30	3.91	8.07	15.55	4.68	2.33	38.35	4.16	4.71	21.57	22.19	11.87	11.64	2.01	2.27	0.00	0.00	
0.00	31.14	20.69	13.60	62.81	132.83	55.64	17.22	6.62	7.05	17.35	8.05	2.61	39.93	12.71	5.92	20.71	21.32	12.12	12.02	2.02	2.45	0.01	0.00	
0.00	29.34	15.44	12.70	73.98	115.04	45.39	15.95	3.24	7.31	13.59	3.42	2.52	55.65	9.70	9.75	20.32	21.02	12.55	12.31	1.93	2.71	0.00	0.00	
0.00	29.04	4.79	5.04	49.17	75.58	20.09	16.30	3.24	6.67	13.23	3.45	1.82	27.11	5.75	4.91	19.17	21.20	12.68	12.44	2.12	3.05	0.00	0.01	
0.00	16.16	5.17	4.79	94.66	143.66	27.58	13.70	4.77	6.02	13.34	4.79	1.53	44.10	5.29	3.92	18.71	19.42	12.71	12.51	2.33	3.23	0.00	0.01	
0.00	28.79	6.88	3.92	40.83	66.07	23.91	16.13	4.53	5.17	13.88	3.97	0.89	40.52	5.06	3.42	18.01	19.64	13.16	13.37	2.42	3.37	0.00	0.01	
