gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	159.19	6.39	32.27	5.91	
2.00	160.07	6.37	32.42	0.13	
3.00	167.23	6.68	33.82	0.04	
4.00	174.09	7.00	35.19	0.53	
5.00	181.89	7.29	36.80	4.34	
6.00	174.09	6.95	35.25	7.29	
7.00	129.06	5.16	26.15	8.46	
8.00	75.89	3.04	15.40	8.78	
9.00	36.50	1.49	7.44	10.43	
10.00	9.35	0.39	1.81	14.11	
11.00	0.42	0.04	0.06	16.76	
12.00	0.00	0.00	0.00	20.40	
13.00	0.00	0.00	0.00	22.46	
14.00	0.00	0.00	0.00	27.71	
15.00	4.10	0.18	0.84	21.59	
16.00	29.65	1.20	6.02	25.23	
17.00	44.77	1.79	9.08	35.58	
18.00	117.55	4.69	23.72	20.13	
19.00	188.97	7.53	38.27	36.88	
20.00	333.59	13.29	67.54	27.91	
21.00	548.40	21.87	111.04	11.45	
22.00	795.73	31.70	161.10	0.42	
23.00	1027.55	40.93	208.08	0.00	
24.00	1208.45	48.11	244.53	0.00	
25.00	1347.85	53.65	272.68	0.00	
26.00	1446.78	57.60	292.78	0.00	
27.00	1540.76	61.34	311.71	0.00	
28.00	1620.16	64.50	327.77	0.00	
29.00	1673.69	66.66	338.73	0.00	
30.00	1705.21	67.90	345.14	0.00	
31.00	1717.45	68.37	347.44	0.00	
32.00	1712.37	68.18	346.50	0.00	
33.00	1704.13	67.85	344.83	0.00	
34.00	1705.68	67.90	345.13	0.00	
35.00	1715.32	68.29	347.11	0.00	
36.00	1729.53	68.84	349.89	0.00	
37.00	1737.23	69.16	351.45	0.00	
38.00	1739.75	69.26	352.01	0.00	
39.00	1750.38	69.71	354.33	0.00	
40.00	1757.82	70.01	355.89	0.00	
41.00	1756.26	69.95	355.63	0.00	
42.00	1761.27	70.10	356.21	0.00	
43.00	1777.94	70.78	359.72	0.00	
44.00	1806.42	71.92	365.47	0.00	
45.00	1847.04	73.53	373.68	0.00	
46.00	1902.38	75.74	384.95	0.00	
47.00	1951.13	77.68	394.84	0.00	
48.00	1988.31	79.16	402.36	0.00	
49.00	2021.04	80.46	408.96	0.00	
50.00	2039.68	81.21	412.72	0.00	
51.00	2036.82	81.09	412.12	0.00	
52.00	2012.95	80.15	407.30	0.00	
53.00	1968.89	78.39	398.37	0.00	
54.00	1902.34	75.74	384.95	0.00	
55.00	1822.64	72.57	368.81	0.00	
56.00	1730.89	68.91	350.23	0.00	
57.00	1617.95	64.43	327.39	0.00	
58.00	1486.13	59.19	300.87	0.00	
59.00	1331.96	53.05	269.68	0.00	
60.00	1154.58	45.95	233.51	0.00	
61.00	966.83	38.51	195.69	0.01	
62.00	786.53	31.32	159.13	3.88	
63.00	632.27	25.18	128.00	16.03	
64.00	498.25	19.85	100.88	21.37	
65.00	380.61	15.17	77.07	24.05	
66.00	271.41	10.86	54.94	27.04	
67.00	184.10	7.36	37.33	31.07	
68.00	113.15	4.53	22.93	33.90	
69.00	65.22	2.63	13.25	43.94	
70.00	44.69	1.79	9.07	56.85	
71.00	40.75	1.63	8.27	70.56	
72.00	40.17	1.60	8.15	70.48	
73.00	36.91	1.48	7.44	65.12	
74.00	22.98	0.96	4.68	53.31	
75.00	11.03	0.45	2.24	41.30	
76.00	0.09	0.01	0.02	43.75	
77.00	0.00	0.00	0.00	50.04	
78.00	0.07	0.02	0.04	25.74	
79.00	5.92	0.26	1.14	17.36	
80.00	3.34	0.13	0.65	18.64	
81.00	0.47	0.05	0.11	20.16	
82.00	0.00	0.00	0.00	21.56	
83.00	0.00	0.00	0.00	20.33	
84.00	0.52	0.05	0.09	17.75	
85.00	3.94	0.18	0.76	17.02	
86.00	11.85	0.47	2.41	16.66	
87.00	29.94	1.22	6.11	15.71	
88.00	50.36	2.02	10.20	14.88	
89.00	56.76	2.28	11.49	12.63	
90.00	65.41	2.62	13.25	9.54	
91.00	84.21	3.42	16.99	5.55	
92.00	117.04	4.70	23.68	6.73	
93.00	158.15	6.35	31.95	6.51	
94.00	196.84	7.87	39.83	0.06	
95.00	209.07	8.37	42.33	3.01	
96.00	220.13	8.80	44.60	12.42	
97.00	227.74	9.13	46.19	10.87	
98.00	230.16	9.22	46.62	11.18	
99.00	235.89	9.45	47.83	10.45	
100.00	235.16	9.41	47.57	10.28	
