gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	44.26	16.77	12.59	108.89	166.47	52.28	14.08	7.26	1.34	7.07	4.85	2.04	44.00	11.56	9.15	7.06	9.80	0.78	11.73	0.53	1.35	0.02	0.01	
0.00	23.80	13.50	7.87	37.90	84.32	31.30	5.94	3.83	0.76	4.60	2.78	1.96	22.96	7.45	11.49	2.54	9.74	0.63	11.61	0.64	1.17	0.02	0.01	
0.00	13.89	7.51	4.23	43.02	89.97	11.01	3.38	3.72	0.64	3.12	3.08	1.98	17.28	6.27	4.46	2.17	9.75	0.80	11.48	0.55	1.07	0.01	0.00	
0.00	33.37	11.71	10.33	86.73	124.76	35.70	4.24	2.60	0.94	5.63	3.23	1.89	35.07	12.47	6.55	2.53	8.96	1.48	11.47	0.57	1.02	0.01	0.01	
0.00	18.44	8.26	7.41	51.04	69.05	18.76	4.06	7.09	1.21	4.86	4.56	1.67	17.51	3.92	6.81	2.67	9.49	1.85	11.32	0.67	1.24	0.01	0.01	
0.00	29.58	10.33	12.20	84.04	137.85	32.08	4.33	5.58	1.13	5.18	4.86	1.85	32.21	8.73	7.71	2.70	8.94	2.04	10.93	0.69	1.21	0.01	0.01	
0.00	17.62	8.63	7.37	30.18	103.72	23.23	4.21	8.23	1.25	6.19	6.15	1.44	23.19	8.16	7.37	4.04	8.74	2.24	10.76	0.53	1.18	0.00	0.00	
0.00	16.71	9.32	8.55	35.89	68.65	20.27	3.50	5.68	1.37	3.14	5.11	1.15	12.14	6.37	9.51	3.46	7.88	2.58	10.72	0.57	1.20	0.00	0.00	
0.00	26.74	7.30	6.32	53.05	88.61	18.94	5.04	7.56	1.50	4.24	3.97	1.01	27.65	6.80	5.20	3.44	7.23	3.07	10.34	0.52	1.23	0.00	0.00	
0.00	22.80	11.27	10.28	34.39	88.32	21.95	5.84	5.69	1.64	4.79	3.98	1.05	23.56	8.36	10.20	3.89	7.30	3.59	9.57	0.64	1.24	0.01	0.01	
