gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	130.62	5.18	26.46	15.37	
0.00	136.22	5.49	27.63	0.26	
0.00	141.92	5.68	28.83	0.03	
0.00	176.64	6.98	35.83	0.73	
0.00	204.64	8.13	41.47	5.61	
0.00	201.55	8.03	40.81	7.49	
0.00	169.51	6.76	34.32	8.72	
0.00	134.45	5.38	27.33	9.23	
0.00	80.94	3.24	16.40	8.78	
0.00	21.20	0.86	4.33	8.43	
0.00	1.12	0.09	0.14	6.77	
0.00	0.00	0.00	0.00	2.48	
0.00	0.00	0.00	0.00	2.43	
0.00	0.00	0.00	0.00	14.30	
0.00	10.92	0.46	2.25	3.61	
0.00	79.03	3.20	16.04	12.12	
0.00	119.31	4.76	24.20	23.15	
0.00	237.21	9.44	48.05	18.84	
0.00	353.99	14.10	71.65	43.19	
0.00	498.40	19.84	100.84	33.54	
0.00	630.07	25.06	127.46	24.30	
0.00	654.88	26.06	132.46	1.12	
0.00	584.80	23.29	118.36	0.00	
0.00	492.43	19.60	99.64	0.00	
0.00	376.75	14.99	76.20	0.00	
0.00	322.71	12.85	65.33	0.00	
0.00	324.53	12.93	65.73	0.00	
0.00	332.22	13.22	67.17	0.00	
0.00	313.26	12.47	63.36	0.00	
0.00	305.27	12.14	61.65	0.00	
0.00	331.13	13.20	67.06	0.00	
0.00	362.44	14.43	73.33	0.00	
0.00	385.28	15.34	77.96	0.00	
0.00	396.83	15.79	80.28	0.00	
0.00	400.23	15.94	80.99	0.00	
0.00	390.27	15.54	79.02	0.00	
0.00	383.35	15.27	77.64	0.00	
0.00	376.93	15.01	76.28	0.00	
0.00	380.76	15.15	76.99	0.00	
0.00	400.59	15.93	80.88	0.00	
0.00	417.46	16.60	84.33	0.00	
0.00	425.63	16.96	86.26	0.00	
0.00	437.57	17.43	88.57	0.00	
0.00	446.13	17.77	90.34	0.00	
0.00	450.92	17.96	91.30	0.00	
0.00	453.97	18.07	91.86	0.00	
0.00	462.62	18.42	93.59	0.00	
0.00	475.33	18.92	96.17	0.00	
0.00	483.45	19.25	97.82	0.00	
0.00	498.24	19.83	100.82	0.00	
0.00	502.07	19.99	101.61	0.00	
0.00	496.05	19.75	100.38	0.00	
0.00	495.68	19.73	100.30	0.00	
0.00	497.38	19.80	100.64	0.00	
0.00	507.19	20.19	102.61	0.00	
0.00	529.57	21.09	107.16	0.00	
0.00	552.39	22.00	111.76	0.00	
0.00	564.85	22.48	114.22	0.00	
0.00	556.38	22.15	112.56	0.00	
0.00	536.23	21.34	108.46	0.00	
0.00	497.95	19.81	100.75	0.01	
0.00	430.93	17.15	87.25	10.32	
0.00	352.18	14.02	71.27	42.72	
0.00	286.54	11.40	58.01	56.93	
0.00	236.44	9.41	47.85	64.08	
0.00	194.53	7.73	39.51	71.46	
0.00	156.92	6.26	31.79	77.49	
0.00	124.99	4.98	25.32	82.57	
0.00	105.60	4.21	21.42	83.34	
0.00	104.47	4.17	21.18	87.35	
0.00	108.60	4.34	22.03	88.63	
0.00	107.05	4.27	21.70	83.59	
0.00	92.85	3.70	18.81	87.96	
0.00	60.03	2.42	12.21	77.74	
0.00	23.31	0.96	4.77	70.42	
0.00	0.23	0.01	0.05	56.38	
0.00	0.00	0.00	0.00	46.40	
0.00	0.17	0.04	0.10	4.28	
0.00	11.82	0.49	2.40	10.17	
0.00	8.89	0.34	1.73	7.57	
0.00	1.25	0.13	0.28	7.50	
0.00	0.00	0.00	0.00	4.94	
0.00	0.00	0.00	0.00	3.85	
0.00	1.36	0.11	0.21	8.09	
0.00	7.74	0.32	1.56	9.83	
0.00	22.11	0.88	4.51	9.69	
0.00	53.69	2.17	10.95	9.33	
0.00	88.37	3.53	17.90	8.92	
0.00	102.15	4.06	20.68	9.26	
0.00	110.56	4.41	22.41	9.53	
0.00	123.43	4.90	25.04	9.25	
0.00	135.00	5.37	27.43	11.69	
0.00	150.81	6.00	30.74	11.42	
0.00	150.73	6.01	30.62	0.08	
0.00	148.68	5.90	30.20	7.59	
0.00	152.74	6.09	30.92	25.63	
0.00	156.29	6.20	31.64	28.10	
0.00	158.47	6.27	32.09	29.60	
0.00	162.12	6.42	32.83	27.65	
0.00	166.35	6.59	33.80	27.22	
