gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	-6.90	-1.11	-1.52	0.05	0.96	0.05	18.00	-5.17	-16.49	-20.74	13.47	12.98	0.00	19.09	-10.37	-3.98	-22.49	14.30	8.51	0.00	-16.89	-1.46	4.71	
2.00	-7.13	-1.11	-1.49	0.05	0.96	0.05	18.49	-5.23	-16.36	-21.31	13.77	12.85	0.00	19.69	-10.41	-3.91	-23.17	14.59	8.64	0.00	-16.90	-1.49	4.66	
3.00	-7.40	-1.12	-1.40	0.05	0.96	0.05	19.13	-5.33	-16.28	-22.07	14.17	12.75	0.00	20.46	-10.46	-3.82	-24.02	14.97	8.83	0.00	-16.95	-1.50	4.58	
4.00	-7.79	-1.09	-1.34	0.05	0.96	0.05	20.07	-5.50	-16.18	-23.11	14.71	12.69	0.00	21.50	-10.49	-3.80	-25.13	15.48	9.12	0.00	-17.00	-1.54	4.53	
5.00	-8.23	-1.08	-1.28	0.05	0.95	0.05	21.24	-5.71	-16.07	-24.49	15.41	12.66	0.00	22.77	-10.57	-3.83	-26.54	16.14	9.55	0.00	-17.10	-1.56	4.47	
6.00	-8.74	-1.08	-1.22	0.05	0.95	0.05	22.71	-5.98	-15.93	-26.30	16.31	12.65	0.00	24.30	-10.68	-3.90	-28.25	16.91	10.12	0.00	-17.27	-1.55	4.40	
7.00	-9.30	-1.05	-1.14	0.04	0.95	0.05	24.46	-6.37	-15.80	-28.56	17.39	12.71	0.00	26.09	-10.81	-4.01	-30.36	17.87	10.86	0.00	-17.52	-1.57	4.30	
8.00	-9.88	-1.01	-1.03	0.04	0.94	0.04	26.46	-6.84	-15.63	-31.26	18.67	12.79	0.00	28.09	-10.96	-4.17	-32.73	18.92	11.76	0.00	-17.86	-1.60	4.15	
9.00	-10.45	-0.94	-0.99	0.04	0.94	0.04	28.61	-7.36	-15.39	-34.27	20.09	12.94	0.00	30.18	-11.17	-4.48	-35.36	20.20	12.82	0.00	-18.30	-1.69	4.03	
10.00	-11.05	-0.87	-0.97	0.04	0.93	0.04	30.91	-7.92	-15.15	-37.48	21.64	13.17	0.00	32.44	-11.46	-4.84	-38.29	21.72	13.96	0.00	-18.80	-1.79	3.93	
11.00	-11.68	-0.86	-0.96	0.04	0.92	0.04	33.40	-8.45	-14.90	-40.94	23.27	13.42	0.00	34.98	-11.88	-5.15	-41.65	23.45	15.20	0.00	-19.35	-1.82	3.87	
12.00	-12.33	-0.87	-1.00	0.03	0.91	0.04	36.06	-8.94	-14.51	-44.67	25.02	13.64	0.00	37.72	-12.42	-5.43	-45.32	25.21	16.46	0.00	-19.93	-1.83	3.84	
13.00	-12.93	-0.90	-1.04	0.03	0.90	0.04	38.73	-9.42	-14.08	-48.53	26.93	13.86	0.00	40.58	-12.99	-5.56	-49.31	27.07	17.58	0.00	-20.60	-1.83	3.83	
14.00	-13.49	-0.96	-1.12	0.03	0.89	0.04	41.41	-9.82	-13.57	-52.48	28.95	13.99	0.00	43.46	-13.63	-5.54	-53.41	28.96	18.58	0.00	-21.34	-1.78	3.87	
15.00	-13.99	-1.03	-1.20	0.02	0.88	0.04	44.15	-10.17	-13.00	-56.61	30.95	14.07	0.00	46.36	-14.24	-5.32	-57.63	30.90	19.40	0.00	-22.16	-1.70	3.93	
16.00	-14.34	-1.07	-1.44	0.02	0.86	0.04	46.81	-10.47	-12.24	-60.78	32.83	14.16	0.00	49.06	-14.85	-5.09	-61.83	32.84	20.04	0.00	-23.13	-1.72	4.13	
17.00	-14.64	-1.15	-1.64	0.02	0.85	0.04	49.40	-10.71	-11.54	-64.90	34.64	14.24	0.00	51.77	-15.43	-4.65	-66.06	34.64	20.52	0.00	-24.12	-1.68	4.30	
18.00	-14.90	-1.26	-1.83	0.02	0.83	0.04	51.81	-10.88	-10.88	-68.84	36.40	14.25	0.00	54.39	-15.95	-4.02	-70.15	36.23	20.87	0.00	-25.11	-1.62	4.46	
19.00	-15.14	-1.37	-2.04	0.02	0.82	0.04	54.13	-10.97	-10.19	-72.61	38.03	14.22	0.00	56.86	-16.41	-3.35	-74.01	37.79	21.11	0.00	-26.03	-1.60	4.64	
20.00	-15.33	-1.44	-2.27	0.01	0.80	0.04	56.28	-11.02	-9.49	-76.14	39.49	14.18	0.00	59.08	-16.78	-2.70	-77.55	39.30	21.18	0.00	-26.90	-1.62	4.83	
21.00	-15.45	-1.50	-2.47	0.01	0.79	0.04	58.19	-11.06	-8.87	-79.38	40.81	14.16	0.00	61.07	-17.03	-1.98	-80.81	40.65	21.14	0.00	-27.75	-1.64	5.00	
