gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	78.35	3.16	15.92	0.76	
2.00	70.86	2.86	14.39	5.21	
3.00	61.91	2.50	12.55	11.90	
4.00	72.89	2.94	14.77	13.41	
5.00	123.59	4.97	25.05	6.65	
6.00	250.57	10.02	50.79	1.31	
7.00	435.30	17.36	88.17	0.14	
8.00	648.21	25.81	131.20	0.00	
9.00	877.11	34.92	177.47	0.00	
10.00	1111.26	44.24	224.81	0.00	
11.00	1340.30	53.36	271.20	0.00	
12.00	1557.80	62.02	315.20	0.00	
13.00	1759.82	70.06	356.07	0.00	
14.00	1941.88	77.31	392.92	0.00	
15.00	2097.60	83.51	424.45	0.00	
16.00	2228.09	88.71	450.86	0.00	
17.00	2336.18	93.02	472.73	0.00	
18.00	2424.34	96.52	490.56	0.00	
19.00	2493.61	99.28	504.58	0.00	
20.00	2545.74	101.36	515.13	0.00	
21.00	2583.26	102.86	522.74	0.00	
22.00	2606.79	103.79	527.50	0.00	
23.00	2616.07	104.16	529.37	0.00	
24.00	2610.36	103.94	528.21	0.00	
25.00	2589.48	103.10	523.99	0.00	
26.00	2554.08	101.69	516.83	0.00	
27.00	2504.59	99.72	506.81	0.00	
28.00	2441.39	97.20	494.02	0.00	
29.00	2366.44	94.22	478.85	0.00	
30.00	2283.58	90.92	462.09	0.00	
31.00	2195.33	87.40	444.22	0.00	
32.00	2104.15	83.77	425.78	0.00	
33.00	2012.29	80.12	407.18	0.00	
34.00	1920.68	76.47	388.62	0.00	
35.00	1829.05	72.82	370.08	0.00	
36.00	1736.68	69.15	351.43	0.00	
37.00	1642.59	65.40	332.36	0.00	
38.00	1545.89	61.54	312.76	0.00	
39.00	1446.74	57.60	292.74	0.00	
40.00	1345.63	53.57	272.24	0.00	
41.00	1243.48	49.50	251.61	0.00	
42.00	1141.85	45.46	231.03	0.00	
43.00	1041.88	41.48	210.85	0.00	
44.00	944.82	37.61	191.17	0.00	
45.00	851.88	33.91	172.37	0.00	
46.00	762.89	30.38	154.42	0.00	
47.00	678.56	27.03	137.39	0.00	
48.00	598.07	23.83	121.09	0.00	
49.00	521.56	20.79	105.58	0.01	
50.00	448.40	17.88	90.82	0.01	
51.00	378.88	15.12	76.77	0.01	
52.00	313.39	12.50	63.50	0.01	
53.00	252.51	10.07	51.16	0.02	
54.00	197.99	7.89	40.13	0.02	
55.00	150.75	6.01	30.58	0.03	
56.00	113.19	4.53	22.98	0.04	
57.00	84.18	3.36	17.08	0.05	
58.00	63.85	2.53	12.93	0.05	
59.00	50.09	1.95	10.12	0.05	
60.00	41.09	1.59	8.31	0.06	
61.00	35.31	1.37	7.13	0.07	
62.00	31.62	1.22	6.36	0.08	
63.00	29.08	1.11	5.82	0.08	
64.00	27.20	1.05	5.39	0.09	
65.00	25.75	1.00	5.07	0.10	
66.00	24.53	0.96	4.82	0.11	
67.00	23.42	0.92	4.58	0.12	
68.00	22.27	0.88	4.32	0.13	
69.00	20.98	0.85	4.02	0.15	
70.00	19.49	0.79	3.66	0.19	
71.00	17.72	0.73	3.27	0.27	
72.00	15.75	0.67	2.86	0.38	
73.00	13.73	0.61	2.42	0.57	
74.00	11.70	0.54	2.03	0.81	
75.00	9.86	0.48	1.69	1.17	
76.00	8.20	0.42	1.43	1.62	
77.00	6.86	0.37	1.16	2.19	
78.00	5.73	0.32	0.92	2.85	
79.00	4.73	0.28	0.71	3.57	
80.00	3.77	0.25	0.58	4.37	
81.00	2.90	0.21	0.48	5.20	
82.00	2.25	0.17	0.36	6.14	
83.00	1.76	0.14	0.28	7.15	
84.00	1.39	0.11	0.23	8.13	
85.00	1.09	0.10	0.18	8.98	
86.00	0.84	0.09	0.15	9.62	
87.00	0.65	0.07	0.11	10.07	
88.00	0.50	0.06	0.10	10.60	
89.00	0.36	0.05	0.08	11.76	
90.00	0.25	0.03	0.06	14.27	
91.00	0.15	0.02	0.03	19.19	
92.00	0.03	0.01	0.02	28.27	
93.00	0.01	0.00	0.01	41.16	
94.00	0.00	0.00	0.00	55.09	
95.00	0.00	0.00	0.00	66.09	
96.00	0.03	0.00	0.01	63.74	
97.00	3.88	0.18	0.73	40.41	
98.00	21.72	0.88	4.35	17.35	
99.00	49.27	1.97	9.98	2.74	
100.00	76.41	3.08	15.53	1.34	
