gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	114.45	4.55	23.19	0.01	
0.00	113.63	4.50	23.02	0.01	
0.00	112.80	4.49	22.90	0.01	
0.00	117.17	4.66	23.71	0.01	
0.00	123.57	4.90	24.96	0.01	
0.00	125.95	5.00	25.50	0.01	
0.00	125.63	4.99	25.41	0.01	
0.00	127.52	5.04	25.77	0.01	
0.00	131.50	5.23	26.58	0.01	
0.00	134.27	5.35	27.21	0.01	
0.00	136.89	5.47	27.75	0.02	
0.00	136.64	5.40	27.79	0.10	
0.00	132.30	5.26	26.83	2.43	
0.00	125.37	5.00	25.48	7.08	
0.00	113.73	4.55	23.04	15.22	
0.00	101.37	4.06	20.53	23.17	
0.00	88.95	3.58	18.04	27.64	
0.00	76.41	3.09	15.51	29.30	
0.00	66.43	2.67	13.48	29.28	
0.00	59.18	2.40	12.08	28.12	
0.00	57.61	2.32	11.72	25.78	
0.00	63.49	2.57	12.87	20.11	
0.00	73.18	2.95	14.85	10.09	
0.00	80.21	3.18	16.28	1.46	
0.00	81.12	3.24	16.43	0.02	
0.00	82.08	3.22	16.57	0.01	
0.00	85.23	3.36	17.17	0.01	
0.00	86.84	3.43	17.50	0.01	
0.00	87.38	3.48	17.72	0.01	
0.00	91.03	3.59	18.42	0.01	
0.00	96.12	3.82	19.45	0.00	
0.00	103.32	4.11	20.89	0.00	
0.00	113.50	4.52	22.96	0.00	
0.00	127.26	5.06	25.75	0.00	
0.00	138.16	5.49	27.92	0.00	
0.00	143.56	5.70	29.00	0.00	
0.00	151.60	6.03	30.67	0.00	
0.00	166.19	6.61	33.61	0.00	
0.00	183.16	7.29	37.06	0.00	
0.00	199.60	7.95	40.38	0.00	
0.00	213.13	8.46	42.88	0.00	
0.00	221.82	8.80	44.67	0.00	
0.00	225.44	8.97	45.63	0.00	
0.00	226.86	8.99	45.60	0.00	
0.00	227.30	9.04	45.96	0.00	
0.00	229.44	9.13	46.40	0.00	
0.00	233.53	9.29	47.21	0.00	
0.00	236.05	9.39	47.67	0.00	
0.00	232.82	9.27	47.08	0.00	
0.00	226.72	8.99	45.53	0.00	
0.00	223.69	8.89	45.11	0.00	
0.00	223.54	8.90	45.21	0.00	
0.00	222.91	8.86	44.95	0.00	
0.00	223.84	8.90	45.16	0.00	
0.00	225.23	8.95	45.38	0.00	
0.00	222.78	8.86	45.11	0.00	
0.00	218.51	8.69	44.21	0.00	
0.00	217.62	8.67	44.06	0.00	
0.00	221.29	8.80	44.64	0.00	
0.00	224.11	8.93	45.36	0.00	
0.00	225.40	8.97	45.59	0.00	
0.00	227.38	9.05	46.00	0.00	
0.00	231.08	9.19	46.75	0.00	
0.00	233.01	9.27	47.17	0.00	
0.00	229.49	9.12	46.41	0.01	
0.00	221.09	8.78	44.72	0.01	
0.00	211.21	8.38	42.72	0.01	
0.00	201.57	8.06	40.83	0.01	
0.00	190.18	7.58	38.59	0.04	
0.00	176.42	7.00	35.89	0.88	
0.00	157.82	6.28	31.99	7.68	
0.00	136.77	5.45	27.72	14.99	
0.00	115.40	4.59	23.36	21.10	
0.00	93.89	3.73	18.98	25.51	
0.00	74.51	2.98	15.09	28.75	
0.00	60.06	2.43	12.26	31.78	
0.00	51.12	2.05	10.51	35.19	
0.00	45.53	1.84	9.36	38.54	
0.00	42.78	1.72	8.80	41.27	
0.00	38.73	1.58	7.93	42.68	
0.00	34.49	1.46	7.08	43.28	
0.00	35.19	1.48	7.22	45.46	
0.00	39.77	1.65	8.14	47.59	
0.00	46.37	1.90	9.47	49.35	
0.00	54.54	2.21	11.12	51.69	
0.00	62.46	2.52	12.71	54.41	
0.00	71.91	2.91	14.59	55.79	
0.00	85.28	3.42	17.28	55.83	
0.00	97.10	3.86	19.67	55.29	
0.00	104.34	4.16	21.20	52.15	
0.00	114.08	4.55	23.11	47.74	
0.00	128.70	5.14	26.11	46.58	
0.00	145.83	5.81	29.55	43.88	
0.00	166.60	6.62	33.70	37.82	
0.00	184.66	7.35	37.36	29.02	
0.00	191.06	7.61	38.69	20.35	
0.00	185.18	7.36	37.45	12.49	
0.00	178.23	7.08	36.09	6.06	
0.00	174.43	6.93	35.33	4.30	
0.00	171.07	6.81	34.64	2.28	
