gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	22.30	11.61	10.98	74.23	144.81	45.02	15.74	6.52	9.16	15.81	5.19	2.73	33.49	8.48	8.62	26.87	25.40	7.51	6.94	2.70	1.58	0.01	0.01	
0.00	29.49	9.46	8.10	32.83	126.89	41.21	15.12	2.36	9.86	13.19	2.75	3.18	57.82	9.13	3.67	25.72	24.13	7.54	7.11	2.46	1.47	0.00	0.00	
0.00	22.70	6.72	3.79	64.22	77.45	17.54	18.20	5.31	9.38	15.94	2.07	2.78	40.93	5.76	1.70	25.41	23.46	7.78	7.56	2.47	1.46	0.00	0.00	
0.00	19.59	3.94	4.13	50.26	67.63	16.58	17.25	4.30	9.39	14.94	2.50	2.68	41.12	5.07	2.05	25.03	23.15	8.32	8.22	2.44	1.62	0.00	0.01	
0.00	16.43	9.63	4.19	47.72	104.31	40.75	17.35	6.19	8.82	17.40	2.96	2.79	36.41	9.75	4.08	24.59	22.48	9.07	8.83	2.49	1.87	0.00	0.01	
0.00	36.54	15.20	7.13	60.43	53.65	33.26	16.24	4.63	8.85	15.17	2.74	2.66	56.82	12.52	5.56	23.51	22.77	9.79	9.44	2.24	1.98	0.00	0.00	
0.00	19.30	11.85	7.62	37.98	137.96	27.06	17.09	3.35	8.68	17.29	4.57	2.46	42.53	9.52	6.90	22.36	21.30	10.44	10.32	2.06	2.11	0.00	0.01	
0.00	27.29	11.36	3.07	79.93	109.82	22.86	16.63	3.58	8.02	15.22	3.26	2.41	37.59	10.75	7.25	21.78	21.98	11.05	10.91	2.09	2.11	0.00	0.01	
0.00	17.38	10.46	6.36	57.86	74.83	24.71	16.63	3.76	7.75	14.94	4.50	2.24	36.86	4.00	4.53	20.73	21.32	11.41	11.19	1.93	2.18	0.00	0.00	
0.00	29.93	19.88	13.07	60.37	127.67	53.48	16.55	6.36	6.77	16.67	7.73	2.50	38.38	12.22	5.69	19.90	20.50	11.65	11.55	1.94	2.36	0.01	0.00	
0.00	28.20	14.84	12.21	71.11	110.57	43.62	15.33	3.12	7.03	13.07	3.29	2.42	53.49	9.32	9.37	19.53	20.20	12.06	11.83	1.85	2.61	0.00	0.00	
0.00	27.92	4.61	4.84	47.26	72.65	19.31	15.67	3.11	6.41	12.72	3.32	1.75	26.06	5.52	4.72	18.42	20.38	12.19	11.96	2.04	2.93	0.00	0.00	
0.00	15.53	4.96	4.60	90.98	138.08	26.51	13.16	4.58	5.78	12.82	4.60	1.47	42.39	5.09	3.76	17.99	18.66	12.21	12.02	2.24	3.10	0.00	0.01	
0.00	27.67	6.62	3.77	39.25	63.50	22.99	15.50	4.36	4.97	13.34	3.81	0.86	38.94	4.87	3.29	17.31	18.87	12.64	12.85	2.33	3.24	0.00	0.01	
0.00	17.59	9.11	8.66	92.28	126.55	24.70	13.07	3.59	4.65	14.81	4.34	1.08	34.01	7.71	7.36	17.86	18.96	13.49	14.22	2.61	3.27	0.00	0.00	
0.00	33.65	9.77	10.57	93.30	73.60	54.32	14.79	4.45	4.18	15.35	5.63	1.05	44.20	9.01	6.08	17.75	17.88	14.41	15.70	2.77	3.46	0.00	0.01	
0.00	24.51	12.52	8.41	138.71	91.79	50.99	15.19	2.80	4.05	14.50	5.00	0.84	40.50	11.73	6.36	17.86	18.34	14.90	16.99	2.76	3.67	0.00	0.00	
0.00	19.89	8.82	5.41	66.80	73.91	36.35	15.70	4.35	3.28	15.94	7.37	1.37	27.73	10.93	5.35	17.78	18.32	15.07	17.80	2.71	4.04	0.00	0.00	
0.00	21.46	7.91	6.11	80.85	173.23	33.19	10.84	5.27	3.84	14.47	6.80	1.95	46.86	9.01	3.17	17.74	18.74	14.87	17.93	2.76	4.22	0.00	0.00	
