gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	131.95	5.23	26.73	15.53	
0.00	137.61	5.54	27.91	0.26	
0.00	143.37	5.74	29.12	0.04	
0.00	178.44	7.06	36.20	0.73	
0.00	206.72	8.22	41.90	5.66	
0.00	203.61	8.11	41.23	7.57	
0.00	171.24	6.83	34.67	8.81	
0.00	135.82	5.43	27.61	9.32	
0.00	81.77	3.27	16.57	8.87	
0.00	21.41	0.87	4.38	8.51	
0.00	1.13	0.09	0.14	6.84	
0.00	0.00	0.00	0.00	2.50	
0.00	0.00	0.00	0.00	2.45	
0.00	0.00	0.00	0.00	14.45	
0.00	11.04	0.47	2.27	3.65	
0.00	79.84	3.24	16.20	12.24	
0.00	120.53	4.81	24.44	23.39	
0.00	239.63	9.54	48.54	19.03	
0.00	357.60	14.24	72.38	43.63	
0.00	503.49	20.04	101.87	33.89	
0.00	636.50	25.32	128.76	24.54	
0.00	661.56	26.32	133.81	1.13	
0.00	590.77	23.52	119.57	0.00	
0.00	497.45	19.80	100.66	0.00	
0.00	380.60	15.15	76.98	0.00	
0.00	326.00	12.99	66.00	0.00	
0.00	327.84	13.07	66.40	0.00	
0.00	335.61	13.35	67.85	0.00	
0.00	316.46	12.60	64.00	0.00	
0.00	308.39	12.26	62.28	0.00	
0.00	334.51	13.33	67.74	0.00	
0.00	366.13	14.58	74.08	0.00	
0.00	389.21	15.50	78.76	0.00	
0.00	400.87	15.95	81.10	0.00	
0.00	404.31	16.10	81.81	0.00	
0.00	394.25	15.70	79.83	0.00	
0.00	387.26	15.43	78.43	0.00	
0.00	380.78	15.16	77.06	0.00	
0.00	384.64	15.31	77.77	0.00	
0.00	404.67	16.09	81.71	0.00	
0.00	421.72	16.77	85.20	0.00	
0.00	429.97	17.13	87.14	0.00	
0.00	442.03	17.60	89.47	0.00	
0.00	450.68	17.95	91.26	0.00	
0.00	455.52	18.14	92.23	0.00	
0.00	458.60	18.26	92.80	0.00	
0.00	467.34	18.60	94.54	0.00	
0.00	480.18	19.12	97.15	0.00	
0.00	488.38	19.44	98.81	0.00	
0.00	503.32	20.03	101.85	0.00	
0.00	507.19	20.19	102.64	0.00	
0.00	501.11	19.95	101.40	0.00	
0.00	500.73	19.93	101.33	0.00	
0.00	502.46	20.00	101.66	0.00	
0.00	512.36	20.40	103.66	0.00	
0.00	534.98	21.30	108.25	0.00	
0.00	558.03	22.22	112.90	0.00	
0.00	570.61	22.71	115.39	0.00	
0.00	562.06	22.37	113.71	0.00	
0.00	541.70	21.55	109.56	0.00	
0.00	503.03	20.01	101.78	0.01	
0.00	435.33	17.33	88.14	10.43	
0.00	355.77	14.16	71.99	43.16	
0.00	289.46	11.52	58.60	57.51	
0.00	238.85	9.51	48.34	64.74	
0.00	196.52	7.81	39.91	72.19	
0.00	158.53	6.32	32.11	78.28	
0.00	126.27	5.03	25.58	83.41	
0.00	106.67	4.26	21.64	84.19	
0.00	105.54	4.21	21.39	88.24	
0.00	109.70	4.38	22.25	89.53	
0.00	108.14	4.32	21.92	84.44	
0.00	93.80	3.74	19.00	88.86	
0.00	60.64	2.44	12.33	78.53	
0.00	23.55	0.97	4.82	71.14	
0.00	0.23	0.01	0.05	56.96	
0.00	0.00	0.00	0.00	46.88	
0.00	0.17	0.04	0.10	4.32	
0.00	11.94	0.50	2.43	10.27	
0.00	8.98	0.35	1.75	7.65	
0.00	1.26	0.14	0.28	7.58	
0.00	0.00	0.00	0.00	4.99	
0.00	0.00	0.00	0.00	3.89	
0.00	1.38	0.11	0.22	8.17	
0.00	7.82	0.33	1.58	9.93	
0.00	22.34	0.89	4.55	9.79	
0.00	54.23	2.20	11.07	9.42	
0.00	89.28	3.57	18.08	9.01	
0.00	103.19	4.10	20.89	9.35	
0.00	111.69	4.46	22.64	9.63	
0.00	124.69	4.95	25.29	9.34	
0.00	136.38	5.42	27.71	11.81	
0.00	152.35	6.06	31.05	11.54	
0.00	152.27	6.07	30.93	0.08	
0.00	150.19	5.96	30.50	7.67	
0.00	154.30	6.15	31.23	25.89	
0.00	157.89	6.26	31.97	28.38	
0.00	160.08	6.34	32.42	29.90	
0.00	163.78	6.48	33.17	27.93	
0.00	168.05	6.65	34.15	27.50	
