gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	4.35	-0.59	1.18	0.12	1.01	0.08	-5.24	-3.18	-18.06	-2.58	5.63	14.68	0.00	-4.60	-6.10	-6.20	-5.07	7.27	3.36	0.00	-16.97	-0.41	4.36	
2.00	3.80	-0.64	1.16	0.12	1.01	0.08	-4.56	-3.13	-17.87	-2.67	5.58	14.50	0.00	-3.86	-6.16	-5.96	-5.29	7.25	3.12	0.00	-16.44	-0.41	4.36	
3.00	3.12	-0.70	1.10	0.12	1.01	0.08	-3.71	-3.09	-17.69	-2.81	5.56	14.34	0.00	-2.92	-6.22	-5.71	-5.63	7.31	2.86	0.00	-15.84	-0.40	4.39	
4.00	2.29	-0.76	1.03	0.12	1.01	0.08	-2.63	-3.05	-17.51	-3.01	5.54	14.18	0.00	-1.76	-6.28	-5.55	-6.01	7.33	2.68	0.00	-15.11	-0.40	4.40	
5.00	1.28	-0.82	0.90	0.12	1.01	0.08	-1.29	-3.03	-17.33	-3.28	5.52	14.09	0.00	-0.39	-6.34	-5.51	-6.42	7.36	2.57	0.00	-14.28	-0.40	4.44	
6.00	0.12	-0.88	0.75	0.11	1.01	0.08	0.27	-3.03	-17.21	-3.64	5.54	14.09	0.00	1.20	-6.42	-5.61	-6.89	7.43	2.62	0.00	-13.36	-0.40	4.49	
7.00	-1.17	-0.94	0.60	0.11	1.01	0.08	2.07	-3.05	-17.17	-4.13	5.57	14.16	0.00	2.98	-6.53	-5.88	-7.42	7.51	2.86	0.00	-12.42	-0.39	4.52	
8.00	-2.56	-0.99	0.42	0.11	1.00	0.08	4.08	-3.10	-17.21	-4.78	5.65	14.34	0.00	4.95	-6.64	-6.28	-8.05	7.65	3.20	0.00	-11.48	-0.39	4.55	
9.00	-4.00	-1.03	0.26	0.11	1.00	0.08	6.24	-3.18	-17.35	-5.55	5.77	14.60	0.00	7.08	-6.77	-6.72	-8.82	7.82	3.64	0.00	-10.59	-0.41	4.53	
10.00	-5.49	-1.06	0.15	0.10	1.00	0.08	8.55	-3.30	-17.59	-6.48	5.95	14.94	0.00	9.40	-6.92	-7.19	-9.77	8.05	4.22	0.00	-9.77	-0.43	4.44	
11.00	-6.97	-1.05	-0.01	0.10	1.00	0.08	10.97	-3.47	-17.76	-7.59	6.21	15.29	0.00	11.79	-7.09	-7.78	-10.85	8.29	4.91	0.00	-9.11	-0.50	4.37	
12.00	-8.49	-1.10	-0.07	0.09	0.99	0.08	13.53	-3.63	-18.01	-8.89	6.55	15.62	0.00	14.46	-7.34	-8.20	-12.31	8.71	5.65	0.00	-8.53	-0.49	4.24	
13.00	-10.03	-1.22	-0.07	0.09	0.99	0.08	16.23	-3.77	-18.29	-10.41	6.98	15.93	0.00	17.36	-7.70	-8.59	-14.09	9.26	6.53	0.00	-8.05	-0.40	4.09	
14.00	-11.55	-1.38	-0.06	0.08	0.98	0.08	19.04	-3.94	-18.55	-12.18	7.57	16.25	0.00	20.43	-8.14	-8.92	-16.20	9.96	7.49	0.00	-7.74	-0.27	3.92	
15.00	-13.02	-1.55	-0.04	0.08	0.98	0.08	21.95	-4.14	-18.80	-14.25	8.36	16.58	0.00	23.62	-8.63	-9.21	-18.62	10.81	8.52	0.00	-7.62	-0.12	3.75	
16.00	-14.45	-1.68	-0.09	0.07	0.97	0.08	25.01	-4.45	-18.95	-16.69	9.36	16.97	0.00	26.83	-9.14	-9.53	-21.17	11.78	9.55	0.00	-7.68	-0.04	3.66	
17.00	-15.87	-1.77	-0.19	0.06	0.97	0.08	28.25	-4.82	-19.01	-19.48	10.55	17.36	0.00	30.09	-9.67	-9.88	-23.85	12.91	10.65	0.00	-7.92	-0.01	3.63	
18.00	-17.27	-1.85	-0.32	0.05	0.96	0.08	31.69	-5.22	-18.98	-22.65	11.96	17.71	0.00	33.47	-10.32	-10.35	-26.81	14.28	11.92	0.00	-8.30	-0.02	3.67	
19.00	-18.64	-1.95	-0.51	0.05	0.95	0.08	35.22	-5.66	-18.99	-26.09	13.52	18.16	0.00	36.95	-11.10	-10.91	-30.05	15.87	13.32	0.00	-8.80	-0.05	3.77	
20.00	-19.95	-2.07	-0.69	0.04	0.94	0.08	38.84	-6.11	-18.97	-29.86	15.32	18.58	0.00	40.57	-12.02	-11.47	-33.67	17.68	14.83	0.00	-9.43	-0.06	3.88	
21.00	-21.17	-2.19	-0.88	0.03	0.93	0.08	42.46	-6.61	-18.97	-33.81	17.25	19.01	0.00	44.22	-13.01	-12.00	-37.52	19.59	16.34	0.00	-10.19	-0.10	3.98	
22.00	-22.28	-2.30	-1.11	0.03	0.91	0.08	46.07	-7.12	-18.95	-37.96	19.28	19.46	0.00	47.92	-14.09	-12.41	-41.68	21.60	17.72	0.00	-11.04	-0.15	4.12	
23.00	-23.30	-2.35	-1.27	0.02	0.90	0.08	49.72	-7.75	-18.81	-42.36	21.41	19.82	0.00	51.61	-15.08	-12.61	-45.97	23.64	18.90	0.00	-11.94	-0.24	4.18	
24.00	-24.21	-2.40	-1.34	0.01	0.88	0.08	53.30	-8.48	-18.69	-46.88	23.52	20.10	0.00	55.28	-15.91	-12.48	-50.33	25.66	19.74	0.00	-12.89	-0.29	4.13	
25.00	-25.02	-2.48	-1.50	0.01	0.86	0.08	56.85	-9.04	-18.34	-51.46	25.60	20.15	0.00	58.96	-16.82	-12.14	-54.86	27.66	20.38	0.00	-13.86	-0.37	4.16	
26.00	-25.69	-2.60	-1.69	0.00	0.84	0.08	60.28	-9.43	-17.82	-56.04	27.59	19.98	0.00	62.54	-17.69	-11.53	-59.38	29.60	20.84	0.00	-14.93	-0.44	4.22	
27.00	-26.56	-2.94	-2.13	-0.01	0.82	0.08	63.86	-9.37	-17.28	-60.48	29.43	19.61	0.00	66.50	-18.85	-10.52	-64.04	31.53	21.21	0.00	-15.62	-0.31	4.57	
28.00	-27.06	-3.18	-2.32	-0.01	0.81	0.08	67.07	-9.52	-16.67	-64.88	31.19	19.21	0.00	70.02	-19.54	-9.36	-68.45	33.24	21.34	0.00	-16.80	-0.27	4.66	
29.00	-27.47	-3.44	-2.52	-0.02	0.79	0.08	70.16	-9.61	-16.08	-69.17	32.78	18.76	0.00	73.45	-20.12	-8.07	-72.73	34.86	21.37	0.00	-18.03	-0.22	4.76	
30.00	-27.92	-3.73	-2.83	-0.02	0.77	0.08	73.22	-9.44	-15.51	-73.35	34.27	18.17	0.00	76.89	-20.85	-6.70	-76.94	36.44	21.51	0.00	-19.12	-0.26	4.97	
31.00	-28.19	-3.89	-3.03	-0.02	0.75	0.08	76.10	-9.49	-14.90	-77.42	35.63	17.73	0.00	80.06	-21.24	-5.40	-80.96	37.82	21.45	0.00	-20.44	-0.36	5.02	
32.00	-28.52	-4.10	-3.38	-0.03	0.72	0.09	78.99	-9.31	-14.37	-81.36	36.90	17.24	0.00	83.33	-21.77	-4.03	-84.97	39.12	21.45	0.00	-21.59	-0.47	5.25	
33.00	-29.41	-4.63	-4.56	-0.03	0.70	0.09	82.29	-8.19	-14.20	-85.07	38.00	16.63	0.00	87.48	-23.27	-2.15	-89.23	40.50	21.75	0.00	-21.84	-0.48	6.30	
34.00	-29.90	-4.99	-5.30	-0.03	0.68	0.09	85.17	-7.60	-14.00	-88.69	39.04	16.15	0.00	91.02	-24.09	-0.43	-93.13	41.70	21.89	0.00	-22.60	-0.54	6.89	
35.00	-31.45	-5.87	-7.02	-0.03	0.66	0.09	88.93	-5.83	-14.45	-92.15	39.97	15.43	0.00	96.22	-26.13	2.22	-97.45	42.99	22.55	0.00	-21.69	-0.37	8.52	
36.00	-32.05	-6.07	-7.68	-0.04	0.64	0.10	91.81	-5.37	-14.40	-95.58	40.89	15.05	0.00	99.80	-26.74	4.04	-101.00	43.96	22.78	0.00	-22.04	-0.63	8.97	
37.00	-32.90	-5.93	-8.31	-0.04	0.61	0.10	95.07	-4.96	-14.09	-99.02	41.77	14.71	0.00	103.47	-27.38	5.49	-104.41	44.87	23.09	0.00	-21.84	-1.24	9.22	
38.00	-33.76	-5.88	-9.01	-0.04	0.59	0.10	98.20	-4.59	-13.97	-102.26	42.53	14.52	0.00	107.12	-28.03	6.99	-107.74	45.71	23.37	0.00	-21.56	-1.66	9.61	
39.00	-33.90	-5.81	-9.52	-0.04	0.58	0.10	100.43	-4.43	-13.86	-105.23	43.23	14.43	0.00	109.81	-28.50	8.34	-110.71	46.41	23.64	0.00	-22.16	-2.17	9.88	
40.00	-33.61	-5.69	-9.86	-0.04	0.56	0.10	102.15	-4.48	-13.72	-108.00	43.85	14.50	0.00	111.86	-28.81	9.50	-113.46	47.04	23.89	0.00	-23.30	-2.69	10.02	
41.00	-33.35	-5.51	-10.23	-0.04	0.54	0.10	103.77	-4.56	-13.60	-110.58	44.38	14.60	0.00	113.77	-29.21	10.53	-116.01	47.66	24.19	0.00	-24.27	-3.26	10.22	
42.00	-33.02	-5.26	-10.56	-0.04	0.53	0.10	105.23	-4.69	-13.44	-113.02	44.86	14.79	0.00	115.43	-29.66	11.41	-118.39	48.27	24.56	0.00	-25.18	-3.92	10.34	
43.00	-32.74	-5.08	-10.76	-0.04	0.51	0.10	106.55	-5.02	-13.35	-115.23	45.28	15.04	0.00	116.97	-29.98	12.18	-120.52	48.80	24.93	0.00	-25.97	-4.38	10.39	
44.00	-32.47	-4.88	-10.88	-0.04	0.50	0.11	107.76	-5.46	-13.26	-117.21	45.63	15.34	0.00	118.34	-30.25	12.79	-122.42	49.23	25.25	0.00	-26.64	-4.81	10.36	
45.00	-32.12	-4.74	-11.02	-0.04	0.49	0.11	108.66	-5.82	-13.20	-118.94	45.94	15.66	0.00	119.45	-30.60	13.40	-124.09	49.63	25.64	0.00	-27.31	-5.20	10.38	
46.00	-31.75	-4.63	-11.10	-0.04	0.48	0.11	109.36	-6.17	-13.14	-120.42	46.19	15.94	0.00	120.30	-30.92	13.88	-125.49	49.98	26.01	0.00	-27.96	-5.51	10.35	
47.00	-31.42	-4.53	-11.29	-0.04	0.48	0.11	109.89	-6.32	-13.14	-121.61	46.37	16.13	0.00	121.01	-31.46	14.37	-126.62	50.40	26.56	0.00	-28.46	-5.82	10.39	
48.00	-31.20	-4.44	-11.40	-0.04	0.47	0.11	110.32	-6.47	-13.12	-122.48	46.54	16.27	0.00	121.55	-31.76	14.69	-127.45	50.68	26.82	0.00	-28.78	-6.04	10.39	
49.00	-31.07	-4.35	-11.45	-0.04	0.47	0.11	110.63	-6.57	-13.08	-123.06	46.65	16.37	0.00	121.90	-31.94	14.87	-127.99	50.82	27.00	0.00	-28.95	-6.20	10.35	
50.00	-31.00	-4.30	-11.46	-0.04	0.47	0.11	110.76	-6.59	-13.04	-123.32	46.69	16.37	0.00	122.04	-32.04	14.93	-128.23	50.85	27.08	0.00	-29.00	-6.28	10.32	
51.00	-31.04	-4.27	-11.33	-0.04	0.47	0.11	110.79	-6.69	-12.97	-123.29	46.67	16.33	0.00	121.99	-31.85	14.78	-128.17	50.71	26.90	0.00	-28.90	-6.21	10.22	
52.00	-31.16	-4.26	-11.17	-0.04	0.47	0.11	110.67	-6.71	-12.91	-122.94	46.59	16.25	0.00	121.73	-31.60	14.47	-127.79	50.49	26.60	0.00	-28.69	-6.09	10.10	
53.00	-31.32	-4.27	-11.11	-0.04	0.47	0.11	110.36	-6.53	-12.91	-122.27	46.44	16.09	0.00	121.28	-31.47	14.16	-127.11	50.27	26.39	0.00	-28.39	-5.99	10.09	
54.00	-31.55	-4.29	-11.12	-0.04	0.48	0.11	109.92	-6.20	-12.97	-121.31	46.20	15.90	0.00	120.72	-31.40	13.85	-126.18	49.99	26.18	0.00	-27.94	-5.90	10.18	
55.00	-31.82	-4.35	-11.16	-0.04	0.49	0.11	109.30	-5.79	-13.08	-120.06	45.91	15.68	0.00	119.99	-31.36	13.48	-124.98	49.64	25.95	0.00	-27.43	-5.80	10.35	
56.00	-32.13	-4.42	-11.12	-0.04	0.50	0.11	108.53	-5.43	-13.18	-118.54	45.58	15.48	0.00	119.05	-31.25	12.93	-123.50	49.23	25.66	0.00	-26.85	-5.64	10.45	
57.00	-32.47	-4.51	-11.10	-0.04	0.51	0.11	107.62	-5.06	-13.33	-116.76	45.15	15.31	0.00	117.97	-31.18	12.32	-121.79	48.76	25.42	0.00	-26.18	-5.45	10.59	
58.00	-32.83	-4.59	-11.07	-0.04	0.52	0.11	106.58	-4.70	-13.49	-114.76	44.66	15.16	0.00	116.74	-31.13	11.61	-119.86	48.22	25.14	0.00	-25.43	-5.24	10.75	
59.00	-33.19	-4.75	-10.98	-0.04	0.53	0.11	105.39	-4.42	-13.72	-112.56	44.13	15.08	0.00	115.40	-31.00	10.85	-117.74	47.62	24.88	0.00	-24.62	-4.91	10.84	
60.00	-33.49	-4.92	-10.88	-0.04	0.55	0.11	104.01	-4.12	-13.98	-110.16	43.56	14.98	0.00	113.84	-30.89	10.04	-115.42	47.00	24.61	0.00	-23.83	-4.57	10.92	
61.00	-33.77	-5.13	-10.71	-0.04	0.56	0.11	102.47	-3.88	-14.24	-107.57	42.92	14.94	0.00	112.11	-30.66	9.19	-112.92	46.32	24.31	0.00	-23.03	-4.14	10.94	
62.00	-33.65	-5.61	-10.49	-0.04	0.58	0.11	100.28	-3.71	-14.70	-104.66	42.18	14.96	0.00	109.92	-30.27	8.49	-110.22	45.55	23.89	0.00	-22.80	-3.40	11.01	
63.00	-33.82	-5.82	-10.27	-0.04	0.59	0.11	98.47	-3.42	-14.94	-101.73	41.42	14.87	0.00	107.87	-30.02	7.56	-107.39	44.77	23.61	0.00	-21.98	-2.98	10.94	
