gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
0.00	1.15	0.69	1.29	0.03	0.00	0.01	1.29	0.81	2.27	1.10	3.33	2.56	0.00	1.03	0.78	0.87	1.18	0.81	1.28	0.00	0.77	1.34	1.01	
0.00	1.13	0.74	1.30	0.03	0.00	0.01	1.29	0.85	2.28	1.10	3.43	2.58	0.00	1.05	0.85	0.86	1.39	0.95	1.15	0.00	0.77	1.38	1.02	
0.00	1.13	0.81	1.30	0.03	0.00	0.01	1.33	0.91	2.30	1.11	3.54	2.63	0.00	1.05	0.93	0.88	1.36	1.10	1.19	0.00	0.77	1.43	1.06	
0.00	1.07	0.85	1.23	0.03	0.00	0.01	1.37	0.96	2.30	1.14	3.66	2.75	0.00	0.99	0.95	0.89	1.12	1.16	1.13	0.00	0.75	1.46	1.17	
0.00	1.00	0.90	1.13	0.03	0.00	0.01	1.38	1.02	2.28	1.23	3.76	2.87	0.00	0.96	0.99	0.90	0.94	1.15	1.21	0.00	0.73	1.46	1.18	
0.00	0.96	0.93	1.08	0.03	0.00	0.01	1.39	1.07	2.19	1.36	3.88	2.87	0.00	0.95	1.01	0.88	0.85	1.07	1.14	0.00	0.69	1.49	1.23	
0.00	0.94	0.97	1.09	0.03	0.00	0.01	1.39	1.10	2.20	1.51	4.00	2.95	0.00	0.93	1.04	0.90	0.87	0.92	1.14	0.00	0.68	1.54	1.30	
0.00	0.94	1.03	1.10	0.03	0.00	0.01	1.43	1.16	2.19	1.70	4.10	2.99	0.00	0.92	1.09	0.89	0.95	0.91	1.18	0.00	0.68	1.63	1.35	
0.00	0.93	1.09	1.12	0.03	0.00	0.01	1.50	1.26	2.16	1.99	4.22	3.01	0.00	0.93	1.16	0.90	1.06	0.95	1.23	0.00	0.67	1.72	1.38	
0.00	0.86	1.14	1.08	0.03	0.00	0.01	1.60	1.37	1.88	2.40	4.33	2.97	0.00	1.02	1.21	0.88	1.17	0.96	1.29	0.00	0.62	1.77	1.35	
0.00	0.83	1.18	1.07	0.03	0.00	0.01	1.74	1.49	1.75	2.90	4.40	2.95	0.00	1.10	1.24	0.89	1.25	0.90	1.25	0.00	0.62	1.84	1.32	
0.00	0.80	1.19	1.07	0.03	0.00	0.01	1.88	1.55	1.68	3.39	4.40	3.05	0.00	1.17	1.23	0.90	1.33	0.84	1.24	0.00	0.60	1.88	1.24	
0.00	0.75	1.19	1.08	0.03	0.00	0.01	2.07	1.61	1.58	3.91	4.34	3.11	0.00	1.22	1.21	0.89	1.40	0.80	1.22	0.00	0.58	1.90	1.20	
0.00	0.65	1.21	1.07	0.03	0.00	0.01	2.31	1.71	1.40	4.42	4.22	3.16	0.00	1.27	1.24	0.84	1.45	0.77	1.14	0.00	0.54	1.89	1.14	
0.00	0.55	1.22	1.08	0.03	0.00	0.01	2.57	1.82	1.30	4.86	4.02	3.22	0.00	1.32	1.29	0.80	1.48	0.77	1.13	0.00	0.51	1.88	1.08	
0.00	0.55	1.22	1.13	0.03	0.00	0.01	2.73	1.85	1.25	5.11	3.78	3.30	0.00	1.34	1.29	0.80	1.51	0.79	1.14	0.00	0.52	1.88	1.09	
0.00	0.56	1.21	1.14	0.03	0.00	0.01	2.79	1.83	1.28	5.17	3.54	3.38	0.00	1.35	1.27	0.83	1.52	0.81	1.18	0.00	0.54	1.85	1.12	
0.00	0.58	1.18	1.14	0.03	0.00	0.01	2.81	1.77	1.30	5.09	3.42	3.49	0.00	1.36	1.24	0.88	1.52	0.83	1.23	0.00	0.55	1.80	1.16	
0.00	0.60	1.13	1.12	0.03	0.00	0.01	2.75	1.67	1.36	4.82	3.41	3.53	0.00	1.38	1.18	0.92	1.48	0.84	1.25	0.00	0.58	1.71	1.24	
0.00	0.63	1.07	1.12	0.03	0.00	0.01	2.65	1.54	1.44	4.49	3.51	3.52	0.00	1.40	1.12	0.93	1.42	0.82	1.29	0.00	0.62	1.59	1.33	
0.00	0.65	0.99	1.12	0.03	0.00	0.01	2.55	1.40	1.53	4.11	3.60	3.44	0.00	1.44	1.03	0.94	1.31	0.79	1.35	0.00	0.62	1.42	1.43	
0.00	0.68	0.92	1.15	0.03	0.00	0.01	2.45	1.26	1.63	3.71	3.59	3.45	0.00	1.48	0.93	0.93	1.20	0.76	1.44	0.00	0.65	1.26	1.50	
0.00	0.69	0.85	1.21	0.03	0.00	0.01	2.38	1.13	1.75	3.33	3.50	3.48	0.00	1.51	0.85	0.91	1.08	0.75	1.57	0.00	0.65	1.12	1.54	
0.00	0.68	0.81	1.28	0.03	0.00	0.01	2.32	1.04	1.83	3.00	3.36	3.52	0.00	1.53	0.80	0.90	0.98	0.75	1.73	0.00	0.62	1.01	1.55	
0.00	0.69	0.80	1.34	0.03	0.00	0.01	2.24	0.97	1.88	2.71	3.20	3.48	0.00	1.57	0.78	0.88	0.93	0.77	1.86	0.00	0.60	0.92	1.51	
0.00	0.71	0.81	1.42	0.03	0.00	0.01	2.16	0.95	1.90	2.54	3.00	3.38	0.00	1.61	0.79	0.87	0.93	0.82	1.95	0.00	0.60	0.87	1.48	
0.00	0.70	0.82	1.51	0.03	0.00	0.01	2.09	0.95	1.93	2.48	2.80	3.19	0.00	1.65	0.80	0.86	0.95	0.87	2.02	0.00	0.59	0.82	1.45	
0.00	0.70	0.83	1.55	0.03	0.00	0.01	2.04	0.96	1.95	2.55	2.59	2.96	0.00	1.67	0.82	0.86	0.97	0.92	2.06	0.00	0.58	0.79	1.37	
0.00	0.70	0.83	1.56	0.03	0.00	0.01	1.99	0.97	1.95	2.72	2.40	2.75	0.00	1.68	0.83	0.85	1.00	0.98	2.08	0.00	0.58	0.76	1.31	
0.00	0.69	0.83	1.56	0.03	0.00	0.01	1.96	0.99	1.95	2.99	2.20	2.53	0.00	1.69	0.83	0.84	1.04	1.05	2.09	0.00	0.58	0.73	1.24	
0.00	0.69	0.82	1.57	0.03	0.00	0.01	1.93	1.01	1.94	3.30	1.99	2.39	0.00	1.69	0.83	0.84	1.08	1.13	2.10	0.00	0.59	0.70	1.20	
0.00	0.69	0.80	1.56	0.03	0.00	0.01	1.91	1.02	1.93	3.63	1.80	2.26	0.00	1.69	0.81	0.87	1.11	1.22	2.10	0.00	0.59	0.67	1.16	
0.00	0.68	0.77	1.55	0.03	0.00	0.01	1.89	1.04	1.92	3.99	1.64	2.25	0.00	1.67	0.80	0.88	1.13	1.33	2.12	0.00	0.58	0.65	1.12	
0.00	0.69	0.73	1.52	0.03	0.00	0.01	1.87	1.05	1.91	4.35	1.46	2.32	0.00	1.65	0.79	0.91	1.15	1.45	2.14	0.00	0.59	0.63	1.09	
0.00	0.69	0.70	1.50	0.03	0.00	0.01	1.86	1.07	1.90	4.70	1.33	2.36	0.00	1.62	0.77	0.94	1.16	1.57	2.15	0.00	0.60	0.63	1.06	
0.00	0.70	0.67	1.49	0.03	0.00	0.01	1.87	1.09	1.89	5.04	1.22	2.42	0.00	1.59	0.75	0.98	1.14	1.67	2.16	0.00	0.61	0.64	1.04	
0.00	0.70	0.64	1.46	0.03	0.00	0.01	1.87	1.10	1.88	5.35	1.15	2.50	0.00	1.55	0.74	0.99	1.10	1.78	2.16	0.00	0.62	0.66	1.04	
0.00	0.70	0.63	1.43	0.03	0.00	0.01	1.85	1.11	1.85	5.59	1.14	2.57	0.00	1.50	0.74	1.02	1.05	1.88	2.17	0.00	0.62	0.70	1.03	
0.00	0.70	0.62	1.41	0.03	0.00	0.01	1.81	1.12	1.80	5.74	1.18	2.62	0.00	1.47	0.77	1.05	0.98	1.96	2.17	0.00	0.63	0.75	1.03	
0.00	0.69	0.63	1.40	0.03	0.00	0.01	1.76	1.12	1.75	5.80	1.24	2.62	0.00	1.42	0.81	1.08	0.91	2.04	2.17	0.00	0.63	0.82	1.04	
0.00	0.68	0.65	1.39	0.03	0.00	0.02	1.67	1.11	1.69	5.74	1.24	2.62	0.00	1.39	0.86	1.10	0.83	2.10	2.15	0.00	0.62	0.89	1.05	
0.00	0.67	0.69	1.37	0.03	0.00	0.02	1.56	1.09	1.62	5.51	1.20	2.65	0.00	1.37	0.92	1.12	0.77	2.17	2.13	0.00	0.60	0.97	1.06	
0.00	0.65	0.73	1.37	0.03	0.00	0.02	1.43	1.07	1.54	5.14	1.18	2.66	0.00	1.36	0.96	1.14	0.72	2.22	2.12	0.00	0.58	1.02	1.08	
0.00	0.64	0.74	1.37	0.03	0.00	0.02	1.30	1.04	1.44	4.63	1.20	2.54	0.00	1.36	0.98	1.14	0.69	2.26	2.07	0.00	0.54	1.04	1.09	
0.00	0.64	0.71	1.37	0.03	0.00	0.02	1.18	1.01	1.30	4.03	1.23	2.22	0.00	1.36	0.94	1.15	0.66	2.30	2.04	0.00	0.51	1.00	1.09	
0.00	0.65	0.67	1.37	0.03	0.00	0.02	1.08	0.99	1.16	3.31	1.22	1.78	0.00	1.37	0.91	1.14	0.66	2.34	2.02	0.00	0.49	0.94	1.08	
0.00	0.69	0.64	1.37	0.03	0.00	0.02	0.99	0.96	1.12	2.42	1.28	1.40	0.00	1.38	0.91	1.13	0.68	2.39	1.98	0.00	0.48	0.88	1.08	
0.00	0.74	0.63	1.37	0.03	0.00	0.02	0.92	0.90	1.14	1.45	1.30	1.24	0.00	1.41	0.93	1.12	0.72	2.42	1.90	0.00	0.51	0.84	1.06	
