gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	157.66	6.33	31.96	5.85	
2.00	158.53	6.31	32.11	0.13	
3.00	165.63	6.61	33.50	0.04	
4.00	172.42	6.94	34.85	0.52	
5.00	180.14	7.22	36.45	4.30	
6.00	172.41	6.88	34.92	7.22	
7.00	127.82	5.11	25.90	8.37	
8.00	75.16	3.01	15.25	8.69	
9.00	36.15	1.48	7.36	10.33	
10.00	9.26	0.39	1.79	13.97	
11.00	0.42	0.04	0.06	16.60	
12.00	0.00	0.00	0.00	20.20	
13.00	0.00	0.00	0.00	22.24	
14.00	0.00	0.00	0.00	27.44	
15.00	4.06	0.17	0.84	21.38	
16.00	29.37	1.19	5.96	24.99	
17.00	44.34	1.77	8.99	35.24	
18.00	116.42	4.65	23.49	19.93	
19.00	187.16	7.45	37.90	36.52	
20.00	330.38	13.17	66.89	27.64	
21.00	543.13	21.66	109.97	11.34	
22.00	788.08	31.40	159.55	0.42	
23.00	1017.67	40.54	206.08	0.00	
24.00	1196.83	47.65	242.18	0.00	
25.00	1334.89	53.14	270.06	0.00	
26.00	1432.86	57.05	289.97	0.00	
27.00	1525.95	60.75	308.71	0.00	
28.00	1604.58	63.88	324.61	0.00	
29.00	1657.60	66.02	335.47	0.00	
30.00	1688.81	67.24	341.82	0.00	
31.00	1700.93	67.71	344.10	0.00	
32.00	1695.91	67.52	343.17	0.00	
33.00	1687.74	67.20	341.51	0.00	
34.00	1689.28	67.25	341.81	0.00	
35.00	1698.83	67.64	343.77	0.00	
36.00	1712.90	68.18	346.53	0.00	
37.00	1720.52	68.49	348.07	0.00	
38.00	1723.02	68.60	348.62	0.00	
39.00	1733.55	69.04	350.92	0.00	
40.00	1740.92	69.34	352.47	0.00	
41.00	1739.37	69.28	352.21	0.00	
42.00	1744.33	69.42	352.79	0.00	
43.00	1760.85	70.10	356.26	0.00	
44.00	1789.06	71.22	361.95	0.00	
45.00	1829.28	72.83	370.09	0.00	
46.00	1884.09	75.01	381.25	0.00	
47.00	1932.37	76.94	391.04	0.00	
48.00	1969.19	78.40	398.49	0.00	
49.00	2001.61	79.68	405.03	0.00	
50.00	2020.06	80.42	408.75	0.00	
51.00	2017.23	80.31	408.16	0.00	
52.00	1993.59	79.37	403.39	0.00	
53.00	1949.95	77.64	394.54	0.00	
54.00	1884.05	75.01	381.25	0.00	
55.00	1805.12	71.87	365.27	0.00	
56.00	1714.25	68.25	346.86	0.00	
57.00	1602.39	63.81	324.24	0.00	
58.00	1471.84	58.62	297.98	0.00	
59.00	1319.16	52.54	267.09	0.00	
60.00	1143.48	45.51	231.26	0.00	
61.00	957.53	38.14	193.81	0.01	
62.00	778.97	31.02	157.60	3.84	
63.00	626.19	24.94	126.77	15.88	
64.00	493.46	19.66	99.91	21.16	
65.00	376.95	15.02	76.33	23.82	
66.00	268.80	10.75	54.41	26.78	
67.00	182.33	7.28	36.97	30.77	
68.00	112.06	4.49	22.71	33.57	
69.00	64.59	2.60	13.12	43.52	
70.00	44.26	1.77	8.98	56.31	
71.00	40.35	1.61	8.19	69.88	
72.00	39.78	1.59	8.07	69.80	
73.00	36.56	1.47	7.37	64.49	
74.00	22.76	0.95	4.64	52.79	
75.00	10.93	0.45	2.22	40.90	
76.00	0.09	0.01	0.02	43.33	
77.00	0.00	0.00	0.00	49.56	
78.00	0.07	0.02	0.04	25.49	
79.00	5.86	0.26	1.13	17.20	
80.00	3.30	0.13	0.65	18.46	
81.00	0.46	0.05	0.11	19.97	
82.00	0.00	0.00	0.00	21.35	
83.00	0.00	0.00	0.00	20.14	
84.00	0.51	0.04	0.08	17.58	
85.00	3.90	0.18	0.75	16.86	
86.00	11.74	0.46	2.39	16.50	
87.00	29.65	1.20	6.05	15.56	
88.00	49.88	2.00	10.10	14.74	
89.00	56.22	2.26	11.38	12.51	
90.00	64.78	2.59	13.12	9.45	
91.00	83.40	3.39	16.82	5.50	
92.00	115.91	4.65	23.46	6.67	
93.00	156.63	6.29	31.64	6.45	
94.00	194.94	7.80	39.44	0.06	
95.00	207.06	8.29	41.93	2.98	
96.00	218.01	8.72	44.17	12.30	
97.00	225.55	9.05	45.75	10.76	
98.00	227.94	9.13	46.17	11.08	
99.00	233.62	9.36	47.37	10.35	
100.00	232.90	9.32	47.11	10.18	
