gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	7.72	0.32	1.45	19.24	
0.00	7.59	0.28	1.47	15.02	
0.00	7.99	0.32	1.60	54.41	
0.00	2.44	0.10	0.48	66.98	
0.00	0.00	0.00	0.00	37.62	
0.00	0.43	0.02	0.09	51.97	
0.00	15.45	0.63	3.15	78.70	
0.00	55.58	2.23	11.32	58.61	
0.00	92.98	3.71	18.90	25.93	
0.00	114.12	4.54	23.13	7.48	
0.00	129.39	5.15	26.26	0.02	
0.00	143.22	5.69	28.99	0.01	
0.00	156.80	6.23	31.72	0.01	
0.00	170.06	6.76	34.40	0.00	
0.00	183.80	7.31	37.18	0.00	
0.00	198.72	7.90	40.17	0.00	
0.00	214.13	8.52	43.29	0.00	
0.00	228.39	9.08	46.18	0.00	
0.00	240.71	9.57	48.56	0.00	
0.00	251.02	9.98	50.74	0.00	
0.00	259.85	10.33	52.47	0.00	
0.00	266.78	10.61	53.89	0.00	
0.00	271.66	10.80	54.84	0.00	
0.00	273.85	10.90	55.35	0.00	
0.00	272.86	10.86	55.14	0.00	
0.00	268.77	10.69	54.29	0.00	
0.00	262.04	10.43	53.00	0.00	
0.00	253.34	10.08	51.20	0.00	
0.00	242.81	9.67	49.13	0.00	
0.00	231.80	9.22	46.86	0.00	
0.00	221.39	8.82	44.81	0.00	
0.00	212.47	8.47	43.06	0.00	
0.00	205.23	8.18	41.62	0.00	
0.00	199.40	7.95	40.40	0.00	
0.00	194.29	7.74	39.39	0.00	
0.00	189.75	7.55	38.38	0.00	
0.00	185.62	7.39	37.58	0.00	
0.00	182.26	7.25	36.83	0.00	
0.00	179.29	7.14	36.28	0.00	
0.00	176.15	7.01	35.69	0.00	
0.00	172.07	6.85	34.84	0.00	
0.00	166.39	6.63	33.70	0.00	
0.00	158.58	6.31	32.10	0.00	
0.00	148.29	5.90	30.01	0.00	
0.00	136.03	5.42	27.53	0.00	
0.00	123.34	4.91	24.96	0.00	
0.00	112.32	4.48	22.73	0.00	
0.00	104.70	4.17	21.19	0.00	
0.00	100.45	4.00	20.33	0.00	
0.00	98.38	3.92	19.91	0.00	
0.00	97.25	3.88	19.69	0.00	
0.00	96.18	3.83	19.47	0.00	
0.00	95.20	3.80	19.27	0.00	
0.00	95.89	3.82	19.41	0.00	
0.00	100.62	4.01	20.36	0.00	
0.00	112.97	4.50	22.86	0.00	
0.00	134.37	5.35	27.19	0.00	
0.00	162.92	6.49	32.99	0.00	
0.00	193.90	7.72	39.25	0.00	
0.00	219.55	8.74	44.44	0.00	
0.00	230.59	9.18	46.69	0.00	
0.00	221.55	8.81	44.77	0.00	
0.00	191.22	7.61	38.66	0.00	
0.00	145.34	5.78	29.42	0.00	
0.00	94.88	3.77	19.23	0.00	
0.00	55.77	2.21	11.28	0.01	
0.00	42.41	1.68	8.53	0.01	
0.00	46.05	1.84	9.28	0.01	
0.00	49.55	1.98	10.03	0.01	
0.00	48.41	1.97	9.84	0.01	
0.00	42.54	1.75	8.66	0.02	
0.00	33.66	1.40	6.89	0.02	
0.00	24.21	1.02	4.97	0.03	
0.00	16.68	0.71	3.48	0.03	
0.00	12.64	0.50	2.68	0.06	
0.00	11.29	0.41	2.40	0.08	
0.00	10.89	0.38	2.32	0.10	
0.00	10.48	0.38	2.33	0.10	
0.00	10.03	0.34	2.28	0.14	
0.00	9.60	0.33	2.19	0.23	
0.00	9.27	0.30	2.08	0.44	
0.00	8.88	0.29	1.99	0.79	
0.00	8.43	0.26	1.83	1.32	
0.00	7.90	0.27	1.62	1.90	
0.00	7.17	0.26	1.37	2.67	
0.00	6.11	0.26	1.05	3.57	
0.00	5.14	0.24	0.70	4.42	
0.00	4.10	0.23	0.49	5.16	
0.00	3.06	0.20	0.40	5.77	
0.00	2.32	0.16	0.30	6.21	
0.00	1.71	0.13	0.30	6.50	
0.00	1.35	0.10	0.18	6.75	
0.00	0.96	0.09	0.12	7.33	
0.00	0.41	0.06	0.13	8.46	
0.00	0.06	0.03	0.05	9.99	
0.00	0.00	0.00	0.00	11.21	
0.00	0.00	0.00	0.00	10.12	
0.00	0.11	0.00	0.02	11.09	
0.00	3.52	0.14	0.61	21.65	
0.00	8.41	0.34	1.64	19.14	
