gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	29.70	22.09	13.60	58.37	138.22	67.26	12.06	10.05	2.37	10.53	8.98	1.52	20.90	11.65	11.02	6.09	7.06	3.86	1.20	2.32	0.65	0.01	0.05	
0.00	29.10	20.81	11.77	50.32	131.61	56.81	10.19	7.93	2.33	9.90	8.79	1.55	23.56	10.39	8.92	5.80	5.75	3.62	1.61	2.26	0.63	0.01	0.05	
0.00	29.61	17.40	10.27	48.97	137.32	44.92	9.07	7.11	2.41	12.08	9.34	2.05	22.33	10.48	6.72	6.09	8.64	3.73	2.76	2.22	1.21	0.01	0.08	
0.00	20.27	16.65	9.43	61.30	109.15	43.43	7.67	7.29	2.51	13.94	9.24	1.90	16.71	7.44	5.52	4.72	9.24	3.89	2.72	2.34	1.83	0.01	0.04	
0.00	23.49	15.16	7.89	52.23	81.81	41.53	9.32	6.03	2.66	14.06	8.87	2.08	18.56	9.32	4.87	5.80	5.69	4.37	2.30	2.47	1.68	0.01	0.05	
0.00	20.82	18.66	7.89	46.78	95.44	51.69	7.98	5.83	2.90	10.99	7.70	2.04	16.69	9.00	5.59	5.42	5.91	4.94	1.87	2.73	2.07	0.01	0.03	
0.00	20.86	13.05	8.59	69.69	87.38	41.28	7.25	5.81	2.87	9.27	8.63	2.43	13.76	8.55	5.04	4.71	4.48	5.57	1.55	2.91	2.04	0.01	0.05	
0.00	18.81	12.19	10.86	59.74	89.88	43.39	7.71	8.37	2.77	9.64	8.63	2.42	12.99	7.25	4.64	4.80	4.60	5.89	2.87	2.98	2.78	0.01	0.04	
0.00	18.00	10.64	8.43	64.29	81.03	31.97	7.11	7.55	2.52	10.52	4.87	2.81	13.97	6.86	4.39	4.52	4.70	6.03	4.64	2.85	2.85	0.01	0.04	
0.00	15.41	9.23	9.44	54.86	82.87	46.38	9.41	6.92	2.23	8.57	10.28	3.40	16.18	6.41	3.93	5.25	6.06	6.14	5.03	2.68	2.95	0.02	0.03	
0.00	15.38	11.00	8.94	49.64	93.00	45.39	8.27	6.93	2.30	11.21	8.18	3.56	13.95	9.48	4.64	4.04	5.52	6.15	4.94	2.26	2.99	0.02	0.02	
0.00	19.70	12.28	9.90	52.25	92.65	47.49	7.00	6.71	2.44	7.81	5.16	3.66	18.79	12.14	4.47	3.79	5.91	6.03	4.66	1.63	2.95	0.02	0.01	
0.00	19.73	12.76	8.92	72.72	96.17	52.06	7.73	5.44	1.99	8.57	6.20	3.71	18.87	11.26	4.80	4.67	6.56	5.61	4.82	1.04	2.92	0.01	0.01	
0.00	23.00	12.43	10.53	83.71	84.11	46.52	8.37	5.91	2.33	7.23	6.13	3.49	19.53	13.43	6.93	5.00	6.54	4.94	5.27	0.81	2.87	0.02	0.01	
0.00	27.52	14.34	10.66	92.12	118.53	51.47	7.23	7.67	2.16	6.74	5.20	3.15	24.68	12.89	8.96	4.15	6.09	3.31	5.92	0.86	2.82	0.02	0.01	
0.00	26.96	17.42	12.81	83.19	120.99	81.98	7.60	8.59	2.63	7.96	5.92	2.93	24.96	10.79	8.02	3.87	6.20	1.26	6.73	0.35	2.77	0.04	0.01	
0.00	34.86	27.38	22.96	104.92	129.50	179.43	8.24	10.24	2.90	8.01	6.66	2.90	30.82	12.51	9.45	3.19	6.69	1.05	7.47	0.34	2.75	0.05	0.01	
0.00	60.53	101.38	84.34	154.77	210.22	709.83	13.92	29.23	4.10	14.30	16.99	3.11	35.54	36.70	11.01	3.41	7.13	1.32	8.01	0.39	2.68	0.07	0.01	
0.00	68.88	153.02	119.83	177.79	240.77	1021.87	15.40	43.10	4.87	16.05	26.48	4.72	39.15	56.90	11.93	3.28	6.96	0.85	8.32	0.38	2.66	0.04	0.01	
0.00	83.47	160.04	125.52	198.20	264.46	1080.81	19.52	44.14	5.88	19.51	28.12	4.77	40.16	62.26	10.55	3.64	7.56	0.57	8.48	0.44	2.60	0.02	0.01	
0.00	137.75	228.67	196.15	353.41	346.18	1649.61	27.44	64.69	7.67	30.04	39.20	6.61	49.93	91.12	12.90	3.31	8.08	0.48	8.48	0.63	2.46	0.02	0.01	
0.00	163.46	310.63	259.48	483.96	430.77	2198.75	32.90	88.15	8.81	36.19	56.74	8.96	50.21	124.85	13.21	3.91	7.97	0.57	8.41	0.78	2.42	0.01	0.01	
0.00	161.71	329.22	267.46	505.58	490.15	2282.90	34.45	93.38	8.18	35.57	61.38	9.02	42.82	132.24	11.51	5.03	10.03	0.69	8.35	0.71	2.09	0.02	0.01	
0.00	171.10	331.11	273.73	530.50	514.89	2341.50	36.26	93.62	9.07	36.86	61.85	10.51	46.94	132.77	13.82	5.14	8.30	0.69	8.30	0.82	2.09	0.02	0.01	
0.00	187.43	356.24	284.88	592.77	476.74	2443.90	38.53	100.74	8.43	40.78	69.76	10.10	55.11	142.05	9.36	4.87	8.90	0.63	8.46	0.73	1.89	0.02	0.01	
0.00	181.55	348.64	280.70	607.59	423.49	2411.13	37.18	97.94	8.94	37.82	69.84	10.35	56.56	139.01	9.89	3.77	8.90	0.73	8.44	0.79	1.58	0.02	0.01	
0.00	130.93	280.97	216.17	488.82	326.32	1866.85	23.95	79.89	5.41	28.33	59.09	8.51	45.67	110.85	8.38	4.01	6.96	0.59	8.37	0.52	1.42	0.02	0.01	
0.00	74.36	151.77	112.01	261.08	195.14	960.06	13.50	44.02	2.76	15.37	33.59	4.24	31.24	59.18	4.46	3.13	6.64	0.33	8.23	0.23	1.48	0.01	0.00	
0.00	42.83	38.46	27.14	94.89	109.73	221.98	9.81	10.79	2.46	9.23	9.75	2.35	33.69	16.39	5.21	2.84	6.27	0.24	7.97	0.13	1.52	0.01	0.01	
0.00	40.31	16.28	14.11	84.50	95.04	94.03	8.39	6.24	2.16	7.93	5.53	2.00	33.89	8.27	4.82	2.64	6.20	0.28	7.72	0.13	1.58	0.01	0.01	
0.00	31.39	13.15	10.82	81.11	109.75	54.17	8.01	4.33	1.93	7.60	4.24	1.92	26.43	9.67	4.44	2.71	5.56	0.30	7.42	0.11	1.60	0.01	0.01	
0.00	29.42	10.35	12.20	116.89	111.12	53.75	9.04	4.94	2.55	8.49	4.33	1.93	25.41	7.49	5.62	3.93	5.84	0.41	7.12	0.52	1.66	0.02	0.01	
0.00	38.93	10.48	10.77	114.28	114.73	52.41	9.86	6.02	2.80	6.76	3.70	1.82	33.17	7.41	5.13	4.16	5.95	0.61	6.75	0.90	1.68	0.02	0.01	
0.00	34.00	11.12	12.41	91.16	109.11	51.04	11.42	6.65	2.93	6.42	4.22	1.86	31.05	9.20	5.25	5.30	5.28	0.58	6.32	0.91	1.71	0.02	0.01	
0.00	44.74	11.70	9.71	99.83	111.25	41.91	11.46	6.99	3.07	6.88	3.79	1.96	37.55	8.47	6.73	5.51	4.11	0.42	5.85	0.90	1.68	0.01	0.01	
0.00	43.08	13.35	7.48	77.58	110.32	39.70	10.30	6.99	3.07	7.62	4.13	1.89	35.18	8.29	5.80	4.36	4.40	0.31	5.33	0.85	1.62	0.01	0.01	
0.00	33.22	11.15	7.98	67.05	102.39	42.94	6.46	5.74	2.59	8.31	3.86	2.10	28.24	8.54	5.83	2.54	4.05	0.24	5.10	0.77	1.61	0.01	0.01	
0.00	38.16	10.44	8.57	65.06	103.60	41.85	5.45	5.61	2.26	7.52	4.69	2.12	32.57	7.46	5.91	2.24	4.37	0.39	4.91	0.61	1.56	0.01	0.01	
0.00	36.92	13.31	8.08	66.51	110.07	50.44	4.21	6.02	1.98	10.12	6.13	2.08	33.53	7.41	4.55	2.28	4.40	0.55	4.68	0.41	1.60	0.01	0.01	
0.00	47.48	15.67	10.66	74.14	110.19	68.94	4.04	5.80	1.92	13.80	6.78	2.41	37.53	9.70	4.21	2.35	4.55	0.70	4.41	0.19	1.60	0.01	0.01	
0.00	46.99	21.42	14.16	75.86	107.49	109.56	6.18	8.16	2.31	18.34	9.06	2.73	29.49	11.38	5.36	3.51	5.34	0.92	4.12	0.16	1.61	0.01	0.01	
0.00	42.47	24.66	15.19	76.07	108.07	118.31	6.20	7.32	1.92	19.46	10.73	3.17	29.82	10.49	4.58	3.15	3.82	0.97	3.73	0.39	1.61	0.01	0.01	
0.00	39.36	23.66	14.01	72.84	113.72	115.53	7.33	9.37	2.41	22.56	9.24	2.73	28.44	9.78	4.03	2.93	4.77	1.05	3.66	0.57	1.64	0.01	0.01	
0.00	32.76	20.89	11.28	63.98	119.10	84.84	8.69	10.16	2.31	17.74	8.14	2.43	25.72	9.38	3.99	4.04	4.83	1.10	4.05	0.69	1.65	0.01	0.01	
0.00	38.67	19.77	10.10	70.82	104.57	76.99	10.75	10.49	2.10	13.97	7.43	2.15	30.39	9.78	5.56	4.68	4.99	1.15	4.58	0.90	1.76	0.03	0.01	
0.00	34.75	16.45	11.41	64.10	97.16	61.40	7.91	11.39	2.12	13.97	5.60	2.31	28.11	8.96	4.85	4.47	5.46	1.17	5.11	1.00	1.89	0.02	0.01	
0.00	45.14	20.60	15.77	86.77	92.56	114.30	8.74	11.10	2.22	18.91	7.83	2.68	33.60	9.60	5.56	6.87	5.16	1.19	5.24	1.22	2.01	0.02	0.01	
0.00	55.23	19.27	16.57	110.84	106.27	105.45	12.17	10.47	2.31	18.38	7.30	3.04	41.31	13.22	5.37	10.08	6.41	1.61	5.24	1.45	2.20	0.04	0.01	
0.00	61.66	17.67	16.81	106.51	103.85	81.73	8.60	10.02	2.01	11.18	6.26	2.48	47.94	13.05	4.92	7.37	5.76	1.53	4.83	1.40	2.29	0.05	0.02	
0.00	45.00	29.54	11.13	87.43	108.86	98.32	13.53	14.14	2.73	11.72	5.35	2.25	36.84	14.15	7.22	4.97	6.64	1.58	4.60	1.48	2.39	0.06	0.01	
0.00	50.60	22.64	16.31	80.89	129.12	90.93	20.82	11.84	2.67	11.13	5.55	2.15	34.53	13.00	7.54	8.53	6.34	2.60	4.59	1.86	2.46	0.06	0.01	
0.00	49.76	27.97	15.50	95.11	147.04	89.56	22.49	19.70	1.72	13.76	5.31	2.38	36.49	11.94	7.99	11.12	6.32	3.73	4.94	1.75	2.41	0.09	0.01	
0.00	50.31	28.68	15.91	82.24	120.52	122.96	24.25	17.55	2.48	17.48	6.08	2.93	30.71	10.70	9.43	9.66	6.61	3.44	5.61	1.77	2.35	0.06	0.01	
0.00	52.39	26.96	17.47	89.23	145.34	135.79	28.22	12.85	3.65	26.49	8.19	3.23	33.18	13.96	8.19	8.21	7.00	3.17	6.34	1.97	2.23	0.05	0.01	
0.00	60.65	27.79	17.62	76.87	141.91	131.63	21.15	14.78	3.21	26.74	8.04	3.37	33.33	11.56	7.05	8.80	6.18	3.26	7.17	2.58	2.11	0.05	0.01	
0.00	54.76	36.11	16.20	78.30	157.81	131.93	10.72	20.90	4.22	26.90	6.56	3.36	34.03	13.80	9.15	7.40	5.50	3.64	7.94	2.40	1.93	0.08	0.01	
0.00	48.59	26.46	15.28	77.42	172.19	108.22	10.67	13.65	4.55	20.96	6.42	2.86	32.61	10.88	7.53	5.90	5.77	3.31	8.95	2.80	1.68	0.07	0.01	
0.00	52.79	24.60	15.29	88.45	164.21	76.98	9.95	14.40	3.40	16.76	4.96	2.77	34.22	10.46	8.07	7.52	5.13	4.22	9.99	2.90	1.50	0.06	0.01	
0.00	45.80	29.66	19.20	199.87	306.50	68.34	11.76	12.21	3.22	28.88	8.56	2.46	33.13	14.14	9.20	12.77	7.99	4.86	11.11	2.69	1.45	0.06	0.02	
