gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	127.95	5.07	25.92	15.06	
0.00	133.44	5.37	27.07	0.25	
0.00	139.02	5.57	28.24	0.03	
0.00	173.03	6.84	35.10	0.71	
0.00	200.46	7.97	40.63	5.49	
0.00	197.44	7.86	39.98	7.34	
0.00	166.05	6.62	33.62	8.54	
0.00	131.70	5.27	26.77	9.04	
0.00	79.29	3.17	16.06	8.60	
0.00	20.76	0.84	4.24	8.25	
0.00	1.10	0.09	0.14	6.63	
0.00	0.00	0.00	0.00	2.42	
0.00	0.00	0.00	0.00	2.38	
0.00	0.00	0.00	0.00	14.01	
0.00	10.70	0.45	2.20	3.54	
0.00	77.42	3.14	15.71	11.87	
0.00	116.88	4.66	23.70	22.68	
0.00	232.37	9.25	47.07	18.45	
0.00	346.77	13.81	70.19	42.31	
0.00	488.23	19.44	98.79	32.86	
0.00	617.21	24.55	124.86	23.80	
0.00	641.51	25.52	129.75	1.09	
0.00	572.87	22.81	115.95	0.00	
0.00	482.38	19.20	97.61	0.00	
0.00	369.07	14.69	74.64	0.00	
0.00	316.12	12.59	64.00	0.00	
0.00	317.90	12.67	64.39	0.00	
0.00	325.44	12.95	65.80	0.00	
0.00	306.87	12.22	62.06	0.00	
0.00	299.04	11.89	60.40	0.00	
0.00	324.37	12.93	65.69	0.00	
0.00	355.04	14.13	71.83	0.00	
0.00	377.42	15.03	76.37	0.00	
0.00	388.73	15.47	78.64	0.00	
0.00	392.06	15.61	79.33	0.00	
0.00	382.30	15.23	77.41	0.00	
0.00	375.53	14.96	76.05	0.00	
0.00	369.24	14.70	74.72	0.00	
0.00	372.99	14.85	75.42	0.00	
0.00	392.41	15.60	79.23	0.00	
0.00	408.95	16.27	82.61	0.00	
0.00	416.94	16.61	84.50	0.00	
0.00	428.64	17.07	86.76	0.00	
0.00	437.02	17.40	88.49	0.00	
0.00	441.72	17.59	89.44	0.00	
0.00	444.70	17.70	89.99	0.00	
0.00	453.18	18.04	91.68	0.00	
0.00	465.63	18.54	94.20	0.00	
0.00	473.58	18.86	95.82	0.00	
0.00	488.07	19.43	98.76	0.00	
0.00	491.82	19.58	99.53	0.00	
0.00	485.93	19.34	98.33	0.00	
0.00	485.56	19.33	98.26	0.00	
0.00	487.23	19.39	98.58	0.00	
0.00	496.84	19.78	100.52	0.00	
0.00	518.77	20.66	104.97	0.00	
0.00	541.12	21.55	109.48	0.00	
0.00	553.32	22.02	111.89	0.00	
0.00	545.02	21.69	110.27	0.00	
0.00	525.28	20.90	106.24	0.00	
0.00	487.79	19.40	98.69	0.01	
0.00	422.13	16.80	85.47	10.11	
0.00	344.99	13.73	69.81	41.85	
0.00	280.69	11.17	56.82	55.77	
0.00	231.61	9.22	46.87	62.77	
0.00	190.56	7.57	38.70	70.01	
0.00	153.72	6.13	31.14	75.91	
0.00	122.44	4.88	24.80	80.88	
0.00	103.44	4.13	20.98	81.64	
0.00	102.34	4.08	20.75	85.57	
0.00	106.38	4.25	21.58	86.82	
0.00	104.86	4.19	21.26	81.88	
0.00	90.95	3.63	18.43	86.17	
0.00	58.80	2.37	11.96	76.15	
0.00	22.84	0.94	4.67	68.98	
0.00	0.23	0.01	0.04	55.23	
0.00	0.00	0.00	0.00	45.46	
0.00	0.17	0.04	0.10	4.19	
0.00	11.58	0.48	2.35	9.96	
0.00	8.71	0.34	1.70	7.42	
0.00	1.22	0.13	0.28	7.35	
0.00	0.00	0.00	0.00	4.84	
0.00	0.00	0.00	0.00	3.77	
0.00	1.34	0.10	0.21	7.92	
0.00	7.58	0.32	1.53	9.62	
0.00	21.66	0.86	4.42	9.49	
0.00	52.59	2.13	10.73	9.14	
0.00	86.57	3.46	17.53	8.73	
0.00	100.07	3.98	20.26	9.07	
0.00	108.31	4.32	21.96	9.34	
0.00	120.91	4.80	24.53	9.06	
0.00	132.25	5.26	26.87	11.45	
0.00	147.74	5.88	30.11	11.19	
0.00	147.65	5.89	29.99	0.08	
0.00	145.64	5.78	29.58	7.44	
0.00	149.62	5.96	30.29	25.11	
0.00	153.10	6.07	31.00	27.52	
0.00	155.23	6.14	31.44	28.99	
0.00	158.81	6.28	32.16	27.08	
0.00	162.95	6.45	33.11	26.66	
