gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	29.12	1.18	5.96	15.92	
0.00	32.28	1.32	6.60	5.80	
0.00	37.09	1.50	7.60	17.20	
0.00	40.97	1.65	8.39	29.00	
0.00	42.89	1.73	8.74	35.55	
0.00	79.76	3.19	16.21	30.87	
0.00	145.33	5.78	29.44	19.09	
0.00	209.29	8.33	42.36	8.74	
0.00	261.01	10.39	52.80	0.00	
0.00	295.23	11.75	59.70	0.00	
0.00	310.73	12.38	62.88	0.00	
0.00	313.75	12.50	63.52	0.00	
0.00	307.46	12.25	62.26	0.00	
0.00	293.44	11.69	59.38	0.00	
0.00	272.86	10.87	55.21	0.00	
0.00	251.94	10.03	50.98	0.00	
0.00	232.50	9.25	47.04	0.00	
0.00	214.99	8.56	43.50	0.00	
0.00	199.26	7.93	40.31	0.00	
0.00	185.95	7.40	37.62	0.00	
0.00	173.89	6.92	35.18	0.00	
0.00	163.38	6.50	33.05	0.00	
0.00	155.03	6.17	31.37	0.00	
0.00	149.23	5.94	30.20	0.00	
0.00	145.84	5.80	29.51	0.00	
0.00	144.15	5.74	29.17	0.00	
0.00	143.80	5.72	29.10	0.00	
0.00	143.63	5.72	29.08	0.00	
0.00	142.75	5.69	28.90	0.00	
0.00	141.45	5.63	28.63	0.00	
0.00	141.40	5.63	28.62	0.00	
0.00	144.03	5.74	29.15	0.00	
0.00	151.03	6.01	30.57	0.00	
0.00	162.84	6.48	32.95	0.00	
0.00	177.32	7.05	35.84	0.00	
0.00	191.10	7.61	38.69	0.00	
0.00	200.73	8.00	40.65	0.00	
0.00	201.00	8.00	40.62	0.00	
0.00	191.23	7.61	38.65	0.00	
0.00	171.99	6.84	34.79	0.00	
0.00	145.94	5.81	29.52	0.00	
0.00	116.17	4.62	23.52	0.00	
0.00	87.51	3.47	17.71	0.01	
0.00	64.05	2.53	12.93	0.01	
0.00	48.38	1.92	9.76	0.01	
0.00	39.50	1.57	7.98	0.01	
0.00	34.62	1.40	7.05	0.01	
0.00	30.94	1.28	6.34	0.03	
0.00	26.69	1.11	5.49	0.05	
0.00	21.86	0.91	4.53	0.07	
0.00	17.21	0.69	3.62	0.10	
0.00	13.64	0.51	2.93	0.16	
0.00	11.21	0.39	2.49	0.28	
0.00	9.90	0.33	2.25	0.37	
0.00	9.32	0.30	2.11	0.43	
0.00	9.17	0.29	2.07	0.43	
0.00	9.16	0.29	2.05	0.39	
0.00	9.17	0.29	2.05	0.34	
0.00	9.13	0.29	2.04	0.29	
0.00	8.95	0.28	2.05	0.23	
0.00	8.73	0.28	2.03	0.15	
0.00	8.54	0.27	2.00	0.11	
0.00	8.37	0.26	1.99	0.10	
0.00	8.28	0.25	1.98	0.10	
0.00	8.22	0.25	1.97	0.11	
0.00	8.15	0.25	1.94	0.11	
0.00	8.05	0.24	1.90	0.12	
0.00	7.91	0.22	1.85	0.13	
0.00	7.72	0.21	1.78	0.17	
0.00	7.48	0.20	1.71	0.28	
0.00	7.24	0.20	1.61	0.51	
0.00	7.01	0.20	1.48	0.83	
0.00	6.72	0.21	1.34	1.29	
0.00	6.28	0.21	1.15	1.94	
0.00	5.69	0.22	0.99	2.73	
0.00	5.10	0.21	0.80	3.56	
0.00	4.55	0.21	0.60	4.34	
0.00	3.89	0.21	0.50	5.01	
0.00	3.25	0.19	0.38	5.61	
0.00	2.64	0.17	0.32	6.11	
0.00	2.08	0.15	0.28	6.44	
0.00	1.54	0.13	0.24	6.54	
0.00	0.94	0.11	0.20	6.48	
0.00	0.45	0.08	0.18	6.35	
0.00	0.17	0.06	0.14	6.17	
0.00	0.10	0.04	0.10	5.98	
0.00	0.10	0.04	0.09	5.87	
0.00	0.09	0.04	0.08	5.81	
0.00	0.07	0.03	0.07	5.82	
0.00	0.05	0.03	0.05	5.90	
0.00	0.03	0.02	0.03	6.18	
0.00	0.01	0.01	0.01	6.89	
0.00	0.00	0.00	0.00	8.29	
0.00	0.00	0.00	0.00	9.94	
0.00	0.00	0.00	0.00	10.84	
0.00	0.00	0.00	0.00	8.64	
0.00	0.52	0.02	0.10	9.53	
0.00	4.22	0.17	0.84	20.05	
0.00	12.40	0.50	2.49	25.77	
0.00	29.11	1.18	5.95	16.90	
