gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	-3.00	1.50	-1.04	-0.38	0.96	-0.05	1.62	-6.64	-15.31	-10.84	16.96	13.63	0.00	7.43	-0.17	-3.46	-17.24	17.68	4.04	0.00	-13.43	-4.85	6.32	
2.00	-3.12	1.65	-0.49	-0.37	0.96	-0.05	3.40	-7.26	-14.79	-15.04	18.98	13.11	0.00	8.11	-0.09	-3.69	-18.89	19.40	5.14	0.00	-13.66	-5.16	5.73	
3.00	-3.18	1.86	-0.08	-0.37	0.95	-0.05	5.70	-8.08	-14.10	-20.36	20.85	12.71	0.00	8.88	-0.05	-4.19	-20.95	21.47	6.50	0.00	-14.03	-5.60	5.10	
4.00	-3.24	2.04	0.34	-0.36	0.94	-0.05	8.59	-8.95	-13.23	-26.77	22.22	12.16	0.00	9.96	-0.21	-4.88	-23.66	23.79	8.18	0.00	-14.60	-6.05	4.30	
5.00	-3.16	2.24	0.70	-0.36	0.94	-0.05	11.82	-9.88	-12.32	-33.98	22.92	11.56	0.00	11.04	-0.50	-5.71	-26.66	26.16	10.10	0.00	-15.45	-6.51	3.40	
6.00	-3.07	2.39	1.02	-0.36	0.93	-0.05	15.36	-10.80	-11.54	-41.49	22.94	11.02	0.00	12.13	-0.94	-6.59	-29.80	28.44	12.03	0.00	-16.45	-6.89	2.42	
7.00	-2.98	2.40	1.27	-0.35	0.92	-0.05	18.90	-11.58	-11.01	-48.62	22.22	10.51	0.00	13.06	-1.56	-7.42	-32.64	30.38	13.87	0.00	-17.46	-6.97	1.45	
8.00	-3.05	2.16	1.54	-0.34	0.92	-0.05	22.29	-12.07	-10.77	-54.64	21.20	9.97	0.00	13.77	-2.36	-7.93	-34.83	31.86	15.32	0.00	-18.24	-6.55	0.59	
9.00	-3.30	1.77	1.83	-0.34	0.91	-0.05	25.29	-12.28	-10.83	-58.94	20.14	9.29	0.00	13.95	-3.16	-8.08	-35.61	32.40	16.25	0.00	-18.70	-5.74	-0.12	
10.00	-3.76	1.37	2.00	-0.33	0.92	-0.04	27.72	-12.24	-11.03	-61.05	19.27	8.49	0.00	13.26	-3.76	-7.87	-34.38	31.65	16.32	0.00	-18.74	-4.68	-0.57	
