gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	4.22	-0.57	1.15	0.12	0.98	0.07	-5.08	-3.08	-17.51	-2.50	5.46	14.23	0.00	-4.46	-5.92	-6.01	-4.92	7.05	3.26	0.00	-16.45	-0.40	4.22	
2.00	3.68	-0.62	1.12	0.12	0.98	0.07	-4.43	-3.04	-17.33	-2.59	5.41	14.06	0.00	-3.75	-5.97	-5.78	-5.13	7.03	3.03	0.00	-15.95	-0.40	4.23	
3.00	3.03	-0.68	1.06	0.11	0.98	0.07	-3.59	-2.99	-17.15	-2.73	5.39	13.91	0.00	-2.83	-6.03	-5.53	-5.46	7.09	2.77	0.00	-15.36	-0.39	4.25	
4.00	2.22	-0.74	0.99	0.11	0.98	0.07	-2.55	-2.96	-16.98	-2.92	5.37	13.75	0.00	-1.71	-6.09	-5.38	-5.83	7.11	2.59	0.00	-14.65	-0.38	4.27	
5.00	1.24	-0.80	0.87	0.11	0.98	0.07	-1.25	-2.94	-16.81	-3.18	5.36	13.66	0.00	-0.38	-6.15	-5.35	-6.22	7.13	2.50	0.00	-13.84	-0.39	4.31	
6.00	0.11	-0.85	0.73	0.11	0.98	0.07	0.26	-2.94	-16.69	-3.53	5.37	13.66	0.00	1.16	-6.23	-5.44	-6.68	7.20	2.54	0.00	-12.96	-0.38	4.35	
7.00	-1.13	-0.91	0.58	0.11	0.98	0.08	2.00	-2.96	-16.65	-4.01	5.40	13.73	0.00	2.89	-6.33	-5.71	-7.20	7.29	2.77	0.00	-12.04	-0.38	4.38	
8.00	-2.48	-0.96	0.41	0.11	0.97	0.08	3.96	-3.00	-16.69	-4.63	5.48	13.91	0.00	4.80	-6.44	-6.09	-7.81	7.42	3.10	0.00	-11.13	-0.38	4.41	
9.00	-3.88	-1.00	0.25	0.10	0.97	0.08	6.05	-3.08	-16.83	-5.38	5.59	14.16	0.00	6.86	-6.57	-6.51	-8.55	7.58	3.53	0.00	-10.27	-0.40	4.40	
10.00	-5.32	-1.02	0.15	0.10	0.97	0.08	8.29	-3.20	-17.05	-6.28	5.77	14.49	0.00	9.12	-6.71	-6.97	-9.48	7.81	4.09	0.00	-9.47	-0.42	4.31	
11.00	-6.76	-1.02	-0.01	0.09	0.97	0.08	10.64	-3.36	-17.22	-7.36	6.02	14.82	0.00	11.43	-6.87	-7.54	-10.52	8.03	4.76	0.00	-8.83	-0.49	4.24	
12.00	-8.23	-1.07	-0.06	0.09	0.96	0.08	13.12	-3.52	-17.46	-8.62	6.35	15.15	0.00	14.02	-7.12	-7.95	-11.93	8.45	5.48	0.00	-8.27	-0.48	4.12	
13.00	-9.73	-1.18	-0.07	0.08	0.96	0.08	15.74	-3.66	-17.74	-10.09	6.76	15.45	0.00	16.84	-7.47	-8.33	-13.66	8.98	6.33	0.00	-7.81	-0.39	3.97	
14.00	-11.20	-1.33	-0.06	0.08	0.95	0.08	18.46	-3.82	-17.99	-11.81	7.34	15.75	0.00	19.81	-7.89	-8.65	-15.71	9.66	7.26	0.00	-7.50	-0.26	3.81	
15.00	-12.63	-1.50	-0.04	0.07	0.95	0.08	21.28	-4.02	-18.23	-13.82	8.11	16.08	0.00	22.90	-8.37	-8.93	-18.05	10.48	8.26	0.00	-7.39	-0.11	3.64	
16.00	-14.01	-1.63	-0.09	0.07	0.94	0.08	24.25	-4.31	-18.38	-16.18	9.08	16.45	0.00	26.02	-8.86	-9.24	-20.53	11.43	9.26	0.00	-7.45	-0.04	3.55	
17.00	-15.39	-1.71	-0.18	0.06	0.94	0.08	27.40	-4.68	-18.44	-18.89	10.23	16.83	0.00	29.18	-9.38	-9.58	-23.13	12.52	10.33	0.00	-7.68	-0.01	3.52	
18.00	-16.75	-1.80	-0.31	0.05	0.93	0.08	30.73	-5.06	-18.40	-21.97	11.59	17.17	0.00	32.46	-10.01	-10.03	-26.00	13.85	11.56	0.00	-8.05	-0.02	3.56	
19.00	-18.08	-1.89	-0.49	0.05	0.92	0.08	34.15	-5.49	-18.41	-25.30	13.11	17.61	0.00	35.83	-10.76	-10.58	-29.14	15.39	12.91	0.00	-8.53	-0.05	3.66	
20.00	-19.35	-2.01	-0.67	0.04	0.91	0.08	37.67	-5.92	-18.40	-28.95	14.85	18.02	0.00	39.34	-11.65	-11.13	-32.65	17.14	14.38	0.00	-9.14	-0.06	3.77	
