gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	252.93	10.05	51.11	0.01	
0.00	230.23	9.16	46.57	0.01	
0.00	204.15	8.13	41.31	0.02	
0.00	175.61	7.01	35.55	0.02	
0.00	145.54	5.82	29.47	0.03	
0.00	115.16	4.60	23.34	0.03	
0.00	86.72	3.48	17.61	0.03	
0.00	61.65	2.49	12.54	0.04	
0.00	40.90	1.67	8.35	0.04	
0.00	25.71	1.07	5.28	0.04	
0.00	16.49	0.68	3.41	0.05	
0.00	11.55	0.45	2.42	0.05	
0.00	9.50	0.36	2.05	0.06	
0.00	8.92	0.35	2.01	0.06	
0.00	8.94	0.34	2.02	0.07	
0.00	9.08	0.33	2.04	0.08	
0.00	9.17	0.32	2.05	0.10	
0.00	9.15	0.31	2.06	0.12	
0.00	8.98	0.31	2.05	0.25	
0.00	8.77	0.28	2.01	0.46	
0.00	8.57	0.26	1.94	0.72	
0.00	8.35	0.25	1.86	1.04	
0.00	8.08	0.25	1.76	1.49	
0.00	7.79	0.25	1.62	2.05	
0.00	7.48	0.24	1.51	2.59	
0.00	7.12	0.25	1.39	3.09	
0.00	6.75	0.25	1.22	3.53	
0.00	6.23	0.25	1.10	3.99	
0.00	5.64	0.24	0.98	4.48	
0.00	5.11	0.23	0.86	4.98	
0.00	4.56	0.23	0.79	5.45	
0.00	4.13	0.21	0.69	5.85	
0.00	3.68	0.19	0.60	6.14	
0.00	3.20	0.17	0.48	6.31	
0.00	2.67	0.16	0.37	6.41	
0.00	2.18	0.15	0.29	6.48	
0.00	1.84	0.14	0.24	6.54	
0.00	1.59	0.12	0.20	6.73	
0.00	1.36	0.10	0.17	7.32	
0.00	0.88	0.08	0.17	8.64	
0.00	0.32	0.05	0.12	10.82	
0.00	0.02	0.02	0.02	13.47	
0.00	0.00	0.00	0.00	15.02	
0.00	0.01	0.00	0.00	13.74	
0.00	0.43	0.02	0.08	10.80	
0.00	3.32	0.14	0.65	16.96	
0.00	12.48	0.50	2.50	24.74	
0.00	23.99	0.96	4.88	22.64	
0.00	30.09	1.23	6.18	11.50	
0.00	33.59	1.38	6.88	6.63	
0.00	45.70	1.84	9.33	12.06	
0.00	53.85	2.17	10.96	21.47	
0.00	71.50	2.86	14.54	25.56	
0.00	114.27	4.55	23.18	26.53	
0.00	172.90	6.87	35.02	15.30	
0.00	223.43	8.88	45.20	3.46	
0.00	262.08	10.42	53.01	0.00	
0.00	291.51	11.60	58.93	0.00	
0.00	314.60	12.52	63.62	0.00	
0.00	330.42	13.16	66.91	0.00	
0.00	337.90	13.46	68.40	0.00	
0.00	337.59	13.44	68.31	0.00	
0.00	330.78	13.17	66.96	0.00	
0.00	319.79	12.74	64.76	0.00	
0.00	305.72	12.18	61.87	0.00	
0.00	291.51	11.61	59.00	0.00	
0.00	277.80	11.07	56.22	0.00	
0.00	264.80	10.55	53.59	0.00	
0.00	251.68	10.03	50.93	0.00	
0.00	237.93	9.48	48.15	0.00	
0.00	223.46	8.90	45.22	0.00	
0.00	208.28	8.30	42.15	0.00	
0.00	192.61	7.67	38.97	0.00	
0.00	176.23	7.02	35.66	0.00	
0.00	160.70	6.40	32.52	0.00	
0.00	147.37	5.87	29.82	0.00	
0.00	136.94	5.46	27.71	0.00	
0.00	129.63	5.16	26.23	0.00	
0.00	125.24	4.99	25.33	0.00	
0.00	123.23	4.91	24.94	0.00	
0.00	123.32	4.91	24.96	0.00	
0.00	125.46	5.00	25.40	0.00	
0.00	129.90	5.17	26.32	0.00	
0.00	137.64	5.48	27.85	0.00	
0.00	149.26	5.93	30.16	0.00	
0.00	165.15	6.57	33.41	0.00	
0.00	185.18	7.38	37.50	0.00	
0.00	207.76	8.28	42.07	0.00	
0.00	230.69	9.19	46.69	0.00	
0.00	252.24	10.05	51.06	0.00	
0.00	270.64	10.78	54.80	0.00	
0.00	284.05	11.30	57.42	0.00	
0.00	292.95	11.65	59.20	0.00	
0.00	297.93	11.85	60.23	0.00	
0.00	299.42	11.91	60.54	0.00	
0.00	297.22	11.81	60.03	0.00	
0.00	291.37	11.58	58.91	0.01	
0.00	282.35	11.23	57.13	0.01	
0.00	269.86	10.72	54.58	0.01	
0.00	253.56	10.08	51.24	0.01	
