gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	7.19	0.30	1.35	17.93	
0.00	7.08	0.26	1.37	14.00	
0.00	7.45	0.30	1.49	50.72	
0.00	2.27	0.09	0.45	62.43	
0.00	0.00	0.00	0.00	35.06	
0.00	0.40	0.02	0.08	48.44	
0.00	14.40	0.59	2.94	73.35	
0.00	51.80	2.08	10.55	54.63	
0.00	86.66	3.46	17.62	24.17	
0.00	106.37	4.23	21.56	6.97	
0.00	120.60	4.80	24.47	0.02	
0.00	133.49	5.30	27.02	0.01	
0.00	146.15	5.81	29.57	0.00	
0.00	158.50	6.30	32.06	0.00	
0.00	171.31	6.81	34.65	0.00	
0.00	185.22	7.36	37.44	0.00	
0.00	199.57	7.94	40.35	0.00	
0.00	212.87	8.46	43.04	0.00	
0.00	224.35	8.92	45.26	0.00	
0.00	233.96	9.30	47.30	0.00	
0.00	242.19	9.63	48.91	0.00	
0.00	248.65	9.89	50.23	0.00	
0.00	253.20	10.07	51.11	0.00	
0.00	255.24	10.16	51.59	0.00	
0.00	254.32	10.12	51.40	0.00	
0.00	250.51	9.96	50.60	0.00	
0.00	244.23	9.72	49.40	0.00	
0.00	236.12	9.40	47.72	0.00	
0.00	226.31	9.01	45.79	0.00	
0.00	216.05	8.60	43.68	0.00	
0.00	206.35	8.22	41.76	0.00	
0.00	198.03	7.89	40.13	0.00	
0.00	191.28	7.63	38.79	0.00	
0.00	185.85	7.41	37.66	0.00	
0.00	181.09	7.22	36.71	0.00	
0.00	176.85	7.04	35.77	0.00	
0.00	173.01	6.89	35.02	0.00	
0.00	169.88	6.75	34.32	0.00	
0.00	167.11	6.65	33.81	0.00	
0.00	164.18	6.54	33.27	0.00	
0.00	160.37	6.39	32.47	0.00	
0.00	155.09	6.18	31.41	0.00	
0.00	147.80	5.88	29.92	0.00	
0.00	138.21	5.50	27.97	0.00	
0.00	126.79	5.05	25.66	0.00	
0.00	114.96	4.57	23.26	0.00	
0.00	104.68	4.17	21.18	0.00	
0.00	97.58	3.89	19.75	0.00	
0.00	93.63	3.73	18.95	0.00	
0.00	91.69	3.66	18.56	0.00	
0.00	90.64	3.61	18.35	0.00	
0.00	89.64	3.57	18.14	0.00	
0.00	88.73	3.54	17.96	0.00	
0.00	89.37	3.56	18.09	0.00	
0.00	93.78	3.74	18.98	0.00	
0.00	105.29	4.19	21.30	0.00	
0.00	125.23	4.99	25.34	0.00	
0.00	151.85	6.05	30.75	0.00	
0.00	180.72	7.20	36.58	0.00	
0.00	204.63	8.15	41.42	0.00	
0.00	214.91	8.56	43.51	0.00	
0.00	206.50	8.21	41.73	0.00	
0.00	178.22	7.09	36.04	0.00	
0.00	135.47	5.39	27.42	0.00	
0.00	88.43	3.52	17.92	0.00	
0.00	51.98	2.06	10.51	0.01	
0.00	39.53	1.57	7.95	0.01	
0.00	42.92	1.71	8.65	0.01	
0.00	46.19	1.84	9.35	0.01	
0.00	45.12	1.83	9.17	0.01	
0.00	39.65	1.63	8.07	0.02	
0.00	31.38	1.31	6.42	0.02	
0.00	22.57	0.95	4.63	0.03	
0.00	15.55	0.66	3.25	0.03	
0.00	11.78	0.46	2.50	0.06	
0.00	10.52	0.39	2.23	0.08	
0.00	10.15	0.36	2.16	0.09	
0.00	9.77	0.35	2.17	0.10	
0.00	9.35	0.32	2.13	0.13	
0.00	8.95	0.31	2.04	0.22	
0.00	8.64	0.28	1.93	0.41	
0.00	8.28	0.27	1.85	0.74	
0.00	7.85	0.25	1.70	1.23	
0.00	7.37	0.25	1.51	1.77	
0.00	6.68	0.24	1.27	2.49	
0.00	5.69	0.24	0.98	3.33	
0.00	4.79	0.23	0.65	4.12	
0.00	3.82	0.21	0.46	4.81	
0.00	2.85	0.19	0.38	5.38	
0.00	2.17	0.15	0.28	5.79	
0.00	1.59	0.12	0.28	6.06	
0.00	1.26	0.10	0.17	6.29	
0.00	0.89	0.08	0.11	6.83	
0.00	0.38	0.06	0.12	7.89	
0.00	0.06	0.02	0.04	9.31	
0.00	0.00	0.00	0.00	10.45	
0.00	0.00	0.00	0.00	9.43	
0.00	0.10	0.00	0.02	10.33	
0.00	3.28	0.13	0.57	20.18	
0.00	7.83	0.31	1.53	17.84	
