gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	425.80	16.95	86.16	0.00	
0.00	430.76	17.16	87.20	0.00	
0.00	440.63	17.52	89.13	0.01	
0.00	443.11	17.63	89.68	0.01	
0.00	435.87	17.34	88.15	8.33	
0.00	368.21	14.65	74.40	58.29	
0.00	277.11	11.03	56.07	74.85	
0.00	287.44	11.42	58.15	53.75	
0.00	223.98	8.93	45.37	71.08	
0.00	106.85	4.29	21.82	49.95	
0.00	5.34	0.24	1.01	52.37	
0.00	11.85	0.45	2.38	59.53	
0.00	6.44	0.27	1.07	8.41	
0.00	11.66	0.41	2.29	8.86	
0.00	0.02	0.02	0.02	5.17	
0.00	0.00	0.01	0.00	1.79	
0.00	0.00	0.00	0.00	2.78	
0.00	11.63	0.42	2.30	7.19	
0.00	103.34	4.14	20.96	9.21	
0.00	213.02	8.48	43.12	10.13	
0.00	277.90	11.06	56.25	10.01	
0.00	284.34	11.31	57.60	8.01	
0.00	306.91	12.22	62.09	38.95	
0.00	326.59	12.99	66.08	42.73	
0.00	371.79	14.80	75.23	48.53	
0.00	424.35	16.90	85.90	51.38	
0.00	434.82	17.31	87.96	47.28	
0.00	446.25	17.77	90.27	44.53	
0.00	442.30	17.61	89.50	45.97	
0.00	426.94	16.99	86.35	39.86	
0.00	416.97	16.60	84.36	37.86	
0.00	402.03	15.98	81.18	36.42	
0.00	389.44	15.50	78.76	29.70	
0.00	391.74	15.59	79.24	15.11	
0.00	399.57	15.93	80.91	0.03	
0.00	407.80	16.22	82.50	0.01	
0.00	375.46	14.95	75.99	0.00	
0.00	274.54	10.94	55.66	0.00	
0.00	112.51	4.49	22.88	0.00	
0.00	217.62	8.67	44.04	0.00	
0.00	336.55	13.41	68.19	0.00	
0.00	444.28	17.69	89.88	0.00	
0.00	497.98	19.82	100.74	0.00	
0.00	289.87	11.54	58.65	0.00	
0.00	112.35	4.47	22.73	0.00	
0.00	77.55	3.09	15.69	0.00	
0.00	64.69	2.57	13.11	0.00	
0.00	86.12	3.42	17.47	0.00	
0.00	90.29	3.58	18.28	0.00	
0.00	96.72	3.85	19.58	0.00	
0.00	78.43	3.12	15.89	0.00	
0.00	82.72	3.29	16.77	0.00	
0.00	77.89	3.09	15.79	0.00	
0.00	80.31	3.18	16.26	0.00	
0.00	85.78	3.42	17.38	0.00	
0.00	92.95	3.69	18.87	0.00	
0.00	96.18	3.84	19.50	0.00	
0.00	116.42	4.62	23.57	0.00	
0.00	156.09	6.21	31.59	0.00	
0.00	202.89	8.07	40.99	0.00	
0.00	225.56	8.98	45.65	0.00	
0.00	208.43	8.30	42.18	0.00	
0.00	188.54	7.52	38.29	0.00	
0.00	190.07	7.60	38.50	0.00	
0.00	245.68	9.78	49.72	0.00	
0.00	299.49	11.96	60.78	0.00	
0.00	342.13	13.62	69.22	0.00	
0.00	378.01	15.05	76.46	0.00	
0.00	419.02	16.67	84.73	0.00	
0.00	439.58	17.49	88.85	0.00	
0.00	461.65	18.39	93.55	0.00	
0.00	477.28	18.99	96.53	0.00	
0.00	462.92	18.42	93.59	0.00	
0.00	441.53	17.56	89.20	0.00	
0.00	379.26	15.05	76.38	0.00	
0.00	320.33	12.73	64.80	0.01	
0.00	274.50	10.91	55.54	0.00	
0.00	255.97	10.16	51.77	0.01	
0.00	272.92	10.83	55.29	0.07	
0.00	282.43	11.22	57.13	0.91	
0.00	254.95	10.14	51.66	3.96	
0.00	160.76	6.41	32.65	7.33	
0.00	66.10	2.65	13.40	8.63	
0.00	6.60	0.28	1.28	9.08	
0.00	0.92	0.12	0.20	9.14	
0.00	0.00	0.00	0.00	5.96	
0.00	0.00	0.00	0.00	3.72	
0.00	0.30	0.02	0.03	3.46	
0.00	0.00	0.00	0.00	28.58	
0.00	7.18	0.30	1.48	75.31	
0.00	155.09	6.16	31.43	60.03	
0.00	306.07	12.20	62.00	97.70	
0.00	451.70	17.98	91.35	88.52	
0.00	475.28	18.93	96.34	54.60	
0.00	448.56	17.85	90.76	0.02	
0.00	396.71	15.79	80.22	0.00	
0.00	342.68	13.64	69.35	0.00	
0.00	302.44	12.04	61.18	0.00	
0.00	294.83	11.75	59.72	0.00	
0.00	278.97	11.10	56.46	0.00	
