gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	4.24	8.28	2.92	-0.03	0.96	-0.01	14.82	-10.23	-17.62	3.20	-1.55	18.17	0.00	-16.00	8.24	0.97	-4.16	9.69	4.65	0.00	-20.72	-9.84	-8.84	
2.00	4.25	8.34	2.81	-0.03	0.96	-0.01	14.90	-10.00	-18.72	2.94	-0.09	19.18	0.00	-16.37	8.19	0.88	-4.87	10.04	4.94	0.00	-20.74	-9.81	-8.54	
3.00	4.41	8.21	2.61	-0.03	0.96	-0.01	15.10	-9.78	-19.21	1.35	0.30	18.94	0.00	-16.84	7.95	0.87	-5.67	10.30	5.11	0.00	-20.89	-9.58	-8.11	
4.00	4.65	7.98	2.32	-0.03	0.96	-0.00	15.24	-9.47	-18.88	-0.65	-0.22	17.34	0.00	-17.35	7.60	0.79	-6.55	10.51	5.30	0.00	-21.10	-9.27	-7.56	
5.00	4.95	7.71	1.96	-0.03	0.96	-0.00	15.27	-9.04	-18.44	-2.31	-1.53	15.81	0.00	-17.90	7.23	0.67	-7.48	10.61	5.48	0.00	-21.33	-8.97	-6.97	
6.00	5.26	7.47	1.60	-0.03	0.96	-0.00	15.12	-8.59	-17.76	-3.44	-3.39	14.60	0.00	-18.41	6.88	0.43	-8.51	10.59	5.70	0.00	-21.52	-8.70	-6.44	
7.00	5.51	7.27	1.31	-0.03	0.96	0.00	14.86	-8.20	-16.75	-4.32	-5.51	13.29	0.00	-18.76	6.54	0.02	-9.76	10.45	6.08	0.00	-21.61	-8.48	-6.03	
8.00	5.69	7.10	1.12	-0.02	0.96	0.00	14.62	-7.93	-15.75	-5.26	-7.15	11.79	0.00	-18.91	6.20	-0.50	-11.26	10.18	6.59	0.00	-21.61	-8.26	-5.77	
9.00	5.86	6.83	1.04	-0.02	0.96	0.01	14.40	-7.65	-14.92	-6.44	-7.37	10.41	0.00	-18.87	5.70	-1.09	-13.03	9.76	7.20	0.00	-21.56	-7.87	-5.57	
10.00	6.02	6.38	1.05	-0.02	0.96	0.01	14.19	-7.25	-14.39	-7.88	-6.35	9.70	0.00	-18.60	4.95	-1.71	-15.12	9.11	7.83	0.00	-21.53	-7.24	-5.36	
11.00	6.17	5.76	1.11	-0.02	0.96	0.01	13.98	-6.72	-14.21	-9.49	-4.91	9.67	0.00	-18.08	3.99	-2.35	-17.57	8.17	8.38	0.00	-21.52	-6.41	-5.10	
