gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	0.94	-6.96	-9.01	-0.05	0.98	0.04	-18.39	4.78	-5.07	-1.72	7.07	16.58	0.00	18.41	-11.30	-4.71	0.94	1.51	0.05	0.00	-17.83	6.19	18.07	
2.00	1.13	-6.95	-8.84	-0.05	0.98	0.03	-18.96	4.45	-5.11	-2.67	7.10	16.79	0.00	18.54	-10.94	-4.85	0.06	1.72	0.06	0.00	-18.02	6.05	17.70	
3.00	1.44	-6.70	-8.56	-0.04	0.97	0.03	-19.56	3.87	-5.23	-3.76	7.07	17.01	0.00	18.72	-10.26	-4.79	-1.63	1.09	-0.32	0.00	-18.28	5.69	17.17	
4.00	1.84	-6.34	-8.20	-0.04	0.97	0.03	-20.18	3.16	-5.43	-4.96	6.92	17.21	0.00	18.80	-9.43	-4.68	-3.62	0.02	-0.61	0.00	-18.57	5.24	16.56	
5.00	2.26	-5.95	-7.84	-0.04	0.97	0.03	-20.76	2.42	-5.74	-6.34	6.62	17.39	0.00	18.73	-8.59	-4.54	-5.42	-1.44	-0.54	0.00	-18.82	4.78	15.97	
6.00	2.67	-5.53	-7.53	-0.04	0.97	0.02	-21.20	1.62	-6.12	-7.94	6.10	17.51	0.00	18.48	-7.77	-4.37	-6.85	-3.23	-0.48	0.00	-19.03	4.27	15.46	
7.00	3.04	-5.06	-7.32	-0.04	0.97	0.02	-21.40	0.78	-6.52	-9.86	5.29	17.48	0.00	18.15	-7.01	-4.30	-8.13	-4.69	-0.73	0.00	-19.18	3.69	15.03	
8.00	3.32	-4.51	-7.17	-0.03	0.97	0.02	-21.24	-0.15	-6.91	-12.16	4.15	17.24	0.00	17.90	-6.26	-4.26	-9.58	-5.07	-1.25	0.00	-19.25	2.96	14.62	
9.00	3.54	-3.80	-7.07	-0.03	0.97	0.02	-20.71	-1.23	-7.33	-14.92	2.65	16.78	0.00	17.78	-5.44	-4.41	-11.33	-4.22	-1.22	0.00	-19.30	2.04	14.18	
10.00	3.72	-2.97	-7.10	-0.03	0.97	0.02	-19.71	-2.51	-7.56	-18.25	0.76	15.97	0.00	17.72	-4.58	-5.05	-13.29	-2.68	-0.43	0.00	-19.34	0.94	13.78	
11.00	3.89	-2.10	-7.14	-0.03	0.97	0.01	-18.36	-3.81	-7.83	-22.09	-1.40	14.89	0.00	17.59	-3.77	-5.94	-15.14	-1.14	0.71	0.00	-19.37	-0.26	13.33	
12.00	4.01	-1.25	-7.19	-0.03	0.97	0.01	-16.66	-5.09	-7.97	-26.37	-3.64	13.54	0.00	17.24	-2.97	-6.82	-16.47	0.15	1.79	0.00	-19.34	-1.43	12.84	
13.00	4.03	-0.42	-7.21	-0.03	0.98	0.01	-14.62	-6.34	-7.91	-31.04	-5.64	12.02	0.00	16.69	-2.10	-7.60	-17.14	1.21	2.63	0.00	-19.19	-2.52	12.28	
14.00	4.03	0.39	-7.21	-0.03	0.98	0.01	-12.35	-7.53	-7.73	-35.97	-7.26	10.47	0.00	15.92	-1.17	-8.31	-17.28	2.06	3.21	0.00	-19.01	-3.54	11.63	
15.00	4.00	1.20	-7.18	-0.02	0.98	0.01	-9.92	-8.65	-7.38	-40.97	-8.58	8.84	0.00	15.06	-0.16	-8.85	-17.09	2.75	3.50	0.00	-18.83	-4.52	10.89	
16.00	3.93	2.00	-7.15	-0.02	0.98	0.01	-7.40	-9.67	-6.84	-45.79	-9.75	7.02	0.00	14.14	0.90	-9.15	-16.68	3.29	3.53	0.00	-18.65	-5.47	10.07	
17.00	3.87	2.76	-7.14	-0.02	0.98	0.01	-4.86	-10.53	-6.16	-50.29	-10.74	5.23	0.00	13.17	1.92	-9.28	-16.16	3.72	3.45	0.00	-18.51	-6.37	9.22	
18.00	3.83	3.35	-7.09	-0.02	0.98	0.01	-2.42	-11.11	-5.48	-54.38	-11.16	3.77	0.00	12.16	2.72	-9.36	-15.63	4.14	3.57	0.00	-18.45	-7.12	8.34	
19.00	3.83	3.80	-7.03	-0.03	0.98	0.01	-0.08	-11.47	-4.83	-58.11	-10.41	2.89	0.00	11.08	3.35	-9.42	-15.06	4.53	3.83	0.00	-18.47	-7.68	7.47	
20.00	3.91	4.08	-6.83	-0.03	0.98	0.01	2.03	-11.61	-4.43	-61.37	-8.94	2.57	0.00	9.89	3.77	-9.43	-14.49	4.95	4.35	0.00	-18.60	-8.08	6.51	
21.00	4.06	4.27	-6.46	-0.03	0.99	0.01	3.91	-11.61	-4.38	-64.17	-7.44	2.42	0.00	8.59	4.06	-9.31	-13.90	5.36	4.99	0.00	-18.82	-8.37	5.43	
22.00	4.26	4.37	-5.92	-0.03	0.99	0.01	5.55	-11.55	-4.70	-66.50	-6.19	2.38	0.00	7.18	4.25	-9.05	-13.27	5.75	5.68	0.00	-19.10	-8.57	4.22	
23.00	4.51	4.42	-5.23	-0.03	0.99	0.01	6.99	-11.46	-5.29	-68.35	-5.23	2.40	0.00	5.70	4.37	-8.66	-12.61	6.09	6.34	0.00	-19.41	-8.69	2.91	
24.00	4.67	4.55	-4.64	-0.03	0.99	0.01	8.58	-11.51	-5.67	-69.86	-4.50	2.62	0.00	4.28	4.68	-8.03	-11.81	6.21	6.44	0.00	-19.64	-8.73	1.74	
25.00	4.83	4.61	-4.00	-0.03	1.00	0.01	10.04	-11.50	-6.16	-70.92	-3.91	2.85	0.00	2.84	4.91	-7.30	-11.00	6.28	6.43	0.00	-19.87	-8.68	0.59	
26.00	4.99	4.61	-3.34	-0.03	1.00	0.01	11.42	-11.43	-6.70	-71.56	-3.39	3.06	0.00	1.43	5.06	-6.52	-10.20	6.30	6.35	0.00	-20.11	-8.53	-0.51	
27.00	5.10	4.57	-2.74	-0.03	1.00	0.01	12.78	-11.32	-7.18	-71.81	-2.92	3.33	0.00	0.07	5.16	-5.76	-9.41	6.27	6.14	0.00	-20.30	-8.29	-1.48	
