gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	51.90	2.07	10.50	0.00	
0.00	51.02	2.03	10.32	0.00	
0.00	52.33	2.09	10.59	0.00	
0.00	56.23	2.24	11.38	0.00	
0.00	63.42	2.53	12.84	0.00	
0.00	75.15	3.00	15.20	0.00	
0.00	92.76	3.69	18.76	0.00	
0.00	116.00	4.62	23.47	0.00	
0.00	141.69	5.64	28.67	0.00	
0.00	163.83	6.52	33.16	0.00	
0.00	175.19	6.98	35.49	0.00	
0.00	170.02	6.77	34.39	0.00	
0.00	146.90	5.84	29.68	0.00	
0.00	110.88	4.41	22.43	0.00	
0.00	72.94	2.89	14.76	0.00	
0.00	46.13	1.82	9.32	0.01	
0.00	37.57	1.49	7.56	0.01	
0.00	37.48	1.49	7.58	0.01	
0.00	35.83	1.45	7.30	0.01	
0.00	30.93	1.28	6.32	0.01	
0.00	24.24	1.03	4.97	0.02	
0.00	18.12	0.77	3.73	0.03	
0.00	14.17	0.58	2.94	0.04	
0.00	12.33	0.48	2.59	0.06	
0.00	11.68	0.42	2.48	0.08	
0.00	11.45	0.40	2.49	0.18	
0.00	11.24	0.39	2.47	0.55	
0.00	10.94	0.36	2.37	1.07	
0.00	10.52	0.35	2.25	1.56	
0.00	9.94	0.34	2.13	2.06	
0.00	9.29	0.31	1.98	2.59	
0.00	8.59	0.29	1.80	3.15	
0.00	7.81	0.27	1.64	3.80	
0.00	7.00	0.25	1.41	4.50	
0.00	6.18	0.24	1.11	5.15	
0.00	5.30	0.24	0.85	5.77	
0.00	4.57	0.23	0.65	6.39	
0.00	4.07	0.21	0.54	6.98	
0.00	3.59	0.19	0.44	7.41	
0.00	2.87	0.18	0.38	7.59	
0.00	2.04	0.14	0.28	7.49	
0.00	1.20	0.11	0.23	7.20	
0.00	0.63	0.08	0.16	6.89	
0.00	0.31	0.06	0.08	6.79	
0.00	0.05	0.02	0.03	7.39	
0.00	0.00	0.01	0.00	8.86	
0.00	0.00	0.00	0.00	10.09	
0.00	0.51	0.02	0.10	12.22	
0.00	3.08	0.12	0.60	19.32	
0.00	6.75	0.27	1.32	23.79	
0.00	9.20	0.35	1.81	23.74	
0.00	8.68	0.34	1.72	52.26	
0.00	5.67	0.23	1.12	83.68	
0.00	4.55	0.17	0.92	81.26	
0.00	0.97	0.04	0.19	54.96	
0.00	1.48	0.06	0.30	60.75	
0.00	12.30	0.51	2.48	76.86	
0.00	39.34	1.58	7.99	58.21	
0.00	64.65	2.59	13.12	25.30	
0.00	75.83	3.02	15.35	4.83	
0.00	79.42	3.15	16.05	0.01	
0.00	83.28	3.30	16.85	0.01	
0.00	88.47	3.51	17.93	0.00	
0.00	94.92	3.76	19.23	0.00	
0.00	102.77	4.08	20.80	0.00	
0.00	112.00	4.45	22.67	0.00	
0.00	122.18	4.86	24.72	0.00	
0.00	132.45	5.27	26.79	0.00	
0.00	141.71	5.64	28.66	0.00	
0.00	149.13	5.93	30.17	0.00	
0.00	154.69	6.15	31.29	0.00	
0.00	159.08	6.33	32.17	0.00	
0.00	163.05	6.49	32.98	0.00	
0.00	166.70	6.63	33.71	0.00	
0.00	169.64	6.75	34.31	0.00	
0.00	171.44	6.82	34.67	0.00	
0.00	172.10	6.85	34.80	0.00	
0.00	172.19	6.85	34.81	0.00	
0.00	172.76	6.87	34.92	0.00	
0.00	174.68	6.95	35.27	0.00	
0.00	178.07	7.08	35.97	0.00	
0.00	182.67	7.26	36.91	0.00	
0.00	187.89	7.48	38.00	0.00	
0.00	193.03	7.69	39.09	0.00	
0.00	197.46	7.87	39.98	0.00	
0.00	200.51	7.99	40.60	0.00	
0.00	201.45	8.02	40.78	0.00	
0.00	199.35	7.94	40.37	0.00	
0.00	193.49	7.70	39.17	0.00	
0.00	183.56	7.31	37.15	0.00	
0.00	169.70	6.76	34.35	0.00	
0.00	152.46	6.07	30.86	0.00	
0.00	133.12	5.30	26.94	0.00	
0.00	113.54	4.52	22.97	0.00	
0.00	95.53	3.81	19.33	0.00	
0.00	80.30	3.20	16.25	0.00	
0.00	68.40	2.73	13.85	0.00	
0.00	59.75	2.38	12.09	0.00	
0.00	53.89	2.15	10.91	0.00	
0.00	50.49	2.01	10.22	0.00	
