gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	4.51	-16.69	-9.67	21.72	-46.32	-7.74	-167.79	8.03	38.65	90.58	18.94	-5.21	77.13	-19.23	1.30	66.44	89.45	-72.44	-0.05	-4.90	-2.69	0.03	0.05	
2.00	-17.25	-10.64	2.62	138.78	27.42	-40.53	-165.91	6.66	38.30	78.75	13.94	-3.80	81.41	-19.66	5.50	61.60	81.52	-70.01	-2.25	-5.00	-2.48	0.03	0.03	
3.00	-23.05	-26.58	-2.48	-115.08	-104.72	17.42	-167.05	4.50	37.37	70.04	17.17	-4.04	60.88	-28.87	0.01	58.11	84.94	-66.33	-5.32	-5.20	-2.54	0.03	0.01	
4.00	-19.92	-19.21	9.92	239.92	249.96	31.02	-150.44	-3.98	36.29	64.45	9.24	-1.05	101.65	-17.91	0.85	54.31	79.97	-60.59	-9.04	-4.68	-2.29	0.03	0.02	
5.00	-18.85	-13.69	-2.31	-26.82	4.92	12.30	-146.81	-7.38	34.84	56.39	7.86	-2.31	73.93	-16.17	-5.05	50.35	80.62	-52.29	-13.85	-4.40	-1.72	0.03	0.01	
6.00	-12.57	-15.32	5.80	190.71	147.17	-47.06	-125.15	-12.68	30.57	51.83	4.79	-1.45	84.02	-12.03	2.85	43.95	70.06	-40.33	-18.48	-3.80	-1.56	0.04	0.04	
7.00	-46.93	-2.82	4.52	23.17	-6.55	20.80	-104.40	-14.57	25.40	43.53	-0.99	1.17	24.76	-3.56	2.58	32.27	71.56	-25.26	-26.26	-2.22	-1.71	0.04	0.04	
8.00	-38.81	-10.26	1.11	11.64	67.73	33.34	-74.80	-20.05	18.81	34.61	-14.47	7.63	24.36	-6.26	4.65	15.29	72.78	-7.52	-37.65	-1.59	-2.77	0.09	0.01	
9.00	-21.98	2.19	-16.06	-58.10	-53.05	-28.13	-48.13	-15.08	11.33	13.98	-31.82	13.91	22.52	2.21	-3.25	2.77	57.83	-4.40	-49.90	-1.06	-4.20	0.04	0.04	
10.00	-5.55	-2.68	-12.02	-9.93	-25.66	5.45	-21.35	-10.73	6.48	13.99	-29.08	11.23	13.93	10.62	-3.65	1.39	45.31	-1.62	-59.84	0.38	-4.25	0.02	0.03	
11.00	-38.01	10.72	-1.62	3.73	81.05	-7.89	-7.41	-2.12	3.64	-6.46	-36.97	8.84	1.97	14.05	4.32	-3.98	20.25	2.07	-65.86	0.84	-2.90	0.05	0.06	
