gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-10.74	19.66	-29.18	30.89	19.61	-143.26	-58.72	6.64	-3.74	38.38	-42.77	-2.00	33.15	39.71	4.31	-59.15	-36.51	-3.63	-115.56	-0.21	5.25	-0.04	0.03	
2.00	-63.05	-27.94	-39.51	-26.34	91.10	-16.28	-74.39	-12.95	0.10	41.57	-36.67	-1.76	10.86	33.20	1.37	-50.47	-32.69	-5.13	-116.10	-0.87	4.61	-0.14	0.03	
3.00	-58.42	-60.70	-28.27	-85.58	-11.59	166.51	-97.34	-30.08	3.70	47.89	-27.62	-2.60	23.88	20.23	-1.08	-47.50	-28.06	-3.92	-115.58	-3.45	4.05	-0.09	0.03	
4.00	10.31	-10.79	-1.09	-12.70	-63.49	56.63	-51.19	8.79	2.08	50.00	-25.55	-2.58	33.28	15.44	-0.61	-27.97	-23.80	2.74	-114.18	-2.06	3.37	0.09	0.03	
5.00	33.48	21.53	3.94	-0.29	-51.47	-41.03	-31.39	23.64	3.48	44.29	-27.14	-2.36	42.71	17.41	-3.56	-17.26	-19.79	5.30	-111.32	0.57	2.34	0.05	0.03	
6.00	10.96	-5.22	9.54	-64.26	-185.29	92.55	-90.27	4.59	9.98	61.02	-18.60	-4.63	51.36	6.55	-0.72	-32.61	-13.83	7.29	-106.72	2.51	1.02	0.01	0.02	
7.00	-23.85	6.07	0.12	-61.70	-108.51	0.71	-101.92	3.44	13.19	52.20	-18.78	-4.78	46.35	10.74	-0.91	-36.45	-10.77	9.66	-100.02	5.74	-0.47	0.04	0.02	
8.00	-5.77	-12.94	2.52	-39.87	-68.46	-26.39	-88.75	-20.00	17.69	50.37	-17.40	-5.26	47.84	9.22	1.60	-26.15	-6.81	12.75	-91.20	7.80	-1.91	0.16	0.02	
9.00	-41.13	-19.63	7.25	2.94	71.30	-17.77	-92.40	-17.66	21.47	48.64	-11.56	-6.52	28.96	7.07	3.71	-26.29	-2.69	11.81	-80.03	9.71	-2.95	0.24	0.03	
10.00	-44.17	1.62	12.62	49.75	51.57	-40.75	-91.76	-11.00	21.68	42.12	-9.44	-6.56	27.56	5.00	6.86	-20.67	-0.10	5.58	-66.62	10.19	-3.40	0.15	0.04	
