gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	34.94	13.46	8.42	91.39	125.44	53.24	6.52	5.36	1.74	5.86	3.42	0.90	25.91	14.73	6.64	2.66	3.00	4.94	5.63	1.56	1.54	0.01	0.01	
0.00	15.60	4.20	4.59	25.99	81.31	26.27	3.88	3.92	1.52	4.20	2.48	0.88	14.14	4.04	2.49	2.33	2.56	4.88	5.64	1.47	1.43	0.01	0.01	
0.00	18.95	4.18	4.32	58.38	103.13	17.72	4.19	3.10	1.13	3.58	1.45	0.29	10.67	2.83	1.92	2.97	2.82	4.75	5.65	1.20	1.31	0.00	0.01	
0.00	22.06	3.96	6.41	73.47	78.66	23.58	5.37	2.69	1.20	2.12	2.03	0.74	15.20	4.03	4.08	3.18	2.39	4.65	5.66	0.98	1.31	0.01	0.01	
0.00	16.65	7.10	5.35	61.70	91.02	11.64	6.91	2.55	1.36	3.32	1.61	0.60	8.12	6.09	3.87	3.10	2.62	4.92	5.80	0.92	1.07	0.00	0.00	
0.00	12.74	8.02	6.24	55.05	82.69	26.85	4.95	2.60	1.34	4.52	1.66	1.03	12.56	6.80	2.67	3.26	3.17	4.93	5.61	0.88	0.83	0.00	0.01	
0.00	48.50	30.14	6.51	98.80	68.79	60.50	6.34	4.13	1.23	5.27	1.88	1.13	33.57	28.22	7.67	3.80	2.69	4.91	5.55	0.87	1.04	0.00	0.00	
0.00	18.75	17.50	9.24	81.27	89.33	37.52	5.29	1.93	1.04	3.53	1.51	1.23	11.56	13.33	5.81	3.34	2.34	4.94	5.29	0.86	1.20	0.00	0.00	
0.00	18.20	13.98	6.31	73.19	70.35	28.64	2.99	2.13	1.07	3.17	2.38	1.26	17.20	10.73	3.69	3.52	3.23	5.16	5.32	0.89	1.30	0.00	0.00	
0.00	28.84	11.10	10.51	28.39	120.45	68.83	3.09	3.54	1.39	8.00	2.30	1.60	29.55	9.56	5.64	3.65	3.15	5.38	5.30	0.98	1.12	0.00	0.01	
0.00	24.61	13.85	14.71	52.36	104.49	45.37	3.88	1.99	1.34	5.05	2.31	1.35	18.25	8.71	14.43	4.08	3.22	5.77	5.49	1.12	1.14	0.00	0.01	
0.00	22.87	15.80	7.85	45.53	81.69	36.33	3.19	1.76	1.43	4.28	1.83	0.87	22.72	13.93	6.30	3.83	3.44	6.06	5.57	1.15	1.20	0.00	0.00	
0.00	24.14	23.26	17.65	62.39	116.40	70.39	3.15	4.47	1.49	4.13	2.05	0.54	25.86	22.01	13.65	4.42	4.34	6.08	5.46	1.01	1.07	0.01	0.00	
0.00	33.60	22.01	19.57	65.59	121.99	40.92	2.55	3.41	1.17	5.83	2.35	1.15	20.85	18.14	17.08	4.15	4.64	5.78	5.05	0.71	0.96	0.00	0.00	
0.00	59.41	27.37	18.95	111.20	94.97	79.61	6.18	3.44	1.21	6.88	3.19	1.52	48.55	20.91	12.52	4.87	4.95	5.53	4.87	0.70	1.02	0.00	0.01	
0.00	18.54	18.72	10.70	56.31	134.74	17.80	4.41	4.54	1.31	3.14	2.20	1.66	21.15	12.44	9.14	4.29	4.01	5.25	4.82	0.93	1.19	0.00	0.01	
0.00	34.00	12.97	7.00	56.63	83.61	22.67	6.68	2.68	1.41	6.90	3.83	1.48	28.04	9.98	7.41	4.88	6.13	5.03	4.78	1.02	1.33	0.00	0.01	
0.00	33.25	10.04	6.75	50.24	111.02	34.04	5.94	2.85	1.98	5.05	2.41	1.33	29.21	7.88	5.41	5.15	4.98	4.61	4.35	1.08	1.20	0.00	0.00	
0.00	29.93	8.08	8.01	68.80	62.80	46.36	9.73	1.82	2.60	5.61	4.31	1.13	24.26	4.57	4.02	5.70	4.90	4.21	3.88	1.11	1.02	0.01	0.00	
0.00	40.78	13.56	14.37	37.95	131.78	44.99	6.32	3.01	2.22	4.71	3.51	1.27	39.26	14.26	13.37	5.88	5.35	3.80	3.73	1.12	1.08	0.01	0.00	
0.00	24.16	8.87	5.86	98.79	96.30	27.90	7.94	3.93	1.98	8.61	2.39	0.87	27.54	8.73	5.26	5.29	6.71	3.55	3.80	1.17	0.97	0.00	0.01	
0.00	21.70	10.79	15.74	118.88	108.50	61.68	8.22	5.11	2.06	8.02	5.25	1.41	27.02	7.67	8.25	5.68	8.26	3.48	4.10	1.29	0.83	0.00	0.01	
0.00	19.66	13.70	19.32	76.88	152.92	135.88	6.62	5.74	1.41	6.32	6.06	1.49	23.56	9.49	10.48	6.68	7.93	3.50	4.58	1.27	0.94	0.00	0.01	
0.00	28.96	16.17	12.22	49.29	120.46	170.07	8.22	6.30	2.01	6.03	5.76	1.54	32.76	14.86	8.58	6.76	7.57	3.68	5.07	1.06	1.07	0.00	0.01	
0.00	25.76	31.67	18.45	124.56	114.78	204.39	5.21	5.65	1.40	8.62	5.58	2.13	30.06	28.64	2.69	6.70	8.50	3.82	5.47	0.88	0.90	0.00	0.01	
0.00	77.71	17.58	57.49	469.72	297.18	56.45	8.17	7.03	2.79	6.63	5.68	1.77	94.59	45.25	10.74	6.63	7.96	4.10	5.71	0.95	0.82	0.00	0.01	
0.00	85.64	39.08	46.50	468.46	320.94	63.10	9.09	5.75	1.90	8.13	7.95	2.15	89.81	5.86	4.07	5.28	5.39	4.12	5.87	0.92	1.03	0.01	0.01	
0.00	32.98	11.48	23.94	73.55	164.07	172.99	6.01	5.08	2.08	7.62	1.20	1.74	29.79	14.09	6.64	4.64	5.72	4.08	6.00	0.91	1.06	0.00	0.00	
0.00	22.38	55.72	28.47	647.97	104.24	624.13	5.13	16.24	2.25	11.63	15.78	1.70	55.43	38.30	6.11	4.07	5.32	4.01	6.11	1.01	1.01	0.00	0.01	
0.00	47.68	60.72	33.24	656.89	179.25	584.60	11.59	15.60	1.96	14.21	18.52	2.14	49.95	52.39	6.61	4.63	5.30	4.10	5.99	1.24	1.08	0.00	0.01	
0.00	20.52	45.93	18.31	172.49	156.12	144.36	10.68	8.69	1.56	15.87	5.36	1.90	20.44	39.59	12.81	5.13	6.20	4.24	5.80	1.71	0.93	0.00	0.00	
0.00	90.89	148.59	67.71	580.73	301.59	468.46	11.02	13.32	3.16	18.03	10.03	3.83	102.35	144.21	10.86	6.29	12.78	4.16	5.56	1.95	0.82	0.00	0.01	
0.00	170.97	191.67	106.97	867.74	729.27	622.65	10.59	18.03	2.23	27.62	23.11	5.76	181.03	173.68	7.80	7.65	13.22	4.07	5.44	1.96	1.10	0.01	0.01	
0.00	186.70	159.25	114.57	1254.78	697.46	1186.31	11.68	27.19	1.98	15.43	28.39	4.74	258.82	162.45	4.89	8.17	12.80	4.17	4.62	1.94	1.13	0.00	0.02	
0.00	130.34	226.66	50.31	732.92	526.73	386.64	6.96	10.81	2.99	34.59	19.09	4.28	192.70	138.03	6.08	7.70	9.57	4.51	4.85	1.85	1.14	0.01	0.01	
0.00	157.09	48.75	81.57	802.35	371.90	1003.56	15.98	13.61	2.69	4.33	16.37	4.44	212.34	59.60	20.02	6.16	8.21	5.02	4.49	1.57	1.33	0.00	0.01	
0.00	133.86	179.23	122.41	763.11	355.57	843.13	10.50	17.82	6.15	20.20	15.96	5.61	178.44	187.57	9.67	5.93	8.14	5.34	4.73	1.73	1.27	0.01	0.01	
0.00	116.90	85.91	41.07	689.96	284.84	782.27	7.98	16.09	3.72	8.51	18.73	2.09	166.12	64.47	7.83	4.57	6.45	5.70	4.70	1.63	1.27	0.00	0.01	
0.00	44.79	48.97	17.86	213.97	311.96	115.13	5.79	7.66	3.72	6.29	4.16	2.16	65.67	35.83	10.51	4.70	6.42	6.00	4.85	1.68	1.00	0.00	0.00	
0.00	111.56	34.64	15.68	216.71	325.19	145.57	9.13	4.48	3.73	6.38	4.99	2.07	155.00	18.20	10.47	4.81	5.73	6.43	5.15	1.71	0.98	0.00	0.00	
0.00	44.18	15.71	7.12	82.04	162.89	104.39	7.09	5.91	3.57	5.82	6.72	2.69	42.96	28.59	4.01	5.07	5.47	6.78	5.58	1.78	1.08	0.01	0.01	
0.00	9.91	23.41	5.35	106.33	136.76	58.04	9.11	6.22	2.94	5.69	5.09	2.47	17.34	18.93	9.72	5.34	5.49	7.08	6.15	1.74	1.00	0.01	0.00	
0.00	24.83	12.83	8.30	100.79	110.47	130.73	4.89	5.99	3.34	6.55	7.93	2.35	26.36	11.62	3.21	5.92	5.13	7.40	6.69	1.78	1.10	0.00	0.00	
0.00	17.19	21.59	6.92	59.07	71.39	51.33	9.07	5.84	3.37	3.76	4.92	3.38	15.81	22.42	7.72	5.47	5.53	7.64	7.25	1.88	1.13	0.00	0.00	
0.00	30.99	23.02	10.00	76.07	94.92	92.90	7.64	4.28	2.95	7.06	6.71	3.12	37.76	27.11	7.96	5.43	5.54	7.65	7.72	1.92	1.17	0.00	0.01	
0.00	28.56	32.42	17.03	82.58	164.29	110.56	9.99	4.94	2.87	17.58	26.14	9.88	21.08	24.00	6.51	4.83	6.85	7.49	8.03	1.80	1.20	0.01	0.01	
0.00	35.18	15.91	17.60	49.52	73.20	105.37	10.32	5.62	3.27	10.76	18.02	5.92	33.68	20.47	5.58	4.93	6.25	7.40	8.31	1.67	1.26	0.01	0.01	
0.00	20.98	15.54	5.48	29.69	113.64	33.79	11.66	2.69	3.31	6.43	4.87	3.91	30.94	16.82	6.00	4.01	4.77	7.69	8.63	1.61	1.36	0.00	0.00	
0.00	17.27	10.38	7.34	36.49	133.70	40.85	11.04	3.34	3.19	4.35	3.97	3.81	30.06	12.66	7.41	3.66	4.28	8.02	9.02	1.59	1.56	0.00	0.00	
0.00	23.82	15.32	22.78	44.69	98.81	53.29	10.75	3.81	3.49	16.66	25.06	6.66	23.66	12.85	6.09	3.12	3.86	8.15	9.28	1.75	1.73	0.00	0.01	
0.00	15.50	14.06	11.46	14.78	72.81	26.63	12.11	2.38	3.02	10.60	12.18	4.65	21.68	12.49	3.93	3.56	4.05	8.25	9.47	1.77	1.73	0.01	0.00	
0.00	15.53	11.31	11.73	30.22	78.33	27.55	12.54	3.31	3.28	5.72	9.57	4.50	23.61	13.77	4.66	3.71	3.73	8.33	9.66	1.57	1.61	0.01	0.01	
