gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	28.52	14.64	15.56	132.62	115.73	43.61	7.21	11.35	7.28	9.11	4.57	4.02	28.16	17.65	5.13	5.38	4.90	5.84	4.87	3.38	3.06	0.01	0.01	
0.00	20.13	12.74	15.19	89.56	123.00	20.39	7.39	12.53	7.99	14.78	8.03	4.62	22.19	20.59	5.18	4.26	7.43	6.25	4.68	3.70	2.89	0.01	0.01	
0.00	12.48	4.50	12.84	116.64	140.49	60.63	9.01	10.62	7.56	10.43	7.96	7.70	19.59	16.69	3.70	3.50	10.12	6.94	5.88	3.57	3.92	0.01	0.00	
0.00	15.00	7.95	18.68	96.44	101.80	55.13	5.93	8.16	6.23	11.32	10.96	11.01	20.52	19.24	3.33	3.99	16.55	8.41	8.80	3.13	5.57	0.02	0.00	
0.00	22.02	11.73	10.41	62.10	96.95	32.18	14.65	6.59	3.66	14.22	9.43	12.37	15.82	20.73	4.14	3.26	24.05	10.61	13.26	2.10	6.76	0.02	0.00	
0.00	35.88	24.44	13.23	52.06	149.46	70.62	15.35	6.58	2.46	14.08	11.40	13.79	23.16	27.47	4.78	3.16	33.71	11.77	19.01	2.26	8.12	0.02	0.00	
0.00	18.04	14.47	11.21	63.65	86.96	32.96	17.16	4.21	1.80	19.26	7.82	15.80	30.71	30.13	4.79	4.26	41.07	10.63	24.73	2.43	10.33	0.03	0.00	
0.00	20.40	20.97	16.39	54.98	96.20	31.02	12.04	5.27	1.58	17.06	8.41	14.89	27.45	28.66	4.60	3.68	42.85	7.70	27.18	2.53	11.51	0.02	0.00	
0.00	19.17	13.98	14.11	93.15	117.51	22.80	12.14	5.96	1.77	20.28	8.13	11.69	34.21	25.37	5.73	3.78	36.29	5.34	24.25	2.09	10.82	0.03	0.00	
0.00	31.31	17.14	13.65	56.40	159.84	38.54	10.66	5.23	2.04	20.49	9.26	10.52	25.58	26.54	5.98	4.86	35.19	2.88	19.56	2.24	9.84	0.02	0.01	
0.00	40.95	13.91	17.97	70.48	147.35	57.81	8.40	4.09	1.23	16.16	9.00	17.20	45.35	27.33	7.70	4.40	45.46	0.72	28.15	0.09	12.08	0.03	0.01	
0.00	39.21	16.17	21.56	106.49	131.21	32.75	6.48	4.90	0.82	18.30	12.40	20.59	30.93	34.78	4.54	3.96	57.38	0.39	42.17	0.13	13.14	0.01	0.03	
0.00	24.28	18.93	23.45	125.07	122.73	31.61	8.55	5.37	1.58	18.86	13.17	22.86	36.83	38.62	15.79	3.64	55.05	0.28	49.00	0.26	13.76	0.01	0.02	
0.00	63.88	20.17	33.78	118.65	121.60	66.80	10.69	3.34	1.21	12.25	10.63	23.65	72.18	42.06	22.40	4.72	47.92	0.26	56.25	0.11	15.76	0.01	0.02	
0.00	19.82	15.90	21.84	55.03	119.56	31.83	12.99	3.99	1.63	13.84	9.16	18.38	21.07	36.68	8.46	5.16	36.90	0.70	58.10	0.16	13.62	0.02	0.03	
0.00	29.85	19.87	15.52	90.55	164.15	61.67	31.69	5.62	3.58	14.48	7.90	14.33	24.09	32.07	8.27	7.80	25.13	1.68	51.01	1.07	10.58	0.03	0.03	
0.00	39.60	18.61	13.43	113.54	75.20	63.59	40.35	30.16	6.58	9.74	8.52	10.22	22.31	21.89	8.57	35.03	15.24	7.53	39.23	0.94	8.29	0.08	0.03	
0.00	60.44	24.18	17.69	127.03	130.64	63.11	47.27	10.05	13.54	15.56	9.88	3.04	25.84	14.05	16.57	27.08	13.57	13.04	26.84	1.54	3.13	0.04	0.02	
0.00	77.39	41.54	31.88	158.85	118.26	114.78	63.21	18.96	19.41	19.34	15.95	8.20	61.45	23.97	23.09	48.04	13.63	19.16	12.52	1.75	1.66	0.16	0.03	
0.00	46.72	42.49	25.56	99.66	171.03	74.94	53.00	33.71	20.86	14.37	6.22	3.75	54.44	8.43	23.64	44.33	11.58	26.12	2.30	2.29	1.34	0.13	0.04	
0.00	85.02	30.63	25.35	175.64	226.29	87.24	72.11	22.88	25.09	15.25	10.07	3.55	55.82	32.78	14.69	53.84	10.52	31.89	0.70	6.24	0.29	0.11	0.03	
0.00	157.35	68.27	27.95	975.30	969.60	119.64	69.46	25.12	24.88	18.70	10.86	4.46	132.45	39.36	21.07	66.80	9.67	36.95	0.64	6.95	0.28	0.17	0.03	
0.00	74.73	76.53	19.51	604.06	539.03	90.54	33.37	14.33	19.70	18.94	36.64	16.45	63.51	20.11	18.58	59.41	9.02	36.51	0.74	5.06	0.75	0.15	0.03	
0.00	214.24	58.21	65.76	1977.91	1330.07	207.42	79.66	15.62	12.86	34.42	17.49	7.99	151.24	106.91	19.24	46.84	20.07	31.32	1.09	3.27	0.33	0.06	0.04	
0.00	80.92	66.56	46.17	796.80	690.10	206.92	16.02	20.61	10.63	32.52	12.34	5.88	72.72	60.34	28.37	34.30	10.32	23.00	1.40	3.73	0.40	0.03	0.06	
0.00	58.20	35.90	24.17	459.69	500.64	70.58	23.29	15.38	5.09	18.25	20.03	9.57	42.27	26.83	10.81	9.29	6.57	17.86	0.67	3.62	0.54	0.01	0.04	
0.00	141.16	90.74	34.56	802.47	637.18	159.21	26.16	16.17	5.87	33.59	76.72	29.97	76.29	63.26	14.37	10.44	8.87	15.17	0.82	3.57	1.08	0.01	0.02	
0.00	46.18	41.51	32.12	1002.34	867.64	70.59	36.80	7.96	3.70	12.27	10.41	4.33	79.15	35.07	14.78	8.24	6.03	13.96	1.91	4.32	0.34	0.01	0.08	
0.00	49.51	28.19	11.19	202.13	159.27	46.74	8.28	7.06	3.47	7.22	3.68	2.24	41.45	29.76	6.52	9.90	9.40	12.08	0.98	4.93	0.85	0.00	0.06	
0.00	78.72	31.72	32.77	151.55	187.14	47.01	7.81	5.17	2.39	30.89	11.97	8.78	52.37	33.39	14.88	10.39	14.33	10.77	2.06	4.93	1.25	0.01	0.12	
0.00	110.79	42.56	34.46	1133.04	791.30	174.87	30.11	19.06	4.28	11.37	6.10	3.60	42.23	26.28	10.61	10.77	3.51	11.18	0.81	4.72	0.41	0.01	0.04	
0.00	68.17	60.34	53.03	292.41	216.19	303.05	14.11	5.00	2.73	10.47	38.84	8.09	58.44	13.64	14.20	11.97	156.04	12.74	19.99	4.56	7.89	0.00	1.44	
0.00	19.93	19.06	8.07	178.04	177.12	13.66	9.50	3.77	3.48	5.53	5.51	1.74	27.34	13.13	9.42	11.79	6.25	14.31	0.72	5.03	0.32	0.01	0.05	
0.00	128.51	51.89	34.43	1182.94	829.20	279.76	31.01	22.80	6.36	25.52	24.24	8.87	59.39	32.24	5.61	12.40	5.98	15.75	0.74	5.41	0.60	0.01	0.02	
0.00	55.07	16.25	14.95	239.60	193.81	87.30	8.79	4.85	3.62	11.64	14.47	5.60	31.53	15.51	7.96	13.23	2.37	16.62	0.38	5.26	0.42	0.01	0.02	
0.00	44.41	22.64	15.66	67.31	141.62	30.87	6.14	3.43	3.97	7.86	5.20	2.57	39.96	14.93	7.29	13.55	3.05	16.66	0.60	5.12	0.25	0.01	0.03	
0.00	30.64	15.25	19.23	86.07	141.37	59.31	5.48	3.69	3.95	15.10	1.78	1.47	25.58	15.40	5.91	12.73	3.13	16.71	0.77	5.13	0.23	0.01	0.04	
0.00	59.59	19.01	24.90	88.85	225.03	84.03	5.97	5.10	4.10	27.98	16.72	7.09	36.67	10.58	8.56	11.11	5.64	16.71	0.66	5.22	0.33	0.00	0.04	
0.00	13.88	5.01	5.48	40.87	83.08	37.62	5.28	3.60	4.08	2.56	3.65	1.68	18.04	7.85	4.13	10.29	2.23	16.82	0.10	5.36	0.14	0.00	0.01	
0.00	12.38	5.95	10.09	16.81	150.10	41.44	6.02	3.77	3.71	6.32	2.16	0.98	15.75	8.24	3.17	10.39	3.06	17.15	0.33	5.50	0.11	0.00	0.02	
0.00	14.08	9.08	5.94	50.05	110.86	27.99	5.34	4.80	3.80	5.65	3.37	1.40	24.04	9.99	5.39	9.42	3.43	17.46	0.32	5.82	0.17	0.00	0.02	
