gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-37.14	-12.36	5.03	-8.08	13.10	-9.70	-16.68	-22.56	8.15	-11.46	-18.74	3.88	6.62	-12.55	-2.07	-6.48	4.04	-16.49	-11.56	-0.49	1.95	0.03	0.02	
2.00	-25.54	-10.05	-1.53	11.21	-37.01	-4.95	-12.33	-22.85	6.14	-9.62	-20.18	5.66	4.20	-1.74	-2.29	-5.37	5.66	-16.67	-13.99	-1.57	3.19	0.02	0.03	
3.00	-25.57	-15.44	-0.31	-7.91	-39.58	21.12	-7.16	-22.00	5.66	-12.16	-21.75	8.38	1.26	1.78	-2.26	-4.16	10.64	-16.24	-18.08	-1.87	4.89	0.02	0.03	
4.00	-31.78	-10.57	-6.66	41.55	9.50	24.92	-7.53	-20.41	5.04	-18.98	-24.39	13.49	8.51	11.31	-0.58	-5.24	17.42	-15.46	-24.17	-2.43	7.72	0.03	0.03	
5.00	-22.45	0.01	-15.56	32.00	-35.21	-3.80	3.00	-16.51	2.76	-22.96	-30.80	19.64	9.46	22.03	-0.05	-1.23	29.08	-13.52	-33.13	-2.91	11.57	0.03	0.03	
6.00	-34.89	17.58	-25.45	44.18	-22.95	-18.72	5.37	-11.60	1.17	-30.74	-35.44	26.12	8.58	42.69	1.08	-1.49	43.36	-10.21	-45.74	-2.68	16.05	0.04	0.03	
7.00	-4.47	10.04	-23.74	11.81	-32.82	19.12	15.20	-13.12	1.58	-33.46	-32.60	33.74	31.82	54.36	5.56	2.22	61.09	-6.91	-61.10	-2.27	21.26	0.05	0.03	
8.00	-9.11	9.73	-29.18	-46.50	-19.72	19.96	10.53	-11.27	1.44	-41.37	-32.94	40.37	45.83	60.53	7.06	-0.12	76.55	-4.26	-77.14	-2.34	25.97	0.05	0.03	
9.00	-8.68	11.23	-34.54	-22.77	3.25	3.57	12.01	-7.95	0.77	-44.17	-32.07	44.06	52.66	64.49	7.21	-0.47	81.98	-1.29	-90.49	-1.26	29.20	0.05	0.03	
10.00	14.95	2.84	-36.79	-11.88	-112.96	23.80	15.50	-8.15	0.45	-38.26	-28.08	43.54	52.07	62.35	6.27	0.78	75.53	-0.26	-98.76	-1.23	29.97	0.04	0.03	
11.00	2.27	7.53	-24.68	-51.37	-67.57	47.37	13.22	-4.82	0.05	-41.10	-27.62	39.12	46.74	54.78	9.48	1.05	57.32	1.10	-99.69	-0.01	27.36	0.04	0.03	
12.00	-9.11	-0.30	-20.87	24.47	-69.36	21.24	17.05	-2.62	-0.59	-37.88	-23.29	31.16	25.33	38.84	6.33	3.07	35.12	1.04	-94.45	0.03	22.97	0.03	0.03	
13.00	-12.91	7.68	-13.84	16.78	42.09	13.17	14.35	-4.98	0.27	-35.15	-22.97	22.10	28.13	35.42	8.98	2.19	15.19	0.83	-83.17	-0.02	17.11	0.02	0.04	
14.00	-3.85	-2.14	0.08	15.05	-2.08	-2.79	11.96	-1.86	-0.74	-27.92	-16.73	12.90	19.73	15.68	12.39	0.99	-1.70	0.89	-64.83	-0.03	10.23	0.03	0.04	
15.00	-5.31	-6.91	-5.25	35.80	-63.02	-11.21	6.27	-0.96	-0.33	-20.08	-14.73	8.64	4.50	3.68	5.89	-2.39	-10.92	0.69	-46.74	-0.05	6.49	0.03	0.05	
16.00	-10.57	-1.39	-0.72	1.32	-10.71	-6.85	-1.60	-1.77	1.25	-20.07	-12.51	5.54	9.17	1.07	5.86	-4.83	-15.41	0.15	-32.53	-0.46	4.25	0.04	0.06	
17.00	2.73	-9.60	0.87	31.30	-4.15	-64.61	19.66	-8.91	1.69	-17.38	-11.64	2.94	-3.89	-6.38	2.44	8.45	-16.41	-2.04	-20.50	-0.36	1.38	-0.00	0.06	
18.00	-1.78	-15.68	-5.53	7.47	3.91	1.67	-15.86	-9.03	6.07	-7.99	-6.95	0.76	19.04	-16.82	-7.44	6.28	-13.43	-4.68	-9.55	0.26	-0.25	0.01	0.06	
19.00	-26.36	-14.88	-1.79	-87.15	-59.23	36.35	-51.54	-14.43	13.02	-10.23	-7.27	0.61	25.45	-18.89	-5.02	0.04	-12.33	-9.36	-2.70	0.20	-1.00	0.01	0.06	
20.00	-30.85	-18.09	4.62	26.68	54.06	14.37	-25.50	-32.54	18.19	-6.20	-6.66	1.47	0.68	-10.46	-0.06	23.80	-10.72	-15.98	1.01	0.90	-0.72	0.02	0.07	
21.00	-61.53	-24.54	6.21	-16.46	-71.33	32.04	-73.33	-27.15	27.54	-2.22	-4.93	2.02	9.23	-34.63	-10.04	38.57	-5.30	-26.71	1.62	3.54	-0.19	0.06	0.07	
22.00	4.26	-16.76	1.25	-235.92	-203.74	-0.96	-86.20	-32.34	36.08	-1.20	-8.91	2.04	63.63	-38.75	-3.55	56.50	0.07	-38.81	1.44	4.27	-0.17	0.06	0.05	
23.00	4.43	-29.24	4.30	-298.96	-223.56	35.20	-94.04	-42.63	43.24	4.21	7.86	-3.42	57.41	-29.98	-0.78	72.96	1.90	-50.24	1.07	3.09	0.00	0.05	0.03	
24.00	89.83	-77.77	-17.60	-89.47	95.16	-88.81	-102.80	-40.11	46.91	18.30	-1.82	-2.65	156.25	-76.30	-28.07	87.34	6.68	-60.02	1.35	1.65	-0.26	0.06	0.03	
25.00	13.91	-31.28	14.26	299.47	222.31	69.87	-102.16	-46.48	50.94	11.31	-7.98	0.63	117.81	-43.41	-4.15	101.61	-3.86	-67.97	1.07	-0.74	-0.24	0.04	0.04	
26.00	4.52	-4.61	10.99	-166.31	-157.64	17.19	-102.74	-51.83	52.25	-6.68	-20.28	6.53	86.71	-42.58	2.22	113.63	-0.43	-72.76	0.41	-3.48	-0.39	0.02	0.02	
27.00	21.46	-50.32	-8.45	-357.78	-306.64	-39.69	-119.32	-43.03	50.92	2.83	12.33	-7.62	85.66	-57.62	-10.13	113.68	-2.03	-76.49	0.03	-5.05	0.29	0.03	0.01	
28.00	1.61	-47.51	14.32	307.28	313.22	15.09	-93.34	-52.67	49.91	-5.32	-11.86	2.46	134.70	-46.19	-4.50	111.81	-5.37	-80.45	0.20	-6.17	0.06	0.03	0.02	
29.00	11.66	-48.76	0.32	57.09	52.00	-50.76	-100.49	-50.81	50.12	-6.77	-11.48	2.10	116.00	-53.32	-7.47	107.59	-10.59	-83.09	0.26	-6.98	0.30	0.03	0.04	
30.00	6.05	-52.12	3.28	-13.24	19.51	-5.32	-99.83	-51.72	49.98	-9.17	-11.29	1.12	106.76	-54.96	-12.34	105.24	-1.57	-84.41	-0.11	-7.47	-0.00	0.03	0.01	
31.00	40.92	-12.21	-11.60	-371.30	-305.61	-57.12	-108.33	-44.47	47.88	-2.46	-11.31	1.52	96.75	-41.03	-3.84	104.25	-8.61	-85.10	0.31	-7.63	0.07	0.03	0.03	
32.00	1.91	-3.87	-14.13	30.99	-14.66	-90.36	-99.89	-50.55	48.86	-11.03	-22.40	5.11	92.55	-35.50	-6.91	102.78	-62.18	-85.07	6.42	-7.83	2.65	0.03	0.49	
33.00	15.17	-36.84	-2.28	29.08	33.66	-17.79	-94.40	-49.71	47.47	-8.25	-9.13	3.28	111.91	-36.67	-5.88	102.42	-7.51	-85.09	-0.78	-7.70	-0.33	0.03	-0.03	
34.00	48.95	-28.69	-8.44	91.57	21.85	25.51	-87.31	-44.97	45.16	0.75	-5.25	2.76	127.24	-29.02	-5.25	103.13	-8.81	-85.25	-0.05	-7.88	-0.13	0.03	0.01	
35.00	8.85	-31.73	2.75	-22.04	-26.46	8.84	-92.60	-51.40	47.02	-15.36	-15.74	6.43	103.66	-40.49	-7.28	101.24	-11.63	-85.88	-0.54	-8.34	-0.34	0.03	-0.00	
36.00	19.46	-27.93	-9.95	-1.78	-19.92	-20.39	-91.79	-50.69	46.84	-7.28	-8.92	3.39	104.65	-29.11	-7.11	100.03	-11.14	-86.21	-0.37	-8.33	-0.20	0.03	0.00	
37.00	-0.85	-26.95	-1.71	9.90	-11.19	-7.62	-91.33	-51.65	46.62	-11.78	-11.79	4.34	93.00	-30.68	-3.67	99.00	-11.94	-86.47	-0.11	-8.48	-0.14	0.03	0.02	
38.00	4.42	-21.57	-0.95	-11.49	-40.31	5.88	-91.46	-52.38	47.11	-9.50	-11.40	5.13	92.19	-24.59	-1.35	98.17	-10.92	-86.50	-0.52	-8.82	-0.40	0.03	-0.01	
39.00	-2.01	-29.54	-2.03	22.44	-81.49	-12.04	-91.80	-52.72	46.82	-7.54	-9.61	3.19	81.25	-30.17	-2.65	97.54	-11.27	-85.84	-0.26	-9.31	-0.20	0.03	0.01	
40.00	14.73	-32.00	-9.46	-21.56	3.69	-11.56	-90.84	-54.23	46.28	-7.76	-11.95	3.96	101.92	-30.59	-4.92	96.26	-11.49	-85.27	-0.26	-9.79	-0.15	0.03	0.01	
41.00	7.90	-28.27	-7.74	5.45	16.02	-2.78	-90.06	-53.20	46.09	-8.36	-10.81	4.05	97.54	-27.72	-5.04	95.62	-11.91	-84.94	-0.14	-10.01	-0.11	0.03	0.02	
42.00	6.62	-29.52	-4.92	-8.92	-61.13	-8.87	-91.90	-51.95	45.77	-5.96	-7.97	2.91	87.78	-27.77	-2.38	94.40	-11.14	-84.84	-0.19	-10.13	-0.11	0.03	0.01	
43.00	14.15	-33.75	-8.72	6.35	-56.67	6.21	-92.00	-53.40	45.86	-3.00	-8.83	1.87	91.94	-29.94	-7.61	93.91	-12.72	-84.95	0.27	-10.41	0.03	0.03	0.04	
44.00	14.46	-35.91	-8.51	-12.45	-10.78	24.05	-94.32	-53.71	46.15	-6.29	-8.29	2.29	101.86	-30.71	-8.55	93.69	-11.04	-85.56	-0.03	-10.63	-0.05	0.03	0.02	
45.00	10.54	-31.48	-5.18	1.41	5.69	14.32	-97.54	-54.36	46.34	-7.51	-10.59	3.76	104.94	-31.96	-3.28	93.87	-10.34	-86.93	-0.18	-10.71	-0.18	0.03	0.01	
46.00	-9.96	-30.25	3.32	-3.50	16.74	18.02	-101.46	-53.48	46.67	-12.91	-10.45	3.45	96.84	-33.77	-1.62	93.86	-11.01	-89.02	-0.27	-10.49	-0.19	0.03	0.01	
47.00	6.16	-32.19	-4.30	-1.64	-64.00	0.11	-105.49	-53.67	47.57	-3.32	-8.99	3.15	97.64	-33.75	-2.81	94.19	-8.62	-91.37	-0.05	-10.11	-0.16	0.03	0.01	
48.00	25.03	-36.38	-8.76	-40.01	-37.97	-18.36	-109.17	-52.49	47.41	-2.70	-8.60	2.91	118.62	-36.25	-4.02	94.62	-8.24	-93.35	-0.06	-9.98	-0.18	0.03	0.01	
49.00	36.36	-39.90	-10.00	-35.21	18.31	-3.97	-110.93	-54.09	47.93	-2.97	-9.22	2.97	134.60	-38.10	-4.57	94.05	-8.19	-94.74	0.00	-10.06	-0.19	0.03	0.01	
50.00	25.55	-31.10	-4.26	-30.95	-16.51	-13.61	-114.20	-54.41	47.86	-5.09	-12.35	4.09	128.72	-38.71	-2.09	92.37	-7.93	-95.45	0.09	-10.14	-0.20	0.03	0.02	
51.00	33.96	-37.96	-10.30	-102.88	-72.23	-17.75	-116.30	-54.28	47.61	-0.15	-8.04	2.03	125.89	-41.36	-6.97	90.06	-6.56	-95.27	0.09	-9.91	-0.16	0.03	0.01	
52.00	17.60	-33.15	4.70	183.29	197.13	67.74	-103.39	-52.78	44.92	-1.49	-12.19	5.18	134.72	-34.76	-2.88	87.78	-5.63	-93.77	0.33	-9.49	-0.31	0.03	0.02	
53.00	107.21	14.39	-31.77	-796.26	-530.91	-184.62	-131.05	-38.64	42.59	7.42	-17.55	3.21	130.76	-52.53	-1.73	83.61	-4.65	-91.03	0.63	-9.38	-0.24	0.03	0.03	
54.00	-4.04	-36.36	10.89	418.03	285.41	98.28	-94.16	-59.45	42.37	-0.70	-11.10	5.70	121.71	-26.01	-4.50	75.88	-4.04	-86.93	0.49	-9.26	-0.36	0.03	0.02	
55.00	-32.74	-11.28	14.41	43.73	-70.07	11.96	-105.47	-55.45	40.74	-5.03	-8.55	2.79	67.86	-27.51	5.87	66.53	-6.36	-81.83	0.19	-8.64	-0.24	0.03	0.01	
56.00	40.38	12.24	-22.56	-20.96	-87.63	-101.74	-99.03	-58.18	38.00	7.65	-43.27	21.22	112.12	-34.71	-4.86	57.66	-0.24	-75.82	1.00	-8.07	-1.17	0.03	0.02	
57.00	36.08	-20.53	-1.28	-149.66	-51.75	-21.40	-89.54	-45.21	31.41	-4.29	-5.23	2.17	109.85	-32.10	-2.07	48.42	-3.25	-68.88	0.75	-7.20	-0.66	0.03	0.02	
58.00	-2.36	-42.16	12.65	19.46	18.58	35.54	-77.83	-51.02	29.73	-11.82	6.22	-4.32	81.37	-27.45	0.73	37.29	-9.97	-61.01	0.57	-7.06	-0.00	0.03	0.04	
59.00	-26.42	-25.19	8.92	77.49	-5.44	25.26	-69.04	-51.20	26.67	-13.48	-9.24	2.64	53.79	-20.73	-6.14	26.73	-9.99	-52.52	0.56	-6.44	-0.31	0.03	0.03	
60.00	29.98	4.95	-13.35	-387.27	-289.19	-182.64	-65.30	-32.32	20.71	-9.04	-15.50	3.88	55.60	-29.27	-4.08	19.57	-6.65	-43.42	0.27	-5.19	-0.17	0.03	0.05	
61.00	44.86	-17.66	-0.44	207.88	183.92	37.55	-35.56	-33.37	16.54	5.83	-8.93	2.78	86.42	-13.90	-7.00	13.07	-2.11	-34.62	-2.21	-4.44	0.03	0.03	0.03	
62.00	-21.92	-18.51	-0.01	13.00	-6.93	6.48	-41.76	-36.02	14.91	-15.41	-7.52	2.07	32.79	-12.69	-3.42	5.87	-10.87	-26.60	-5.68	-4.26	0.31	0.03	0.03	
63.00	-14.60	-16.18	-9.78	-64.64	-47.71	15.62	-39.02	-33.97	12.60	-17.91	-9.28	5.03	34.57	-8.14	-10.60	1.19	-13.57	-20.31	-10.73	-3.69	0.93	0.03	0.08	
64.00	-15.87	-13.03	-6.32	29.86	-1.99	-14.23	-35.45	-28.90	10.16	-0.57	-12.30	4.80	21.88	-8.62	-1.14	-4.38	-4.75	-15.42	-20.97	-3.36	1.86	0.03	0.02	
65.00	-31.10	-16.61	1.66	32.02	21.57	11.65	-31.14	-29.75	8.02	-14.07	-12.17	4.49	19.76	-3.98	5.88	-6.78	-13.34	-11.41	-31.35	-3.48	3.32	0.03	0.04	
66.00	-49.63	-12.34	-0.73	42.56	-38.10	8.26	-29.24	-23.86	6.88	-18.04	-16.45	5.38	2.40	-0.36	5.25	-8.96	-19.11	-7.82	-41.64	-2.61	4.66	0.03	0.06	
67.00	-42.22	-20.61	-6.71	51.24	-53.58	1.31	-25.05	-22.19	6.24	-14.88	-18.65	2.51	3.48	-1.93	-3.57	-8.81	-20.97	-4.40	-51.26	-1.45	6.28	0.03	0.03	
68.00	-16.47	-14.97	-3.34	51.72	-41.41	-19.83	-23.82	-20.68	4.82	-7.36	-19.29	3.07	19.35	7.50	6.28	-10.28	-23.04	-2.04	-56.42	-1.45	8.44	0.04	0.03	
69.00	-29.71	-1.43	-3.92	21.76	-38.95	-3.41	-19.46	-17.82	4.23	-12.78	-24.53	5.17	11.02	17.19	5.15	-9.16	-25.33	-0.27	-57.46	-0.76	10.20	0.03	0.03	
70.00	-40.41	1.11	-8.17	-2.08	-27.17	21.50	-18.36	-17.34	3.93	-18.77	-27.67	6.36	9.12	20.98	2.85	-8.29	-30.56	0.76	-56.93	-0.17	10.74	0.03	0.05	
71.00	-49.08	6.14	-6.80	57.32	-70.66	4.33	-18.27	-17.42	4.37	-10.07	-29.06	6.21	-10.78	23.36	11.24	-7.03	-29.66	0.92	-58.09	0.26	10.85	0.03	0.03	
72.00	-19.73	-6.73	-13.56	47.47	-31.19	-14.23	-16.70	-14.41	4.84	-5.74	-30.02	5.59	14.01	15.36	0.52	-6.67	-30.27	0.57	-59.99	0.70	11.78	0.03	0.03	
73.00	-13.48	-3.12	-6.44	-5.87	3.58	13.68	-10.65	-10.08	4.49	-14.60	-29.91	7.07	24.99	18.06	1.14	-5.14	-32.51	0.51	-61.49	1.25	13.43	0.03	0.03	
74.00	-22.28	0.86	-12.97	-25.76	6.49	1.41	-11.70	-12.70	3.71	-15.07	-32.08	9.34	21.68	24.93	4.34	-5.00	-32.46	0.79	-62.21	0.46	14.95	0.04	0.03	
75.00	-16.50	4.73	-14.98	25.28	-5.80	-13.36	-8.63	-12.08	2.54	-16.86	-34.61	9.84	24.95	27.73	4.94	-5.23	-33.75	0.65	-61.95	0.00	15.59	0.04	0.03	
76.00	0.23	-0.92	-15.65	-5.38	-48.35	6.78	-4.71	-12.03	1.71	-11.18	-34.76	10.39	23.92	26.53	4.29	-3.63	-34.94	0.85	-60.45	-0.34	16.07	0.04	0.03	
