gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	-5.68	-1.45	-5.67	-0.05	0.96	0.03	-5.12	-1.27	-1.68	-22.78	-3.44	8.31	0.00	22.32	-3.51	0.37	-10.67	8.06	0.95	0.00	-13.36	0.20	19.01	
2.00	-5.37	-1.33	-5.56	-0.05	0.96	0.03	-4.91	-1.45	-1.55	-25.24	-3.39	8.00	0.00	22.03	-3.34	-0.15	-10.71	7.67	1.24	0.00	-13.56	-0.15	18.41	
3.00	-5.02	-1.09	-5.49	-0.05	0.96	0.03	-4.59	-1.78	-1.34	-27.93	-3.26	7.74	0.00	21.74	-3.05	-0.62	-11.05	6.59	1.57	0.00	-13.81	-0.62	17.76	
4.00	-4.64	-0.79	-5.42	-0.05	0.95	0.03	-4.21	-2.18	-1.15	-30.80	-3.05	7.53	0.00	21.42	-2.68	-1.05	-11.73	4.94	1.95	0.00	-14.11	-1.15	17.04	
5.00	-4.20	-0.46	-5.32	-0.05	0.95	0.03	-3.81	-2.61	-1.01	-33.81	-2.77	7.33	0.00	21.07	-2.28	-1.44	-12.77	3.12	2.36	0.00	-14.47	-1.72	16.22	
6.00	-3.74	-0.07	-5.22	-0.05	0.95	0.03	-3.32	-3.11	-0.87	-36.98	-2.37	7.16	0.00	20.74	-1.79	-1.77	-14.31	2.80	2.53	0.00	-14.87	-2.35	15.33	
7.00	-3.31	0.42	-5.08	-0.05	0.94	0.03	-2.68	-3.68	-0.74	-40.29	-1.90	6.98	0.00	20.63	-1.21	-2.17	-16.44	4.77	2.92	0.00	-15.30	-3.11	14.31	
8.00	-2.92	0.97	-4.91	-0.05	0.94	0.03	-1.88	-4.28	-0.58	-43.69	-1.34	6.80	0.00	20.76	-0.60	-2.63	-18.96	7.20	3.69	0.00	-15.75	-3.95	13.20	
9.00	-2.59	1.60	-4.76	-0.05	0.94	0.03	-0.90	-4.91	-0.31	-47.16	-0.70	6.65	0.00	21.10	0.03	-3.13	-21.72	9.45	4.68	0.00	-16.22	-4.85	12.04	
10.00	-2.30	2.27	-4.66	-0.05	0.93	0.03	0.26	-5.53	0.12	-50.65	0.06	6.53	0.00	21.58	0.64	-3.65	-24.53	11.23	5.60	0.00	-16.73	-5.77	10.85	
11.00	-2.10	2.83	-4.61	-0.05	0.93	0.03	1.59	-5.94	0.73	-54.03	0.94	6.46	0.00	22.04	1.04	-4.21	-27.15	12.97	6.60	0.00	-17.21	-6.59	9.69	
12.00	-2.05	3.33	-4.76	-0.05	0.92	0.03	3.20	-6.23	1.68	-57.31	1.87	6.58	0.00	22.47	1.34	-4.84	-29.43	14.63	7.55	0.00	-17.57	-7.25	8.72	
13.00	-2.04	3.71	-4.86	-0.06	0.92	0.03	4.81	-6.37	2.53	-60.38	2.85	6.80	0.00	22.74	1.50	-5.52	-31.40	16.27	8.63	0.00	-17.90	-7.77	7.75	
14.00	-1.95	3.96	-4.66	-0.06	0.92	0.03	6.18	-6.33	2.89	-63.14	3.85	7.00	0.00	22.74	1.50	-6.18	-33.10	17.95	9.99	0.00	-18.30	-8.16	6.53	
15.00	-1.89	4.22	-4.37	-0.06	0.92	0.03	7.56	-6.36	3.05	-65.63	4.80	7.31	0.00	22.53	1.56	-6.80	-34.38	19.50	11.27	0.00	-18.63	-8.52	5.23	
16.00	-1.84	4.51	-4.02	-0.06	0.91	0.03	8.93	-6.47	3.07	-67.86	5.68	7.68	0.00	22.15	1.71	-7.32	-35.32	20.91	12.43	0.00	-18.89	-8.85	3.87	
17.00	-1.81	4.79	-3.64	-0.06	0.91	0.03	10.31	-6.61	2.97	-69.79	6.44	8.03	0.00	21.65	1.90	-7.70	-35.97	22.16	13.45	0.00	-19.10	-9.13	2.49	
18.00	-1.81	5.05	-3.25	-0.06	0.91	0.03	11.68	-6.77	2.80	-71.41	7.08	8.33	0.00	21.04	2.12	-7.94	-36.36	23.22	14.33	0.00	-19.27	-9.36	1.10	
19.00	-1.83	5.26	-2.84	-0.06	0.91	0.03	13.02	-6.90	2.57	-72.67	7.62	8.56	0.00	20.34	2.33	-8.04	-36.54	24.07	15.06	0.00	-19.42	-9.53	-0.26	
20.00	-1.84	5.37	-2.37	-0.06	0.91	0.03	14.26	-6.92	2.18	-73.56	8.12	8.68	0.00	19.56	2.44	-8.00	-36.59	24.75	15.76	0.00	-19.59	-9.58	-1.62	
21.00	-1.86	5.40	-1.92	-0.06	0.91	0.03	15.46	-6.87	1.76	-74.12	8.61	8.75	0.00	18.72	2.48	-7.85	-36.50	25.29	16.35	0.00	-19.74	-9.53	-2.89	
22.00	-1.85	5.32	-1.44	-0.06	0.91	0.03	16.54	-6.73	1.24	-74.32	9.08	8.75	0.00	17.76	2.41	-7.61	-36.24	25.71	16.93	0.00	-19.90	-9.36	-4.10	
23.00	-1.82	5.14	-0.93	-0.06	0.91	0.03	17.47	-6.50	0.60	-74.17	9.57	8.68	0.00	16.66	2.25	-7.28	-35.80	26.01	17.48	0.00	-20.06	-9.09	-5.24	
24.00	-1.80	4.94	-0.49	-0.06	0.91	0.03	18.36	-6.28	0.03	-73.69	10.04	8.61	0.00	15.45	2.09	-6.90	-35.10	26.11	17.83	0.00	-20.17	-8.76	-6.25	
25.00	-1.78	4.71	-0.07	-0.06	0.92	0.03	19.18	-6.05	-0.59	-72.89	10.46	8.51	0.00	14.16	1.93	-6.44	-34.19	26.01	18.04	0.00	-20.27	-8.38	-7.19	
26.00	-1.77	4.47	0.33	-0.07	0.92	0.03	19.92	-5.86	-1.21	-71.82	10.85	8.39	0.00	12.79	1.80	-5.90	-33.10	25.71	18.06	0.00	-20.34	-7.97	-8.06	
27.00	-1.75	4.20	0.75	-0.07	0.92	0.03	20.54	-5.69	-1.92	-70.45	11.20	8.24	0.00	11.34	1.65	-5.27	-31.86	25.21	17.94	0.00	-20.38	-7.52	-8.89	
28.00	-1.74	3.91	1.18	-0.06	0.93	0.03	21.05	-5.51	-2.72	-68.80	11.50	8.03	0.00	9.86	1.47	-4.58	-30.51	24.51	17.70	0.00	-20.39	-7.04	-9.67	
29.00	-1.84	3.65	1.45	-0.06	0.93	0.03	21.68	-5.38	-3.29	-66.92	11.69	7.85	0.00	8.48	1.41	-3.82	-29.06	23.50	17.05	0.00	-20.28	-6.55	-10.27	
30.00	-1.98	3.37	1.68	-0.06	0.93	0.03	22.26	-5.23	-3.85	-64.78	11.80	7.63	0.00	7.14	1.33	-3.02	-27.58	22.30	16.24	0.00	-20.12	-6.03	-10.79	
31.00	-2.15	3.07	1.89	-0.06	0.94	0.03	22.76	-5.04	-4.42	-62.36	11.82	7.38	0.00	5.86	1.20	-2.22	-26.08	20.93	15.34	0.00	-19.91	-5.49	-11.24	
32.00	-2.36	2.74	2.08	-0.06	0.94	0.03	23.20	-4.82	-4.98	-59.67	11.71	7.06	0.00	4.63	1.03	-1.45	-24.63	19.40	14.38	0.00	-19.65	-4.93	-11.64	
33.00	-2.58	2.41	2.25	-0.06	0.94	0.03	23.55	-4.56	-5.53	-56.74	11.47	6.74	0.00	3.47	0.81	-0.74	-23.23	17.74	13.43	0.00	-19.36	-4.38	-11.97	
34.00	-2.82	2.09	2.37	-0.06	0.95	0.03	23.82	-4.31	-6.05	-53.60	11.17	6.43	0.00	2.38	0.58	-0.13	-21.92	15.99	12.49	0.00	-19.06	-3.86	-12.23	
35.00	-3.05	1.80	2.45	-0.06	0.95	0.03	23.99	-4.05	-6.54	-50.28	10.80	6.17	0.00	1.34	0.35	0.39	-20.71	14.18	11.58	0.00	-18.75	-3.38	-12.42	
36.00	-3.29	1.54	2.49	-0.06	0.95	0.03	24.07	-3.79	-7.00	-46.79	10.39	5.96	0.00	0.38	0.13	0.80	-19.64	12.36	10.73	0.00	-18.44	-2.94	-12.55	
37.00	-3.52	1.32	2.48	-0.06	0.96	0.03	24.07	-3.55	-7.42	-43.16	9.92	5.86	0.00	-0.50	-0.07	1.13	-18.70	10.54	9.94	0.00	-18.13	-2.57	-12.63	
38.00	-3.73	1.17	2.44	-0.06	0.96	0.03	24.00	-3.34	-7.79	-39.45	9.45	5.93	0.00	-1.31	-0.20	1.39	-17.94	8.75	9.22	0.00	-17.83	-2.29	-12.66	
