gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	19.93	0.80	4.20	0.09	
0.00	15.85	0.61	3.39	0.12	
0.00	12.95	0.47	2.81	0.24	
0.00	11.13	0.38	2.45	0.43	
0.00	10.17	0.33	2.27	0.69	
0.00	9.77	0.31	2.18	0.86	
0.00	9.59	0.31	2.14	0.90	
0.00	9.52	0.31	2.11	0.83	
0.00	9.48	0.30	2.10	0.67	
0.00	9.41	0.30	2.09	0.45	
0.00	9.24	0.30	2.10	0.26	
0.00	9.08	0.29	2.06	0.15	
0.00	8.93	0.28	2.02	0.11	
0.00	8.78	0.28	2.02	0.11	
0.00	8.66	0.27	2.02	0.13	
0.00	8.52	0.27	2.01	0.16	
0.00	8.37	0.26	1.95	0.23	
0.00	8.18	0.25	1.91	0.34	
0.00	7.99	0.23	1.86	0.48	
0.00	7.74	0.22	1.80	0.67	
0.00	7.49	0.21	1.70	0.90	
0.00	7.22	0.21	1.57	1.15	
0.00	6.89	0.21	1.43	1.43	
0.00	6.49	0.21	1.28	1.81	
0.00	6.00	0.21	1.10	2.37	
0.00	5.46	0.21	0.93	3.08	
0.00	4.94	0.21	0.74	3.83	
0.00	4.32	0.21	0.59	4.58	
0.00	3.73	0.19	0.47	5.23	
0.00	3.18	0.18	0.40	5.74	
0.00	2.65	0.17	0.37	6.10	
0.00	2.22	0.15	0.33	6.34	
0.00	1.87	0.13	0.31	6.45	
0.00	1.62	0.12	0.29	6.41	
0.00	1.51	0.10	0.24	6.27	
0.00	1.42	0.08	0.17	6.12	
0.00	1.21	0.08	0.15	6.02	
0.00	0.96	0.08	0.14	5.95	
0.00	0.76	0.06	0.10	5.92	
0.00	0.53	0.05	0.08	5.90	
0.00	0.24	0.03	0.06	6.05	
0.00	0.03	0.01	0.01	6.57	
0.00	0.00	0.00	0.00	7.78	
0.00	0.00	0.00	0.00	9.58	
0.00	0.00	0.00	0.00	10.81	
0.00	0.00	0.00	0.00	10.15	
0.00	0.48	0.02	0.10	9.09	
0.00	3.83	0.15	0.76	17.85	
0.00	10.69	0.43	2.14	25.77	
0.00	21.15	0.85	4.30	21.60	
0.00	25.55	1.05	5.22	9.42	
0.00	31.87	1.30	6.55	11.58	
0.00	42.93	1.73	8.78	26.81	
0.00	42.04	1.69	8.58	34.14	
0.00	57.48	2.31	11.70	28.61	
0.00	117.61	4.69	23.85	18.57	
0.00	183.37	7.29	37.11	13.53	
0.00	236.47	9.41	47.83	7.25	
0.00	273.90	10.91	55.38	0.00	
0.00	295.27	11.76	59.73	0.00	
0.00	303.88	12.10	61.51	0.00	
0.00	302.59	12.05	61.25	0.00	
0.00	293.61	11.70	59.46	0.00	
0.00	279.34	11.13	56.53	0.00	
0.00	260.45	10.37	52.70	0.00	
0.00	241.10	9.60	48.79	0.00	
0.00	222.62	8.86	45.04	0.00	
0.00	206.38	8.21	41.75	0.00	
0.00	191.42	7.62	38.73	0.00	
0.00	177.63	7.07	35.94	0.00	
0.00	165.21	6.57	33.43	0.00	
0.00	154.65	6.15	31.29	0.00	
0.00	146.40	5.83	29.62	0.00	
0.00	140.09	5.57	28.35	0.00	
0.00	136.99	5.45	27.72	0.00	
0.00	136.43	5.43	27.61	0.00	
0.00	136.91	5.45	27.73	0.00	
0.00	137.00	5.46	27.74	0.00	
0.00	136.88	5.45	27.70	0.00	
0.00	137.43	5.47	27.82	0.00	
0.00	139.72	5.56	28.28	0.00	
0.00	145.19	5.78	29.39	0.00	
0.00	155.20	6.17	31.38	0.00	
0.00	168.29	6.70	34.04	0.00	
0.00	181.78	7.24	36.79	0.00	
0.00	192.23	7.66	38.93	0.00	
0.00	194.87	7.76	39.44	0.00	
0.00	187.42	7.46	37.89	0.00	
0.00	171.71	6.83	34.71	0.00	
0.00	149.30	5.94	30.20	0.00	
0.00	122.43	4.87	24.77	0.00	
0.00	95.08	3.78	19.25	0.00	
0.00	71.61	2.84	14.48	0.01	
0.00	54.01	2.14	10.89	0.01	
0.00	43.17	1.72	8.71	0.01	
0.00	37.51	1.51	7.62	0.01	
0.00	33.47	1.37	6.84	0.02	
0.00	29.36	1.22	6.03	0.04	
0.00	24.74	1.03	5.14	0.07	
0.00	19.85	0.80	4.18	0.09	
