gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	-3.64	3.43	-0.67	-0.03	0.97	0.02	20.55	-2.74	-9.46	-4.64	6.67	15.91	0.00	-11.36	4.63	4.19	-36.78	-11.30	8.46	0.00	-16.00	-3.32	-10.78	
2.00	-3.25	3.24	-0.73	-0.03	0.96	0.02	20.35	-2.59	-10.08	-5.11	5.92	15.33	0.00	-10.78	4.66	4.19	-40.28	-10.48	9.80	0.00	-16.49	-2.91	-10.12	
3.00	-2.86	2.96	-0.76	-0.03	0.96	0.03	20.20	-2.40	-10.55	-6.07	5.05	14.34	0.00	-10.12	4.54	4.13	-43.84	-9.72	11.09	0.00	-16.99	-2.40	-9.43	
4.00	-2.46	2.59	-0.75	-0.03	0.95	0.03	20.12	-2.16	-10.90	-7.52	4.04	13.04	0.00	-9.38	4.27	4.00	-47.44	-9.01	12.29	0.00	-17.51	-1.80	-8.70	
5.00	-2.07	2.11	-0.69	-0.03	0.95	0.03	20.10	-1.86	-11.13	-9.51	2.82	11.52	0.00	-8.56	3.84	3.81	-51.09	-8.38	13.34	0.00	-18.03	-1.08	-7.92	
6.00	-1.70	1.54	-0.63	-0.03	0.94	0.03	20.20	-1.48	-11.04	-12.14	1.99	9.87	0.00	-7.61	3.25	3.56	-54.72	-7.75	14.07	0.00	-18.56	-0.27	-7.05	
7.00	-1.42	0.84	-0.62	-0.03	0.94	0.03	20.51	-0.89	-10.54	-15.22	2.85	8.19	0.00	-6.48	2.44	3.20	-58.41	-7.04	14.62	0.00	-19.04	0.64	-6.04	
8.00	-1.20	0.04	-0.64	-0.03	0.93	0.03	21.04	-0.13	-9.80	-18.71	5.08	6.72	0.00	-5.18	1.46	2.78	-62.10	-6.27	14.98	0.00	-19.51	1.62	-4.92	
9.00	-1.03	-0.84	-0.70	-0.03	0.93	0.03	21.78	0.73	-9.19	-22.64	7.81	6.00	0.00	-3.70	0.36	2.38	-65.76	-5.47	15.09	0.00	-20.01	2.66	-3.68	
10.00	-0.95	-1.62	-0.82	-0.04	0.92	0.03	22.64	1.41	-8.82	-26.62	10.22	6.01	0.00	-2.03	-0.53	2.08	-69.24	-4.68	14.88	0.00	-20.52	3.62	-2.37	
11.00	-0.86	-2.32	-0.81	-0.04	0.92	0.03	23.27	1.90	-8.88	-30.29	12.64	6.44	0.00	-0.33	-1.35	2.00	-72.50	-3.94	14.57	0.00	-21.02	4.48	-1.20	
12.00	-0.81	-2.91	-0.71	-0.04	0.91	0.03	23.67	2.19	-9.27	-33.52	15.07	7.24	0.00	1.44	-2.04	2.09	-75.52	-3.26	14.19	0.00	-21.46	5.21	-0.16	
13.00	-0.87	-3.33	-0.61	-0.04	0.91	0.03	23.74	2.24	-9.80	-36.02	17.40	8.38	0.00	3.31	-2.45	2.27	-78.19	-2.48	13.73	0.00	-21.68	5.75	0.86	
14.00	-1.03	-3.72	-0.52	-0.04	0.91	0.03	23.50	2.29	-10.34	-37.75	19.65	9.52	0.00	5.33	-2.82	2.48	-80.57	-1.69	13.31	0.00	-21.69	6.24	1.93	
15.00	-1.23	-4.11	-0.46	-0.04	0.90	0.03	22.99	2.40	-10.85	-38.93	21.75	10.61	0.00	7.37	-3.20	2.68	-82.67	-0.91	12.96	0.00	-21.60	6.72	3.04	
16.00	-1.44	-4.52	-0.45	-0.05	0.90	0.03	22.23	2.59	-11.30	-39.57	23.64	11.63	0.00	9.42	-3.59	2.84	-84.47	-0.14	12.68	0.00	-21.44	7.17	4.21	
17.00	-1.79	-4.79	-0.73	-0.05	0.90	0.03	21.45	2.77	-11.32	-39.84	25.21	12.51	0.00	11.58	-3.79	2.73	-85.92	0.63	12.36	0.00	-21.16	7.47	5.60	
18.00	-2.28	-4.86	-1.36	-0.05	0.90	0.03	20.78	2.84	-10.74	-39.89	26.37	13.26	0.00	13.82	-3.70	2.27	-86.97	1.25	11.87	0.00	-20.80	7.57	7.30	
19.00	-2.74	-4.86	-2.05	-0.05	0.90	0.03	19.99	2.87	-10.03	-39.71	27.24	13.93	0.00	15.94	-3.58	1.73	-87.62	1.84	11.42	0.00	-20.45	7.56	9.05	
20.00	-3.11	-4.81	-2.66	-0.05	0.90	0.02	18.94	2.84	-9.41	-39.28	27.84	14.58	0.00	17.84	-3.51	1.24	-87.84	2.42	11.10	0.00	-20.17	7.45	10.74	
21.00	-3.30	-4.77	-2.98	-0.05	0.90	0.02	17.45	2.76	-9.21	-38.46	28.21	15.27	0.00	19.44	-3.60	0.95	-87.66	3.03	10.95	0.00	-19.97	7.24	12.14	
22.00	-3.43	-4.67	-3.21	-0.05	0.90	0.02	15.74	2.62	-9.10	-37.30	28.32	15.96	0.00	20.92	-3.66	0.70	-87.13	3.53	10.72	0.00	-19.76	6.94	13.41	
23.00	-3.59	-4.49	-3.49	-0.05	0.90	0.02	13.92	2.41	-8.88	-35.87	28.14	16.59	0.00	22.31	-3.62	0.37	-86.30	4.01	10.33	0.00	-19.48	6.55	14.63	
24.00	-3.78	-4.28	-3.81	-0.05	0.91	0.02	12.01	2.20	-8.51	-34.10	27.57	17.07	0.00	23.64	-3.56	-0.02	-85.17	4.42	9.82	0.00	-19.14	6.11	15.79	
25.00	-3.95	-4.04	-4.08	-0.05	0.91	0.02	9.93	2.00	-8.16	-32.00	26.56	17.35	0.00	24.80	-3.52	-0.42	-83.69	4.87	9.32	0.00	-18.76	5.62	16.82	
26.00	-4.12	-3.76	-4.33	-0.05	0.92	0.02	7.79	1.76	-7.78	-29.69	25.12	17.44	0.00	25.78	-3.45	-0.83	-81.83	5.29	8.83	0.00	-18.35	5.06	17.75	
27.00	-4.31	-3.42	-4.58	-0.05	0.92	0.02	5.66	1.48	-7.37	-27.29	23.27	17.33	0.00	26.65	-3.34	-1.25	-79.67	5.60	8.30	0.00	-17.90	4.45	18.60	
28.00	-4.53	-3.04	-4.84	-0.05	0.92	0.02	3.60	1.16	-6.91	-24.87	20.99	17.00	0.00	27.42	-3.19	-1.70	-77.21	5.82	7.73	0.00	-17.38	3.82	19.39	
29.00	-4.78	-2.65	-5.09	-0.05	0.93	0.03	1.63	0.82	-6.45	-22.48	18.28	16.46	0.00	28.07	-3.03	-2.13	-74.50	5.98	7.12	0.00	-16.83	3.18	20.11	
30.00	-5.03	-2.27	-5.33	-0.05	0.93	0.03	-0.25	0.47	-6.05	-20.16	15.20	15.77	0.00	28.61	-2.86	-2.55	-71.55	6.02	6.42	0.00	-16.25	2.56	20.76	
31.00	-5.28	-1.91	-5.54	-0.05	0.94	0.03	-2.05	0.11	-5.75	-17.95	11.81	15.00	0.00	29.02	-2.69	-2.93	-68.36	5.91	5.60	0.00	-15.66	1.97	21.33	
32.00	-5.52	-1.57	-5.70	-0.04	0.94	0.02	-3.74	-0.27	-5.59	-15.90	8.20	14.21	0.00	29.28	-2.49	-3.26	-64.94	5.70	4.70	0.00	-15.08	1.41	21.81	
33.00	-5.75	-1.23	-5.84	-0.04	0.95	0.02	-5.27	-0.68	-5.59	-14.12	4.53	13.50	0.00	29.42	-2.28	-3.52	-61.30	5.49	3.84	0.00	-14.49	0.90	22.22	
34.00	-5.97	-0.91	-5.96	-0.04	0.95	0.02	-6.63	-1.11	-5.73	-12.63	0.94	12.90	0.00	29.41	-2.05	-3.70	-57.49	5.29	3.04	0.00	-13.93	0.42	22.57	
35.00	-6.17	-0.63	-6.05	-0.04	0.96	0.02	-7.86	-1.54	-5.95	-11.44	-2.47	12.40	0.00	29.27	-1.80	-3.79	-53.53	5.09	2.30	0.00	-13.39	0.02	22.86	
36.00	-6.35	-0.39	-6.13	-0.04	0.96	0.02	-8.94	-1.94	-6.18	-10.58	-5.46	11.98	0.00	29.01	-1.57	-3.76	-49.42	4.90	1.62	0.00	-12.88	-0.32	23.10	
37.00	-6.51	-0.23	-6.19	-0.04	0.97	0.02	-9.88	-2.26	-6.34	-10.07	-7.97	11.49	0.00	28.66	-1.40	-3.59	-45.24	4.75	1.06	0.00	-12.41	-0.56	23.30	
38.00	-6.66	-0.17	-6.22	-0.04	0.97	0.02	-10.68	-2.48	-6.33	-9.99	-9.82	10.89	0.00	28.23	-1.30	-3.28	-41.03	4.63	0.61	0.00	-11.98	-0.68	23.45	
39.00	-6.78	-0.20	-6.23	-0.03	0.97	0.02	-11.31	-2.60	-6.15	-10.36	-11.11	10.13	0.00	27.72	-1.29	-2.82	-36.83	4.53	0.29	0.00	-11.61	-0.69	23.56	
40.00	-6.89	-0.31	-6.24	-0.03	0.97	0.02	-11.76	-2.62	-5.76	-11.25	-11.83	9.25	0.00	27.17	-1.38	-2.23	-32.69	4.51	0.14	0.00	-11.30	-0.59	23.62	
41.00	-7.00	-0.50	-6.24	-0.03	0.97	0.02	-12.03	-2.55	-5.20	-12.63	-12.08	8.31	0.00	26.61	-1.56	-1.54	-28.66	4.58	0.16	0.00	-11.02	-0.42	23.65	
42.00	-7.09	-0.76	-6.23	-0.03	0.97	0.02	-12.12	-2.38	-4.49	-14.51	-11.92	7.38	0.00	26.06	-1.85	-0.81	-24.82	4.78	0.35	0.00	-10.79	-0.19	23.63	
43.00	-7.17	-1.06	-6.18	-0.03	0.97	0.02	-12.06	-2.12	-3.69	-16.81	-11.40	6.52	0.00	25.52	-2.22	-0.07	-21.21	5.10	0.68	0.00	-10.62	0.05	23.52	
44.00	-7.21	-1.38	-6.07	-0.03	0.97	0.02	-11.89	-1.78	-2.91	-19.50	-10.61	5.86	0.00	25.03	-2.64	0.62	-17.94	5.53	1.14	0.00	-10.54	0.29	23.28	
45.00	-7.19	-1.70	-5.91	-0.03	0.97	0.02	-11.65	-1.38	-2.20	-22.50	-9.68	5.42	0.00	24.56	-3.07	1.26	-15.03	6.05	1.63	0.00	-10.53	0.47	22.90	
46.00	-7.14	-1.99	-5.78	-0.03	0.97	0.02	-11.28	-0.99	-1.41	-25.81	-8.71	5.21	0.00	24.16	-3.45	1.81	-12.55	6.41	1.85	0.00	-10.60	0.62	22.46	
47.00	-6.98	-2.22	-5.56	-0.03	0.97	0.02	-10.95	-0.60	-0.80	-29.29	-7.74	5.16	0.00	23.76	-3.78	2.24	-10.52	6.65	1.97	0.00	-10.78	0.65	21.87	
48.00	-6.78	-2.38	-5.41	-0.03	0.97	0.02	-10.54	-0.28	-0.13	-32.97	-6.74	5.21	0.00	23.40	-4.00	2.43	-8.98	6.82	1.95	0.00	-11.04	0.59	21.28	
49.00	-6.53	-2.44	-5.31	-0.03	0.97	0.02	-10.08	-0.04	0.58	-36.81	-5.70	5.34	0.00	23.11	-4.11	2.37	-7.95	7.02	1.95	0.00	-11.35	0.44	20.66	
