gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	31.44	1.26	6.36	16.81	
2.00	66.50	2.68	13.52	5.20	
3.00	91.29	3.68	18.56	0.84	
4.00	108.68	4.38	22.07	1.24	
5.00	122.77	4.93	24.90	3.37	
6.00	199.14	7.97	40.36	4.20	
7.00	353.64	14.11	71.62	2.50	
8.00	590.02	23.51	119.44	0.26	
9.00	919.79	36.63	186.14	0.01	
10.00	1299.56	51.74	262.95	0.00	
11.00	1683.40	67.02	340.59	0.00	
12.00	2055.20	81.82	415.82	0.00	
13.00	2386.04	95.00	482.81	0.00	
14.00	2665.91	106.14	539.45	0.00	
15.00	2902.48	115.56	587.32	0.00	
16.00	3093.95	123.18	626.06	0.00	
17.00	3235.94	128.83	654.79	0.00	
18.00	3336.34	132.82	675.10	0.00	
19.00	3404.31	135.53	688.85	0.00	
20.00	3439.89	136.94	696.05	0.00	
21.00	3440.68	136.97	696.21	0.00	
22.00	3411.89	135.83	690.39	0.00	
23.00	3357.51	133.67	679.39	0.00	
24.00	3275.35	130.40	662.77	0.00	
25.00	3167.92	126.13	641.03	0.00	
26.00	3041.34	121.09	615.43	0.00	
27.00	2900.74	115.50	586.98	0.00	
28.00	2750.35	109.51	556.55	0.00	
29.00	2594.20	103.29	524.94	0.00	
30.00	2433.28	96.88	492.38	0.00	
31.00	2266.94	90.26	458.72	0.00	
32.00	2091.53	83.27	423.21	0.00	
33.00	1903.77	75.79	385.21	0.00	
34.00	1702.82	67.79	344.53	0.00	
35.00	1489.67	59.30	301.38	0.00	
36.00	1270.86	50.59	257.11	0.00	
37.00	1055.35	42.01	213.53	0.00	
38.00	852.35	33.94	172.50	0.00	
39.00	670.44	26.70	135.72	0.00	
40.00	519.10	20.69	105.13	0.00	
41.00	397.17	15.84	80.47	0.01	
42.00	305.91	12.22	62.00	0.01	
43.00	238.54	9.55	48.35	0.01	
44.00	190.67	7.65	38.67	0.02	
45.00	155.84	6.27	31.64	0.02	
46.00	130.43	5.25	26.51	0.02	
47.00	109.58	4.40	22.29	0.03	
48.00	92.02	3.70	18.70	0.04	
49.00	77.02	3.10	15.61	0.05	
50.00	64.25	2.60	12.99	0.07	
51.00	53.60	2.17	10.80	0.09	
52.00	45.23	1.83	9.08	0.12	
53.00	39.11	1.57	7.81	0.17	
54.00	34.88	1.39	6.94	0.21	
55.00	32.40	1.28	6.44	0.24	
56.00	31.14	1.22	6.18	0.24	
57.00	30.88	1.22	6.14	0.22	
58.00	31.25	1.24	6.22	0.19	
59.00	32.00	1.26	6.37	0.16	
60.00	32.84	1.29	6.53	0.13	
61.00	33.53	1.31	6.66	0.11	
62.00	33.87	1.33	6.71	0.10	
63.00	33.78	1.33	6.68	0.10	
64.00	33.33	1.32	6.58	0.11	
65.00	32.51	1.29	6.42	0.12	
66.00	31.43	1.24	6.21	0.13	
67.00	30.09	1.20	5.97	0.14	
68.00	28.59	1.14	5.68	0.17	
69.00	27.05	1.09	5.36	0.21	
70.00	25.44	1.02	5.02	0.28	
71.00	23.77	0.95	4.69	0.39	
72.00	22.03	0.89	4.36	0.53	
73.00	20.28	0.82	4.00	0.73	
74.00	18.52	0.75	3.65	1.00	
75.00	16.81	0.68	3.30	1.34	
76.00	15.20	0.62	2.94	1.77	
77.00	13.65	0.57	2.59	2.22	
78.00	12.19	0.52	2.28	2.67	
79.00	10.81	0.47	2.00	3.11	
80.00	9.55	0.43	1.72	3.55	
81.00	8.40	0.39	1.46	3.99	
82.00	7.30	0.36	1.25	4.44	
83.00	6.32	0.33	1.07	4.89	
84.00	5.45	0.30	0.91	5.30	
85.00	4.72	0.28	0.78	5.70	
86.00	4.17	0.26	0.67	6.01	
87.00	3.75	0.24	0.58	6.27	
88.00	3.43	0.23	0.51	6.47	
89.00	3.16	0.21	0.47	6.65	
90.00	2.67	0.19	0.43	7.18	
91.00	1.97	0.15	0.33	8.61	
92.00	1.13	0.10	0.20	11.59	
93.00	0.42	0.04	0.07	18.49	
94.00	0.11	0.01	0.02	30.21	
95.00	0.00	0.00	0.00	44.55	
96.00	0.00	0.00	0.00	60.05	
97.00	0.02	0.00	0.00	67.64	
98.00	2.51	0.10	0.49	59.95	
99.00	11.85	0.48	2.37	41.99	
100.00	31.83	1.28	6.42	16.72	
