gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	6.55	0.23	1.31	6.45	
0.00	5.32	0.20	1.05	11.89	
0.00	2.74	0.11	0.47	41.22	
0.00	0.00	0.00	0.00	38.49	
0.00	0.00	0.00	0.00	22.69	
0.00	0.00	0.00	0.00	30.16	
0.00	0.00	0.00	0.00	40.69	
0.00	3.86	0.16	0.74	48.93	
0.00	20.34	0.81	4.12	51.68	
0.00	42.50	1.71	8.65	53.04	
0.00	63.97	2.58	12.99	49.80	
0.00	84.17	3.36	17.08	45.05	
0.00	102.50	4.10	20.81	40.03	
0.00	119.93	4.79	24.32	35.26	
0.00	136.16	5.43	27.58	29.98	
0.00	151.76	6.04	30.73	24.76	
0.00	166.65	6.63	33.78	20.45	
0.00	180.87	7.19	36.63	16.38	
0.00	194.30	7.73	39.34	12.23	
0.00	205.32	8.17	41.55	7.04	
0.00	212.81	8.45	43.07	2.27	
0.00	216.93	8.62	43.92	0.20	
0.00	220.43	8.77	44.60	0.02	
0.00	223.90	8.91	45.32	0.01	
0.00	225.36	8.96	45.59	0.01	
0.00	223.86	8.90	45.28	0.01	
0.00	221.08	8.79	44.73	0.01	
0.00	219.42	8.72	44.39	0.01	
0.00	219.79	8.74	44.46	0.00	
0.00	221.89	8.83	44.88	0.00	
0.00	225.89	8.99	45.68	0.00	
0.00	231.50	9.21	46.80	0.00	
0.00	237.13	9.42	47.90	0.00	
0.00	242.92	9.66	49.15	0.00	
0.00	249.24	9.92	50.42	0.00	
0.00	254.58	10.13	51.48	0.00	
0.00	256.68	10.21	51.87	0.00	
0.00	257.08	10.22	51.96	0.00	
0.00	259.90	10.34	52.54	0.00	
0.00	266.40	10.60	53.89	0.00	
0.00	273.62	10.89	55.33	0.00	
0.00	278.63	11.09	56.33	0.00	
0.00	282.03	11.23	57.03	0.00	
0.00	283.64	11.29	57.37	0.00	
0.00	282.21	11.23	57.09	0.00	
0.00	277.18	11.04	56.11	0.00	
0.00	270.39	10.77	54.75	0.00	
0.00	265.10	10.56	53.66	0.00	
0.00	261.23	10.40	52.86	0.00	
0.00	256.65	10.22	51.93	0.00	
0.00	248.34	9.89	50.30	0.00	
0.00	234.96	9.36	47.55	0.00	
0.00	219.31	8.73	44.33	0.00	
0.00	205.52	8.19	41.66	0.00	
0.00	195.52	7.78	39.48	0.00	
0.00	188.63	7.51	38.16	0.00	
0.00	183.67	7.31	37.12	0.00	
0.00	178.19	7.09	36.01	0.00	
0.00	171.16	6.82	34.60	0.00	
0.00	164.38	6.54	33.25	0.00	
0.00	159.46	6.35	32.26	0.00	
0.00	156.25	6.23	31.68	0.00	
0.00	155.38	6.21	31.60	0.00	
0.00	159.42	6.36	32.36	0.00	
0.00	167.64	6.67	33.85	0.00	
0.00	177.74	7.06	35.89	0.00	
0.00	187.12	7.43	37.67	0.00	
0.00	193.47	7.69	39.11	0.00	
0.00	196.14	7.80	39.67	0.00	
0.00	194.61	7.74	39.39	0.01	
0.00	182.09	7.25	36.85	0.01	
0.00	153.08	6.10	30.99	0.02	
0.00	110.96	4.44	22.52	0.04	
0.00	67.07	2.68	13.71	0.13	
0.00	31.48	1.24	6.49	0.66	
0.00	13.57	0.48	2.85	2.03	
0.00	8.35	0.28	1.65	3.72	
0.00	6.12	0.25	1.08	4.93	
0.00	4.77	0.23	0.57	5.28	
0.00	3.31	0.21	0.38	5.42	
0.00	2.08	0.16	0.27	5.62	
0.00	0.95	0.11	0.22	6.04	
0.00	0.31	0.07	0.16	6.14	
0.00	0.12	0.04	0.08	5.86	
0.00	0.01	0.01	0.01	5.28	
0.00	0.00	0.00	0.00	4.60	
0.00	0.01	0.01	0.01	4.37	
0.00	0.00	0.00	0.00	4.06	
0.00	0.00	0.00	0.00	3.30	
0.00	0.00	0.00	0.00	2.43	
0.00	0.00	0.00	0.00	2.21	
0.00	0.00	0.00	0.00	2.17	
0.00	0.00	0.00	0.00	1.93	
0.00	0.00	0.00	0.00	1.86	
0.00	0.00	0.00	0.00	1.70	
0.00	0.00	0.00	0.00	2.03	
0.00	0.00	0.00	0.00	2.28	
0.00	0.00	0.00	0.00	3.10	
0.00	1.39	0.07	0.21	8.67	
0.00	6.39	0.24	1.24	6.86	
