gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
0.00	105.92	199.82	147.81	284.84	458.65	1403.44	34.47	55.47	5.74	18.31	41.79	5.66	36.90	81.01	16.01	7.22	5.13	0.88	1.53	0.67	0.65	0.03	0.06	
0.00	68.44	132.81	92.26	153.43	284.61	844.49	19.70	39.11	3.21	10.37	28.32	3.43	30.08	54.57	12.19	5.21	6.13	0.70	3.49	0.55	1.58	0.02	0.03	
0.00	37.73	64.31	42.50	82.77	195.53	390.56	11.71	18.80	1.95	15.42	13.59	2.50	21.48	29.16	7.97	3.85	7.33	0.43	3.84	0.38	2.03	0.01	0.03	
0.00	43.42	64.63	47.51	105.00	180.43	441.38	12.43	20.47	2.19	16.20	14.11	3.02	22.87	32.17	8.67	4.39	7.40	1.30	4.36	0.43	2.13	0.02	0.06	
0.00	69.48	101.47	74.51	186.61	318.56	684.43	20.79	26.99	4.75	19.11	20.90	3.74	41.53	59.22	14.84	5.70	12.12	3.29	6.49	0.73	2.42	0.02	0.21	
0.00	121.98	191.35	154.96	285.27	493.79	1419.57	29.86	56.70	6.12	23.58	39.95	6.03	41.04	82.22	16.78	5.90	9.49	5.26	5.79	1.07	2.90	0.02	0.10	
0.00	85.43	133.57	101.08	185.35	315.98	902.26	17.06	40.71	3.76	22.11	26.85	4.88	33.49	58.81	10.15	4.57	11.28	6.47	9.56	0.74	3.30	0.02	0.16	
0.00	56.01	79.33	68.09	126.87	246.78	590.82	14.15	24.19	2.85	12.43	21.74	4.67	24.82	36.05	10.16	4.14	9.23	7.09	9.48	0.80	3.47	0.02	0.08	
0.00	115.35	127.13	105.00	171.95	373.35	965.91	21.14	38.86	4.93	33.06	25.37	5.56	52.55	52.36	14.07	5.51	7.88	7.64	8.43	0.97	3.83	0.02	0.07	
0.00	154.46	209.51	167.26	256.13	575.11	1451.18	28.78	63.27	5.99	33.57	38.49	7.16	64.31	92.27	20.66	6.60	8.56	7.34	10.88	0.89	4.74	0.03	0.04	
0.00	66.70	57.34	36.81	118.61	219.77	274.59	11.58	20.36	4.27	17.27	13.51	5.56	49.43	34.80	18.22	4.82	11.74	6.42	10.16	0.64	4.74	0.02	0.02	
0.00	67.32	53.71	44.25	136.06	175.93	356.40	9.55	18.00	3.19	14.14	11.41	6.48	54.53	31.37	13.77	3.20	10.53	5.74	10.04	0.54	5.25	0.01	0.01	
0.00	63.54	42.49	23.55	130.80	132.14	152.67	9.02	11.53	2.66	13.06	9.94	7.38	60.17	27.68	13.33	3.16	10.03	5.23	9.73	0.52	5.79	0.02	0.01	
0.00	68.40	37.05	24.91	134.77	177.93	177.85	10.80	10.55	2.92	13.53	8.80	7.84	65.59	26.61	15.05	3.51	10.68	4.86	9.21	0.59	6.33	0.02	0.01	
0.00	133.57	130.37	118.26	244.93	443.32	1064.48	23.79	42.00	4.52	21.67	19.36	8.41	66.74	54.56	14.17	3.75	11.01	4.71	8.87	0.71	6.64	0.02	0.01	
0.00	127.82	143.45	124.91	263.11	457.62	1131.80	22.06	48.91	3.88	20.65	25.24	8.63	50.42	58.22	11.86	3.17	11.78	4.95	8.57	0.56	6.81	0.02	0.01	
