gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-28.75	-25.35	25.73	89.51	128.56	206.70	40.69	-0.52	-1.73	-52.58	3.84	-0.95	-8.61	-23.16	-17.08	3.55	-35.14	2.52	-2.74	-0.28	0.35	0.09	-0.05	
2.00	-47.32	37.46	-10.54	27.71	215.87	-213.51	37.03	16.25	-0.77	-54.88	-21.69	5.39	-13.05	-10.57	-13.71	4.36	-28.76	2.76	-1.27	-0.36	0.77	0.10	-0.09	
3.00	-37.06	11.37	-10.88	10.66	-45.23	-182.56	43.36	12.60	-0.33	-85.34	-14.24	7.30	-2.03	-6.95	-12.89	7.07	-36.41	2.82	-1.20	-0.42	3.43	0.09	-0.12	
4.00	-37.48	-20.47	4.43	-14.63	-301.86	-18.52	49.71	3.92	-0.42	-122.57	-4.90	8.50	6.43	-2.56	-10.85	9.29	-46.44	2.80	0.17	-0.47	6.21	0.09	-0.04	
5.00	-62.42	-12.51	16.61	-86.61	-302.32	78.08	50.01	0.53	-0.89	-141.93	-7.58	10.80	3.12	6.87	-8.34	9.94	-46.83	2.66	4.47	-0.49	8.08	0.09	0.22	
6.00	-60.68	-5.35	5.83	-188.88	-61.73	171.85	46.25	6.35	-2.83	-103.16	8.42	10.74	-5.51	12.99	-14.10	10.26	-22.67	1.79	8.64	-0.19	11.16	0.08	0.64	
7.00	-12.20	-9.80	-25.73	-66.96	-182.40	-45.90	46.78	11.19	-1.86	-60.60	-0.03	12.69	-13.62	16.01	-5.27	12.56	-1.69	1.85	-11.01	-0.39	18.17	0.08	0.29	
8.00	5.89	-16.61	-30.26	67.07	-148.34	-84.38	50.84	9.88	-2.17	-40.44	-31.58	20.38	-15.87	2.12	-8.99	13.93	23.42	1.96	-30.44	-0.40	23.24	0.10	0.04	
9.00	-40.22	-23.71	-21.69	125.59	6.94	-13.95	52.38	5.56	-2.73	-70.36	-59.49	30.65	-8.27	-7.48	-19.41	14.40	40.58	1.94	-45.84	-0.28	26.98	0.10	0.02	
10.00	-147.09	-27.72	-32.73	89.86	74.11	-48.92	46.65	3.61	-1.42	-159.57	-50.61	37.65	10.70	22.44	-20.29	15.16	38.19	1.88	-60.70	-0.24	32.06	0.10	0.11	
