gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	117.92	4.68	23.89	0.01	
0.00	117.07	4.64	23.72	0.01	
0.00	116.22	4.63	23.60	0.01	
0.00	120.72	4.80	24.43	0.01	
0.00	127.32	5.04	25.72	0.01	
0.00	129.77	5.16	26.27	0.01	
0.00	129.44	5.14	26.18	0.01	
0.00	131.39	5.19	26.55	0.01	
0.00	135.48	5.39	27.38	0.01	
0.00	138.34	5.52	28.03	0.01	
0.00	141.04	5.63	28.59	0.02	
0.00	140.79	5.57	28.63	0.10	
0.00	136.30	5.42	27.64	2.50	
0.00	129.17	5.16	26.25	7.29	
0.00	117.18	4.69	23.74	15.68	
0.00	104.44	4.18	21.16	23.87	
0.00	91.64	3.68	18.59	28.48	
0.00	78.73	3.18	15.98	30.19	
0.00	68.45	2.76	13.89	30.17	
0.00	60.97	2.47	12.45	28.97	
0.00	59.35	2.39	12.07	26.57	
0.00	65.41	2.64	13.26	20.72	
0.00	75.40	3.04	15.30	10.40	
0.00	82.64	3.27	16.78	1.51	
0.00	83.58	3.34	16.92	0.02	
0.00	84.57	3.32	17.07	0.01	
0.00	87.82	3.47	17.69	0.01	
0.00	89.47	3.54	18.03	0.01	
0.00	90.03	3.59	18.26	0.01	
0.00	93.79	3.70	18.98	0.01	
0.00	99.03	3.94	20.04	0.00	
0.00	106.45	4.23	21.52	0.00	
0.00	116.94	4.65	23.66	0.00	
0.00	131.11	5.22	26.53	0.00	
0.00	142.35	5.66	28.76	0.00	
0.00	147.91	5.88	29.88	0.00	
0.00	156.20	6.21	31.60	0.00	
0.00	171.22	6.81	34.63	0.00	
0.00	188.71	7.51	38.18	0.00	
0.00	205.65	8.19	41.61	0.00	
0.00	219.59	8.71	44.18	0.00	
0.00	228.55	9.07	46.02	0.00	
0.00	232.27	9.25	47.02	0.00	
0.00	233.73	9.26	46.98	0.00	
0.00	234.19	9.32	47.35	0.00	
0.00	236.39	9.41	47.81	0.00	
0.00	240.60	9.57	48.64	0.00	
0.00	243.21	9.67	49.11	0.00	
0.00	239.87	9.55	48.50	0.00	
0.00	233.59	9.26	46.91	0.00	
0.00	230.46	9.16	46.47	0.00	
0.00	230.32	9.17	46.58	0.00	
0.00	229.66	9.13	46.31	0.00	
0.00	230.63	9.17	46.53	0.00	
0.00	232.06	9.22	46.75	0.00	
0.00	229.53	9.13	46.47	0.00	
0.00	225.13	8.95	45.55	0.00	
0.00	224.22	8.94	45.40	0.00	
0.00	228.00	9.06	45.99	0.00	
0.00	230.91	9.20	46.73	0.00	
0.00	232.24	9.24	46.97	0.00	
0.00	234.27	9.32	47.39	0.00	
0.00	238.08	9.47	48.17	0.00	
0.00	240.07	9.55	48.60	0.00	
0.00	236.44	9.40	47.81	0.01	
0.00	227.79	9.05	46.07	0.01	
0.00	217.61	8.63	44.01	0.01	
0.00	207.68	8.30	42.07	0.01	
0.00	195.94	7.81	39.76	0.04	
0.00	181.77	7.22	36.97	0.91	
0.00	162.61	6.48	32.96	7.91	
0.00	140.92	5.61	28.56	15.44	
0.00	118.89	4.73	24.07	21.74	
0.00	96.73	3.85	19.55	26.28	
0.00	76.77	3.07	15.55	29.62	
0.00	61.88	2.50	12.63	32.74	
0.00	52.67	2.12	10.83	36.26	
0.00	46.90	1.89	9.64	39.70	
0.00	44.07	1.78	9.06	42.52	
0.00	39.90	1.63	8.17	43.97	
0.00	35.54	1.50	7.29	44.59	
0.00	36.26	1.53	7.44	46.83	
0.00	40.98	1.70	8.39	49.03	
0.00	47.78	1.96	9.76	50.84	
0.00	56.20	2.28	11.46	53.26	
0.00	64.35	2.60	13.09	56.06	
0.00	74.09	3.00	15.03	57.48	
0.00	87.87	3.52	17.80	57.52	
0.00	100.04	3.98	20.27	56.96	
0.00	107.50	4.28	21.84	53.73	
0.00	117.54	4.69	23.81	49.18	
0.00	132.60	5.29	26.90	47.99	
0.00	150.25	5.99	30.45	45.21	
0.00	171.65	6.82	34.72	38.97	
0.00	190.25	7.57	38.49	29.90	
0.00	196.85	7.84	39.87	20.96	
0.00	190.79	7.58	38.59	12.87	
0.00	183.63	7.29	37.19	6.24	
0.00	179.72	7.14	36.40	4.43	
0.00	176.25	7.02	35.69	2.35	
