gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	25.09	1.01	5.11	19.39	
0.00	35.22	1.43	7.18	7.18	
0.00	47.22	1.90	9.59	2.12	
0.00	65.55	2.62	13.30	3.93	
0.00	93.15	3.71	18.90	10.41	
0.00	146.14	5.82	29.61	13.02	
0.00	216.18	8.60	43.76	8.18	
0.00	291.39	11.59	58.94	2.04	
0.00	354.41	14.10	71.65	0.05	
0.00	386.72	15.40	78.25	0.00	
0.00	399.42	15.91	80.88	0.00	
0.00	395.05	15.74	80.02	0.00	
0.00	373.30	14.87	75.56	0.00	
0.00	344.74	13.72	69.76	0.00	
0.00	315.69	12.56	63.88	0.00	
0.00	288.12	11.46	58.29	0.00	
0.00	261.39	10.40	52.88	0.00	
0.00	239.30	9.52	48.41	0.00	
0.00	219.08	8.71	44.32	0.00	
0.00	199.54	7.94	40.37	0.00	
0.00	178.03	7.08	36.02	0.00	
0.00	157.88	6.28	31.94	0.00	
0.00	139.96	5.57	28.32	0.00	
0.00	125.86	5.01	25.46	0.00	
0.00	118.76	4.72	24.02	0.00	
0.00	117.45	4.67	23.76	0.00	
0.00	119.17	4.74	24.10	0.00	
0.00	122.22	4.87	24.72	0.00	
0.00	126.19	5.03	25.54	0.00	
0.00	131.95	5.26	26.71	0.00	
0.00	140.53	5.60	28.44	0.00	
0.00	153.34	6.11	31.03	0.00	
0.00	169.82	6.76	34.36	0.00	
0.00	186.07	7.41	37.65	0.00	
0.00	198.39	7.90	40.15	0.00	
0.00	203.61	8.11	41.19	0.00	
0.00	197.73	7.87	39.97	0.00	
0.00	181.46	7.22	36.68	0.00	
0.00	158.46	6.30	32.04	0.00	
0.00	128.21	5.10	25.94	0.00	
0.00	98.14	3.90	19.86	0.00	
0.00	74.43	2.95	15.07	0.00	
0.00	58.16	2.31	11.76	0.01	
0.00	50.12	1.99	10.12	0.01	
0.00	47.95	1.92	9.69	0.01	
0.00	47.93	1.93	9.71	0.01	
0.00	47.60	1.92	9.69	0.02	
0.00	45.93	1.87	9.40	0.03	
0.00	42.75	1.73	8.81	0.06	
0.00	38.43	1.56	7.97	0.09	
0.00	33.58	1.35	6.99	0.13	
0.00	28.87	1.15	6.02	0.21	
0.00	24.87	0.98	5.21	0.36	
0.00	21.84	0.85	4.59	0.48	
0.00	19.86	0.75	4.17	0.55	
0.00	18.56	0.69	3.90	0.55	
0.00	17.65	0.64	3.69	0.49	
0.00	17.05	0.60	3.56	0.42	
0.00	16.66	0.59	3.51	0.32	
0.00	16.44	0.58	3.50	0.22	
0.00	16.35	0.58	3.51	0.14	
0.00	16.33	0.58	3.52	0.12	
0.00	16.33	0.59	3.53	0.12	
0.00	16.38	0.59	3.54	0.12	
0.00	16.48	0.58	3.54	0.13	
0.00	16.55	0.58	3.52	0.14	
0.00	16.51	0.57	3.48	0.18	
0.00	16.35	0.56	3.43	0.24	
0.00	16.08	0.55	3.38	0.37	
0.00	15.72	0.54	3.30	0.55	
0.00	15.24	0.52	3.18	0.81	
0.00	14.74	0.50	3.04	1.09	
0.00	14.11	0.49	2.91	1.45	
0.00	13.41	0.47	2.76	1.89	
0.00	12.64	0.45	2.60	2.41	
0.00	11.79	0.42	2.43	2.99	
0.00	10.92	0.40	2.26	3.59	
0.00	10.08	0.36	2.07	4.18	
0.00	9.29	0.33	1.89	4.78	
0.00	8.58	0.31	1.72	5.35	
0.00	7.94	0.29	1.56	5.89	
0.00	7.40	0.28	1.41	6.36	
0.00	6.93	0.27	1.27	6.74	
0.00	6.48	0.26	1.15	7.04	
0.00	6.02	0.25	1.02	7.25	
0.00	5.60	0.24	0.91	7.39	
0.00	5.25	0.24	0.82	7.49	
0.00	4.98	0.23	0.76	7.53	
0.00	4.79	0.22	0.71	7.48	
0.00	4.36	0.21	0.66	7.50	
0.00	3.61	0.18	0.55	7.60	
0.00	2.57	0.14	0.38	7.88	
0.00	1.27	0.08	0.16	8.44	
0.00	0.42	0.03	0.05	8.85	
0.00	0.00	0.00	0.00	9.58	
0.00	0.01	0.00	0.00	10.83	
0.00	0.16	0.01	0.02	14.94	
0.00	3.99	0.17	0.81	20.86	
0.00	11.84	0.48	2.41	23.65	
0.00	25.09	1.01	5.11	19.53	
