gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	100.97	4.05	20.50	0.01	
0.00	93.29	3.73	18.94	0.01	
0.00	87.99	3.53	17.88	0.01	
0.00	86.75	3.47	17.57	0.01	
0.00	94.54	3.78	19.18	0.01	
0.00	102.29	4.08	20.70	0.01	
0.00	115.02	4.58	23.27	0.01	
0.00	130.36	5.19	26.35	0.02	
0.00	141.83	5.64	28.68	0.02	
0.00	152.08	6.03	30.76	0.02	
0.00	166.80	6.64	33.74	0.02	
0.00	182.83	7.30	37.00	0.01	
0.00	191.01	7.57	38.63	0.01	
0.00	206.34	8.18	41.75	0.01	
0.00	234.70	9.32	47.45	0.01	
0.00	266.05	10.57	53.81	0.01	
0.00	297.64	11.82	60.22	0.01	
0.00	314.32	12.51	63.60	0.00	
0.00	317.63	12.63	64.22	0.00	
0.00	314.93	12.49	63.39	0.00	
0.00	310.58	12.35	62.79	0.00	
0.00	301.28	11.98	60.89	0.00	
0.00	286.11	11.38	57.83	0.00	
0.00	280.17	11.15	56.69	0.00	
0.00	294.62	11.73	59.60	0.00	
0.00	328.63	13.08	66.47	0.00	
0.00	360.76	14.36	72.95	0.00	
0.00	364.92	14.53	73.81	0.00	
0.00	331.66	13.20	67.10	0.00	
0.00	268.46	10.70	54.37	0.00	
0.00	238.98	9.52	48.38	0.00	
0.00	316.22	12.60	64.02	0.00	
0.00	448.28	17.84	90.68	0.00	
0.00	556.09	22.14	112.55	0.00	
0.00	599.34	23.85	121.27	0.01	
0.00	595.16	23.67	120.49	0.30	
0.00	591.80	23.56	119.75	3.46	
0.00	645.04	25.68	130.53	5.81	
0.00	745.23	29.66	150.79	7.24	
0.00	844.08	33.58	170.77	7.86	
0.00	859.83	34.22	174.08	7.77	
0.00	804.69	32.04	162.83	7.36	
0.00	722.64	28.75	146.21	7.61	
0.00	648.74	25.81	131.28	8.35	
0.00	596.52	23.74	120.67	8.51	
0.00	493.79	19.65	100.01	8.92	
0.00	315.54	12.56	63.90	9.38	
0.00	145.85	5.80	29.56	9.40	
0.00	52.74	2.12	10.74	9.48	
0.00	17.86	0.71	3.65	12.50	
0.00	5.95	0.25	1.11	11.56	
0.00	30.68	1.23	6.27	8.49	
0.00	176.73	7.04	35.79	16.07	
0.00	371.78	14.80	75.23	14.77	
0.00	569.72	22.69	115.28	18.43	
0.00	798.09	31.76	161.48	11.84	
0.00	884.82	35.22	179.03	22.93	
0.00	878.28	34.94	177.80	13.44	
0.00	740.48	29.48	149.81	19.49	
0.00	675.34	26.88	136.65	5.62	
0.00	645.75	25.71	130.67	10.02	
0.00	649.28	25.84	131.36	18.11	
0.00	628.48	25.00	127.09	2.04	
0.00	438.29	17.44	88.66	0.00	
0.00	350.84	13.96	70.96	0.00	
0.00	434.04	17.28	87.80	0.00	
0.00	451.97	17.99	91.43	0.00	
0.00	463.80	18.46	93.80	0.00	
0.00	465.13	18.51	94.08	0.00	
0.00	419.50	16.67	84.80	0.01	
0.00	378.36	15.06	76.60	0.01	
0.00	352.04	14.00	71.19	0.01	
0.00	338.88	13.49	68.56	0.01	
0.00	327.76	13.08	66.34	0.00	
0.00	315.10	12.52	63.80	0.28	
0.00	302.68	12.05	61.25	6.48	
0.00	290.51	11.56	58.78	15.34	
0.00	280.61	11.17	56.79	23.30	
0.00	275.22	10.96	55.72	29.98	
0.00	272.63	10.85	55.16	35.09	
0.00	272.71	10.86	55.20	39.01	
0.00	274.32	10.92	55.53	41.95	
0.00	269.49	10.73	54.55	43.21	
0.00	260.11	10.36	52.65	43.87	
0.00	248.96	9.92	50.42	44.76	
0.00	234.73	9.35	47.52	45.27	
0.00	223.06	8.88	45.16	44.89	
0.00	217.93	8.68	44.13	43.53	
0.00	216.30	8.62	43.81	41.88	
0.00	216.66	8.63	43.89	40.30	
0.00	218.84	8.72	44.33	37.81	
0.00	220.47	8.78	44.65	33.45	
0.00	216.50	8.62	43.83	27.56	
0.00	211.34	8.41	42.79	22.29	
0.00	207.65	8.27	42.06	17.35	
0.00	204.33	8.14	41.39	11.61	
0.00	198.67	7.91	40.23	4.44	
0.00	190.57	7.57	38.74	0.16	
0.00	181.99	7.26	36.81	0.03	
0.00	171.76	6.85	34.78	0.02	
