gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
1.00	356.03	14.21	72.13	0.01	
2.00	355.48	14.19	72.02	0.01	
3.00	348.84	13.92	70.71	0.01	
4.00	341.44	13.62	69.20	0.01	
5.00	333.15	13.30	67.52	0.01	
6.00	321.53	12.86	65.24	0.01	
7.00	307.96	12.31	62.48	0.01	
8.00	293.77	11.74	59.58	0.01	
9.00	278.03	11.09	56.35	0.01	
10.00	259.22	10.35	52.57	0.01	
11.00	237.45	9.46	48.09	0.02	
12.00	213.46	8.56	43.16	0.05	
13.00	189.57	7.59	38.38	0.94	
14.00	167.66	6.71	33.91	3.49	
15.00	148.07	5.91	30.02	8.73	
16.00	131.57	5.26	26.70	13.14	
17.00	116.03	4.65	23.59	15.51	
18.00	98.82	3.97	20.09	16.26	
19.00	84.90	3.42	17.26	16.17	
20.00	75.76	3.06	15.45	15.56	
21.00	69.21	2.79	14.09	14.42	
22.00	68.77	2.76	13.98	11.39	
23.00	76.31	3.10	15.51	5.80	
24.00	91.08	3.70	18.46	0.77	
25.00	117.31	4.71	23.86	0.03	
26.00	149.85	6.06	30.46	0.02	
27.00	185.20	7.46	37.63	0.02	
28.00	222.99	8.93	45.25	0.01	
29.00	263.04	10.52	53.35	0.01	
30.00	306.41	12.24	62.06	0.01	
31.00	352.11	14.04	71.33	0.01	
32.00	398.09	15.87	80.63	0.01	
33.00	441.76	17.60	89.48	0.00	
34.00	485.99	19.37	98.47	0.00	
35.00	533.05	21.24	107.98	0.00	
36.00	578.65	23.06	117.20	0.00	
37.00	622.31	24.79	126.02	0.00	
38.00	664.16	26.45	134.45	0.00	
39.00	704.87	28.07	142.67	0.00	
40.00	745.30	29.68	150.87	0.00	
41.00	784.24	31.22	158.63	0.00	
42.00	824.21	32.81	166.72	0.00	
43.00	865.27	34.46	175.15	0.00	
44.00	900.90	35.86	182.24	0.00	
45.00	928.64	36.98	188.00	0.00	
46.00	953.03	37.95	192.95	0.00	
47.00	977.38	38.91	197.83	0.00	
48.00	994.70	39.59	201.20	0.00	
49.00	1000.89	39.86	202.59	0.00	
50.00	998.44	39.74	201.86	0.00	
51.00	988.64	39.36	200.04	0.00	
52.00	975.69	38.85	197.48	0.00	
53.00	963.17	38.34	194.87	0.00	
54.00	950.71	37.85	192.34	0.00	
55.00	934.76	37.21	189.07	0.00	
56.00	914.12	36.40	185.05	0.00	
57.00	892.76	35.55	180.71	0.00	
58.00	871.62	34.72	176.48	0.00	
59.00	847.33	33.74	171.45	0.00	
60.00	818.81	32.61	165.76	0.00	
61.00	788.70	31.41	159.65	0.00	
62.00	753.85	30.02	152.59	0.00	
63.00	711.64	28.35	144.09	0.00	
64.00	668.00	26.61	135.25	0.00	
65.00	624.22	24.87	126.42	0.00	
66.00	577.88	23.03	117.05	0.00	
67.00	529.94	21.12	107.31	0.01	
68.00	479.90	19.12	97.26	0.01	
69.00	427.21	17.04	86.57	0.02	
70.00	373.82	14.91	75.62	0.33	
71.00	323.49	12.92	65.56	2.89	
72.00	273.51	10.92	55.44	5.63	
73.00	222.44	8.89	45.13	7.92	
74.00	175.08	7.02	35.53	9.58	
75.00	135.21	5.44	27.45	10.80	
76.00	101.87	4.11	20.75	11.95	
77.00	75.13	3.05	15.27	13.71	
78.00	54.78	2.22	11.08	17.12	
79.00	39.20	1.57	7.87	21.20	
80.00	28.58	1.19	5.82	26.02	
81.00	24.17	1.01	4.95	31.47	
82.00	24.29	1.01	4.98	34.82	
83.00	26.53	1.09	5.43	37.99	
84.00	29.44	1.20	6.02	43.01	
85.00	32.89	1.33	6.71	48.74	
86.00	36.83	1.49	7.50	52.34	
87.00	42.49	1.72	8.63	51.65	
88.00	50.36	2.02	10.22	48.47	
89.00	57.35	2.30	11.62	43.91	
90.00	65.67	2.64	13.26	38.96	
91.00	78.93	3.14	16.01	33.07	
92.00	95.98	3.86	19.51	26.71	
93.00	118.13	4.75	24.01	23.91	
94.00	140.61	5.66	28.59	20.84	
95.00	157.55	6.34	31.99	16.38	
96.00	166.96	6.71	33.92	11.66	
97.00	174.00	6.99	35.34	7.17	
98.00	184.16	7.39	37.34	3.27	
99.00	196.39	7.86	39.78	1.65	
100.00	206.81	8.28	41.91	0.88	
