gaitPhase	soleus_r	med_gas_r	lat_gas_r	tib_ant_r	
0.00	276.64	10.99	55.90	0.01	
0.00	251.82	10.01	50.94	0.01	
0.00	223.29	8.89	45.19	0.02	
0.00	192.07	7.66	38.88	0.03	
0.00	159.18	6.36	32.24	0.03	
0.00	125.96	5.03	25.52	0.04	
0.00	94.85	3.80	19.26	0.04	
0.00	67.43	2.72	13.72	0.04	
0.00	44.73	1.82	9.13	0.04	
0.00	28.12	1.17	5.78	0.05	
0.00	18.03	0.75	3.73	0.06	
0.00	12.64	0.49	2.64	0.06	
0.00	10.39	0.39	2.24	0.07	
0.00	9.76	0.38	2.19	0.07	
0.00	9.78	0.37	2.21	0.08	
0.00	9.93	0.36	2.23	0.09	
0.00	10.03	0.35	2.24	0.11	
0.00	10.01	0.34	2.25	0.14	
0.00	9.82	0.34	2.24	0.27	
0.00	9.59	0.31	2.20	0.50	
0.00	9.38	0.29	2.12	0.79	
0.00	9.13	0.27	2.03	1.13	
0.00	8.84	0.27	1.92	1.63	
0.00	8.52	0.27	1.77	2.24	
0.00	8.18	0.26	1.65	2.83	
0.00	7.79	0.27	1.52	3.38	
0.00	7.38	0.27	1.33	3.87	
0.00	6.82	0.27	1.20	4.36	
0.00	6.17	0.26	1.07	4.90	
0.00	5.59	0.25	0.94	5.44	
0.00	4.99	0.25	0.86	5.96	
0.00	4.51	0.23	0.75	6.40	
0.00	4.02	0.21	0.65	6.71	
0.00	3.51	0.19	0.53	6.90	
0.00	2.92	0.17	0.40	7.01	
0.00	2.39	0.16	0.32	7.09	
0.00	2.02	0.15	0.26	7.15	
0.00	1.74	0.13	0.22	7.36	
0.00	1.49	0.11	0.19	8.01	
0.00	0.97	0.09	0.18	9.45	
0.00	0.35	0.06	0.13	11.84	
0.00	0.02	0.02	0.02	14.73	
0.00	0.00	0.00	0.00	16.42	
0.00	0.01	0.00	0.00	15.03	
0.00	0.47	0.02	0.09	11.82	
0.00	3.64	0.15	0.71	18.55	
0.00	13.64	0.55	2.74	27.06	
0.00	26.24	1.05	5.33	24.77	
0.00	32.92	1.34	6.76	12.57	
0.00	36.74	1.50	7.52	7.25	
0.00	49.98	2.02	10.21	13.20	
0.00	58.90	2.37	11.99	23.49	
0.00	78.20	3.13	15.91	27.96	
0.00	124.99	4.97	25.36	29.01	
0.00	189.11	7.52	38.31	16.74	
0.00	244.38	9.71	49.44	3.78	
0.00	286.65	11.40	57.98	0.00	
0.00	318.84	12.68	64.45	0.00	
0.00	344.09	13.69	69.59	0.00	
0.00	361.39	14.39	73.18	0.00	
0.00	369.58	14.72	74.82	0.00	
0.00	369.24	14.70	74.71	0.00	
0.00	361.79	14.41	73.24	0.00	
0.00	349.77	13.93	70.83	0.00	
0.00	334.38	13.32	67.67	0.00	
0.00	318.84	12.70	64.53	0.00	
0.00	303.85	12.10	61.49	0.00	
0.00	289.63	11.54	58.61	0.00	
0.00	275.28	10.97	55.71	0.00	
0.00	260.23	10.37	52.66	0.00	
0.00	244.41	9.74	49.46	0.00	
0.00	227.81	9.07	46.10	0.00	
0.00	210.66	8.39	42.63	0.00	
0.00	192.75	7.68	39.01	0.00	
0.00	175.76	7.00	35.57	0.00	
0.00	161.18	6.42	32.62	0.00	
0.00	149.78	5.97	30.31	0.00	
0.00	141.78	5.65	28.69	0.00	
0.00	136.98	5.45	27.71	0.00	
0.00	134.79	5.37	27.28	0.00	
0.00	134.88	5.37	27.30	0.00	
0.00	137.22	5.46	27.78	0.00	
0.00	142.08	5.66	28.79	0.00	
0.00	150.55	5.99	30.46	0.00	
0.00	163.25	6.49	32.99	0.00	
0.00	180.63	7.19	36.54	0.00	
0.00	202.54	8.07	41.02	0.00	
0.00	227.24	9.06	46.02	0.00	
0.00	252.32	10.05	51.06	0.00	
0.00	275.89	10.99	55.84	0.00	
0.00	296.01	11.79	59.94	0.00	
0.00	310.68	12.36	62.80	0.00	
0.00	320.42	12.75	64.75	0.00	
0.00	325.86	12.96	65.88	0.00	
0.00	327.50	13.03	66.22	0.00	
0.00	325.08	12.91	65.66	0.00	
0.00	318.69	12.67	64.44	0.01	
0.00	308.82	12.28	62.49	0.01	
0.00	295.16	11.73	59.70	0.01	
0.00	277.33	11.02	56.04	0.01	
