gaitPhase	pelvis_tilt_moment	pelvis_list_moment	pelvis_rotation_moment	pelvis_tx_force	pelvis_ty_force	pelvis_tz_force	hip_flexion_r_moment	hip_adduction_r_moment	hip_rotation_r_moment	hip_flexion_l_moment	hip_adduction_l_moment	hip_rotation_l_moment	lumbar_extension_moment	lumbar_bending_moment	lumbar_rotation_moment	knee_angle_r_moment	knee_angle_l_moment	ankle_angle_r_moment	ankle_angle_l_moment	subtalar_angle_r_moment	subtalar_angle_l_moment	mtp_angle_r_moment	mtp_angle_l_moment	
1.00	-33.30	2.76	5.17	-96.67	16.25	53.86	-89.27	-5.74	0.23	38.39	-1.12	1.12	11.16	7.00	17.97	-53.68	7.01	-4.43	2.11	-0.41	-0.40	-0.09	0.08	
2.00	-29.48	-23.34	0.19	-45.46	54.17	115.35	-93.15	-33.20	4.00	49.52	-5.16	1.72	14.54	1.72	17.01	-47.80	11.59	-1.66	2.41	-2.16	-0.60	-0.03	0.08	
3.00	-32.31	-17.69	-1.18	-39.58	-32.47	98.01	-107.39	-34.80	7.31	56.20	-7.86	2.23	12.77	0.40	16.29	-48.59	13.83	1.74	2.65	-1.39	-0.73	-0.00	0.08	
4.00	-37.05	-3.13	-1.95	-55.48	-174.39	46.78	-123.48	-31.77	10.49	56.59	-9.52	2.62	11.46	0.49	15.59	-49.40	14.38	5.27	2.78	0.12	-0.81	0.01	0.08	
5.00	-40.30	-9.80	-4.33	-69.02	-256.38	32.98	-129.96	-52.53	14.23	48.31	-10.67	3.02	17.40	-1.99	15.65	-40.72	14.31	8.67	2.79	-0.01	-0.86	0.04	0.08	
6.00	-41.42	-6.63	12.20	-179.24	-106.28	119.99	-109.26	-41.98	19.59	44.11	-6.02	2.87	17.38	-3.42	15.64	-19.42	11.49	14.11	3.07	-0.44	-0.85	0.42	0.10	
7.00	-32.97	0.43	19.13	-154.75	-169.93	132.47	-99.75	-42.43	21.22	45.16	-4.14	2.96	8.05	-6.61	12.98	-6.55	13.03	4.71	3.22	0.63	-0.83	0.40	0.10	
8.00	-29.52	9.31	8.52	-45.89	-299.67	-3.49	-98.39	-54.26	23.00	52.90	-4.80	2.98	-9.92	-9.19	9.81	5.66	17.45	-15.04	3.35	2.74	-0.74	0.14	0.09	
9.00	-98.71	18.23	-31.06	31.57	-0.38	-422.07	-97.40	-66.74	32.72	44.92	-5.27	1.65	-27.90	-12.90	6.01	32.38	11.96	-33.67	3.47	4.47	-0.45	0.08	0.11	
10.00	-44.07	-69.34	25.80	364.13	-95.95	128.04	-100.91	-96.21	37.62	59.50	-0.60	2.61	9.73	-74.87	-4.68	53.74	17.41	-51.56	3.51	6.98	-0.56	0.10	0.10	
11.00	-5.51	-66.40	21.75	322.49	-154.59	26.79	-119.56	-99.86	46.70	58.41	-4.42	2.64	67.42	-87.99	-2.29	76.35	18.60	-68.83	3.35	8.80	-0.49	0.07	0.09	
12.00	49.30	-35.18	-1.57	65.42	-119.23	-308.57	-134.27	-94.92	56.75	40.08	-5.54	0.68	157.74	-75.91	11.16	99.75	10.30	-84.54	3.07	9.51	-0.19	0.03	0.10	
13.00	147.31	-60.47	13.40	-152.63	41.96	-153.02	-131.18	-97.21	60.77	39.82	-6.93	1.35	255.15	-90.60	14.06	115.40	9.78	-96.68	2.66	8.57	-0.15	0.06	0.08	
14.00	129.82	-60.72	6.84	-222.35	36.63	-158.71	-123.36	-100.00	64.45	30.70	-4.35	0.58	238.68	-84.08	3.94	130.23	11.15	-109.14	2.16	6.74	-0.09	0.04	0.06	
15.00	83.37	-63.12	6.15	-127.67	12.73	-122.64	-112.46	-109.39	66.35	29.16	-2.05	-0.45	185.91	-80.11	-4.28	140.68	8.04	-121.31	2.08	4.28	0.01	0.03	0.07	
16.00	11.99	2.07	-27.57	-113.59	133.70	-526.10	-105.13	-96.38	67.07	23.55	-10.83	-1.41	135.86	-55.64	-4.39	145.59	0.14	-133.07	1.83	1.29	0.17	0.03	0.07	
17.00	-10.22	93.07	-54.23	-153.86	244.83	-829.07	-98.46	-73.25	64.47	33.53	-16.82	-1.13	112.25	-11.60	5.62	145.74	4.24	-145.04	1.90	-1.46	0.06	0.02	0.06	
18.00	16.71	42.99	24.59	57.66	104.97	-72.11	-77.29	-101.16	56.90	25.26	-15.61	4.56	114.81	-33.12	14.70	141.55	10.89	-155.81	1.88	-3.82	-0.34	0.02	0.05	
19.00	21.66	-23.84	74.64	188.37	0.45	406.53	-68.23	-123.72	51.62	13.01	-9.38	5.29	114.57	-66.30	9.94	133.48	9.22	-165.16	1.60	-6.23	-0.39	0.03	0.04	
20.00	43.30	-110.29	85.65	249.84	-107.99	630.01	-75.46	-143.32	49.44	21.32	4.07	1.25	119.22	-107.86	-5.47	121.85	3.80	-172.61	1.72	-8.65	-0.21	0.03	0.06	
21.00	26.64	-102.57	35.64	133.25	-89.96	268.34	-86.27	-130.68	48.23	25.14	8.87	-2.04	113.14	-98.41	-19.04	108.46	4.61	-176.87	1.47	-10.94	-0.08	0.02	0.05	
22.00	6.04	-43.95	-23.07	-42.61	-27.79	-191.33	-90.45	-104.14	45.93	17.60	4.60	-3.05	111.01	-61.63	-30.56	94.46	2.72	-178.20	1.60	-13.03	-0.07	0.02	0.06	
23.00	26.77	-25.22	-26.38	-55.20	-17.91	-120.12	-80.18	-98.97	40.73	24.73	-2.77	-0.50	110.31	-46.66	-33.10	79.94	0.85	-176.75	1.88	-14.90	-0.19	0.01	0.07	
24.00	-2.72	-47.33	12.38	-43.73	-0.16	184.87	-64.11	-106.19	34.00	-0.41	-1.00	1.48	95.08	-52.65	-30.37	63.75	-0.89	-172.10	1.45	-16.75	-0.22	0.01	0.06	
25.00	-19.57	-27.91	9.08	-96.47	9.22	114.22	-52.16	-96.67	27.80	-12.22	-0.55	1.63	78.93	-35.93	-27.26	46.12	2.32	-164.87	1.14	-18.73	-0.19	0.01	0.05	
