gaitPhase	pelvis_tilt	pelvis_list	pelvis_rotation	pelvis_tx	pelvis_ty	pelvis_tz	hip_flexion_r	hip_adduction_r	hip_rotation_r	knee_angle_r	ankle_angle_r	subtalar_angle_r	mtp_angle_r	hip_flexion_l	hip_adduction_l	hip_rotation_l	knee_angle_l	ankle_angle_l	subtalar_angle_l	mtp_angle_l	lumbar_extension	lumbar_bending	lumbar_rotation	
1.00	-6.55	-1.06	-1.44	0.05	0.91	0.05	17.10	-4.91	-15.67	-19.70	12.80	12.33	0.00	18.14	-9.85	-3.78	-21.37	13.59	8.08	0.00	-16.05	-1.39	4.47	
2.00	-6.77	-1.06	-1.41	0.05	0.91	0.05	17.57	-4.97	-15.54	-20.24	13.08	12.21	0.00	18.71	-9.89	-3.71	-22.01	13.86	8.21	0.00	-16.06	-1.41	4.43	
3.00	-7.03	-1.06	-1.33	0.05	0.91	0.05	18.18	-5.06	-15.46	-20.96	13.46	12.12	0.00	19.44	-9.93	-3.63	-22.82	14.22	8.39	0.00	-16.11	-1.43	4.35	
4.00	-7.40	-1.04	-1.28	0.04	0.91	0.05	19.07	-5.22	-15.37	-21.96	13.97	12.06	0.00	20.43	-9.97	-3.61	-23.87	14.70	8.66	0.00	-16.15	-1.46	4.30	
5.00	-7.82	-1.03	-1.22	0.04	0.91	0.04	20.18	-5.43	-15.26	-23.27	14.64	12.02	0.00	21.63	-10.04	-3.64	-25.21	15.33	9.07	0.00	-16.25	-1.48	4.24	
6.00	-8.31	-1.02	-1.16	0.04	0.90	0.04	21.58	-5.68	-15.14	-24.99	15.49	12.02	0.00	23.08	-10.15	-3.71	-26.84	16.07	9.62	0.00	-16.40	-1.48	4.18	
7.00	-8.83	-1.00	-1.09	0.04	0.90	0.04	23.23	-6.05	-15.01	-27.13	16.52	12.07	0.00	24.79	-10.27	-3.81	-28.84	16.97	10.32	0.00	-16.65	-1.49	4.09	
8.00	-9.39	-0.96	-0.98	0.04	0.90	0.04	25.13	-6.49	-14.85	-29.70	17.73	12.15	0.00	26.69	-10.41	-3.96	-31.10	17.97	11.18	0.00	-16.97	-1.52	3.94	
9.00	-9.93	-0.90	-0.94	0.04	0.89	0.04	27.18	-7.00	-14.62	-32.55	19.09	12.30	0.00	28.67	-10.61	-4.26	-33.60	19.19	12.18	0.00	-17.39	-1.61	3.83	
10.00	-10.49	-0.83	-0.93	0.04	0.89	0.04	29.37	-7.52	-14.39	-35.61	20.55	12.51	0.00	30.81	-10.88	-4.60	-36.37	20.64	13.26	0.00	-17.86	-1.70	3.74	
11.00	-11.09	-0.82	-0.92	0.03	0.88	0.04	31.73	-8.03	-14.16	-38.90	22.11	12.75	0.00	33.23	-11.29	-4.90	-39.57	22.28	14.44	0.00	-18.38	-1.73	3.67	
12.00	-11.71	-0.83	-0.95	0.03	0.87	0.04	34.26	-8.50	-13.79	-42.43	23.77	12.96	0.00	35.84	-11.80	-5.15	-43.06	23.95	15.64	0.00	-18.93	-1.74	3.65	
13.00	-12.29	-0.85	-0.98	0.03	0.86	0.04	36.80	-8.95	-13.38	-46.10	25.58	13.16	0.00	38.55	-12.34	-5.28	-46.84	25.71	16.70	0.00	-19.57	-1.73	3.64	
14.00	-12.81	-0.91	-1.06	0.03	0.85	0.04	39.34	-9.33	-12.89	-49.86	27.50	13.29	0.00	41.29	-12.94	-5.27	-50.74	27.51	17.65	0.00	-20.28	-1.69	3.68	
15.00	-13.29	-0.98	-1.14	0.02	0.83	0.04	41.95	-9.66	-12.35	-53.78	29.40	13.37	0.00	44.04	-13.53	-5.05	-54.74	29.35	18.43	0.00	-21.05	-1.61	3.73	
16.00	-13.62	-1.01	-1.37	0.02	0.82	0.04	44.47	-9.94	-11.63	-57.74	31.18	13.45	0.00	46.60	-14.11	-4.83	-58.74	31.20	19.03	0.00	-21.97	-1.63	3.92	
17.00	-13.91	-1.09	-1.56	0.02	0.80	0.04	46.93	-10.18	-10.96	-61.65	32.91	13.53	0.00	49.18	-14.66	-4.42	-62.76	32.91	19.49	0.00	-22.92	-1.60	4.08	
18.00	-14.16	-1.20	-1.73	0.02	0.79	0.04	49.22	-10.33	-10.34	-65.40	34.58	13.54	0.00	51.67	-15.15	-3.82	-66.64	34.42	19.83	0.00	-23.86	-1.54	4.24	
19.00	-14.38	-1.30	-1.94	0.02	0.78	0.04	51.42	-10.42	-9.68	-68.98	36.13	13.51	0.00	54.02	-15.59	-3.18	-70.31	35.90	20.05	0.00	-24.72	-1.52	4.40	
20.00	-14.56	-1.37	-2.15	0.01	0.76	0.04	53.46	-10.47	-9.02	-72.33	37.52	13.47	0.00	56.12	-15.94	-2.56	-73.68	37.34	20.13	0.00	-25.56	-1.53	4.59	
21.00	-14.68	-1.43	-2.35	0.01	0.75	0.04	55.28	-10.51	-8.43	-75.41	38.77	13.45	0.00	58.01	-16.18	-1.88	-76.77	38.62	20.09	0.00	-26.37	-1.56	4.75	
22.00	-14.78	-1.50	-2.50	0.01	0.73	0.04	56.88	-10.53	-7.95	-78.14	39.84	13.43	0.00	59.74	-16.34	-1.17	-79.54	39.62	20.02	0.00	-27.08	-1.57	4.88	
23.00	-14.84	-1.56	-2.66	0.01	0.72	0.04	58.25	-10.53	-7.52	-80.53	40.68	13.44	0.00	61.21	-16.46	-0.53	-81.96	40.47	19.94	0.00	-27.71	-1.58	5.00	
24.00	-14.89	-1.59	-2.83	0.01	0.71	0.04	59.40	-10.47	-7.13	-82.50	41.36	13.42	0.00	62.40	-16.57	-0.02	-83.95	41.14	19.87	0.00	-28.20	-1.64	5.10	
25.00	-14.93	-1.63	-2.95	0.01	0.71	0.03	60.25	-10.41	-6.85	-84.01	41.86	13.41	0.00	63.34	-16.62	0.43	-85.51	41.57	19.81	0.00	-28.56	-1.66	5.17	
